epoch,train_mse,val_mse,train_mae,val_mae,train_rel_err,val_rel_err,learning_rate
1,1.388059439300948,0.814589967932744,0.9614437483319694,0.715734237039653,3155.921876984149,71.5734237039653,0.0004
2,0.593090003093795,0.5439657485099914,0.6464054674557895,0.5748553190395232,1406.026906711484,57.48553190395233,0.0006000000000000001
3,0.43826783196124086,0.3885212256647901,0.5283194682188357,0.47814773074121475,1444.0906593964041,47.814773074121476,0.0008
4,0.38857107239919836,0.3710338761770404,0.48646913057433716,0.4697911190952603,1446.4188006488164,46.979111909526026,0.001
5,0.37580689564796677,0.36324109220359074,0.4797373671041268,0.4638495047066873,1398.555627402201,46.38495047066873,0.001
6,0.36886060433561246,0.3597321751453145,0.4755067379088459,0.4613622441512923,1287.3633385354506,46.13622441512923,0.001
7,0.3654061180579144,0.3573645758378257,0.47329443806118326,0.46047099680912557,1246.5528621543876,46.04709968091256,0.001
8,0.3590303700381792,0.35104723377062863,0.4703947570571569,0.455454036994385,1083.917125306037,45.5454036994385,0.001
9,0.3554535827318572,0.3523683342665855,0.467449403451107,0.45721986262209074,732.0322358022457,45.72198626220907,0.001
10,0.35167933402831664,0.350041013712724,0.46506746680874095,0.45507454236239725,1276.006225846346,45.507454236239724,0.001
11,0.3508669880988269,0.3512471242133403,0.4646803152203907,0.45635930385411627,987.1815646016406,45.635930385411626,0.001
12,0.34858272809663876,0.3446888929663631,0.46283336432924893,0.45165464405677513,1264.674228066032,45.16546440567751,0.001
13,0.34651456721658436,0.3468968517854299,0.46194862315831303,0.45377550791894233,1169.7275708805719,45.37755079189424,0.001
14,0.347335394719221,0.3448693496160334,0.462362777584071,0.4514450539971453,959.6337918347334,45.14450539971453,0.001
15,0.3445035690828182,0.34705770184603296,0.4605879569780656,0.45406332849934533,932.2121814890013,45.406332849934536,0.001
16,0.3417582238358478,0.3464595972018656,0.4587138492611276,0.4536267996590896,1171.7586462630495,45.36267996590896,0.001
17,0.3416081448262304,0.3458694872538279,0.4588908969682738,0.4526986776450049,998.0517905483074,45.26986776450049,0.001
18,0.34129853840247937,0.34514475192204475,0.45887122362416083,0.4528937528384627,1246.2477355122485,45.289375283846276,0.001
19,0.3403742476387189,0.34266791096700894,0.457270310778162,0.4511268443556616,993.7430316714256,45.11268443556616,0.001
20,0.3392023571313736,0.34471128733131423,0.45713641344943506,0.4513710396994031,856.5863088372463,45.13710396994031,0.001
21,0.3372526081414202,0.34230619128621437,0.4559483027633461,0.45036799332850674,1160.2174746106423,45.03679933285068,0.001
22,0.338208671835754,0.334415414686501,0.45575660049456396,0.44557262713732554,1117.9756585253253,44.557262713732555,0.001
23,0.34009841257902607,0.3437845592051715,0.45745441009151117,0.45167109423843677,988.9132613568241,45.16710942384368,0.001
24,0.3354198840436683,0.34666853639646467,0.45401804592402434,0.4539373486767603,906.4735673338052,45.39373486767603,0.001
25,0.3360315736226068,0.3403350321409824,0.45481230210191104,0.4492700473802095,825.2001047690976,44.92700473802095,0.001
26,0.3331839271344678,0.3413526797760637,0.45278604146729595,0.4493973519723261,1149.4836965691975,44.93973519723261,0.001
27,0.3330494867159743,0.33713937699798285,0.45245848692524593,0.44762409611550846,971.9344024644928,44.762409611550844,0.001
28,0.3310737622035145,0.3394274267750345,0.45089305512792804,0.44808610660971065,1001.4911874905554,44.80861066097106,0.001
29,0.3288655821056547,0.3407715609812381,0.4493421177089224,0.4483601841461904,1010.7850872047926,44.83601841461904,0.001
30,0.32633380932502204,0.33908122993722944,0.44664469425821407,0.4488995957402416,816.8171837674631,44.88995957402416,0.001
31,0.3273579044340213,0.33031252856894294,0.4478780500957999,0.44279003513427034,1061.490021898016,44.279003513427035,0.001
32,0.3215706236440097,0.33303900794253477,0.4427718898281968,0.44324755293180024,883.0410728414212,44.324755293180026,0.001
33,0.32613683670520666,0.3390111381092742,0.4472766679144328,0.4468891370188621,1385.9103845696457,44.688913701886214,0.001
34,0.32832450507914984,0.32685757570954194,0.4476591202019625,0.43905767553495806,1093.1375323361456,43.90576755349581,0.001
35,0.3252156606277286,0.3396751644373061,0.44622276076386624,0.44824943341335094,1031.8322926656442,44.82494334133509,0.001
36,0.320267174293442,0.3292786553870336,0.44262993554378816,0.44132539297963386,915.0848785479598,44.13253929796338,0.001
37,0.3194104576060454,0.33253554944159697,0.44135931186122074,0.44440055169393555,923.2624639099893,44.44005516939355,0.001
38,0.3146665803101792,0.328094063751504,0.43809392436441524,0.4403330023636653,731.191711257633,44.03330023636653,0.001
39,0.31300419414455416,0.3289162042030629,0.4365795069732173,0.439123971610212,788.9052082619146,43.9123971610212,0.001
40,0.31396282088814553,0.3367126572121283,0.43693991237147384,0.445845633338445,813.174907156595,44.5845633338445,0.001
41,0.3121074132349266,0.33068026155143737,0.43574271460048375,0.4418407628866207,913.6079871535417,44.18407628866207,0.001
42,0.31294159054964016,0.3249013691804142,0.43618163549205374,0.43746154712437924,864.296950772907,43.74615471243792,0.001
43,0.3110783670143989,0.3288856308262212,0.4345263249203423,0.43981222970093664,842.8700563638566,43.98122297009366,0.001
44,0.30936002234785315,0.3304209004764931,0.4337247357091979,0.442464844533342,701.6237793251947,44.2464844533342,0.001
45,0.30727478861765567,0.32133299300964047,0.43236120392893973,0.43404571528523234,1030.0944340518213,43.404571528523235,0.001
46,0.3105590184094905,0.3244328212365671,0.434627728929121,0.4371290875706298,914.8667959553176,43.712908757062976,0.001
47,0.3069041179206274,0.3254460798525916,0.4315462354278133,0.4390527220488835,1004.1303297102555,43.90527220488835,0.001
48,0.3081798779916179,0.33297677833375605,0.4324827892665151,0.4431489900786512,781.0910832308584,44.31489900786512,0.001
49,0.31060106793624137,0.3216733608615066,0.43480964231534647,0.4370574117791042,979.6458187393936,43.70574117791042,0.001
50,0.30529209131594176,0.3231063755835437,0.43051700004904975,0.4362716506508558,1118.1562210285006,43.627165065085585,0.001
