SNR_dB,Best_Config,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,SI-SDR_Score,PESQ,STOI,SI_SDR,DNSMOS
0,mband_log_N4_F20_O75_FL0p7,log,4,20,75,0.7,1,9.919485092163086,1.579676866531372,0.7522059082984924,9.919485092163086,3.0427063306198128
