clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p102_rainbow_05_lowpitch,WF_p102_rainbow_05_lowpitch_fold10_162134-7-12-1_SNR5dB.wav,16000,1.076238751411438,6.051363468170166,0.744790256023407,2.1803382635116577,3.831638967600057,2.1335855212673964,2.4401755586891873
