clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p106_emo_contentment_freeform,WF_p106_emo_contentment_freeform_fold10_85574-3-0-8_SNR5dB.wav,16000,1.254656434059143,7.2271575927734375,0.854481041431427,3.3176764249801636,3.672752527939755,2.4397766831403143,2.411494244521558
