clean_file,enhanced_file,sampling_rate,PESQ_Baseline_Noisy,SI_SDR_Baseline_Noisy,STOI_Baseline_Noisy,DNSMOS_p808_mos_Baseline_Noisy,DNSMOS_mos_sig_Baseline_Noisy,DNSMOS_mos_bak_Baseline_Noisy,DNSMOS_mos_ovr_Baseline_Noisy,source_file,enhanced_file_Wiener_Filter,sampling_rate_Wiener_Filter,PESQ_Wiener_Filter,SI_SDR_Wiener_Filter,STOI_Wiener_Filter,DNSMOS_p808_mos_Wiener_Filter,DNSMOS_mos_sig_Wiener_Filter,DNSMOS_mos_bak_Wiener_Filter,DNSMOS_mos_ovr_Wiener_Filter,source_file_Wiener_Filter,enhanced_file_Spectral_Subtraction,sampling_rate_Spectral_Subtraction,PESQ_Spectral_Subtraction,SI_SDR_Spectral_Subtraction,STOI_Spectral_Subtraction,DNSMOS_p808_mos_Spectral_Subtraction,DNSMOS_mos_sig_Spectral_Subtraction,DNSMOS_mos_bak_Spectral_Subtraction,DNSMOS_mos_ovr_Spectral_Subtraction,source_file_Spectral_Subtraction,noise_category,PESQ_diff_Wiener_Filter,PESQ_pct_Wiener_Filter,PESQ_diff_Spectral_Subtraction,PESQ_pct_Spectral_Subtraction,SI_SDR_diff_Wiener_Filter,SI_SDR_pct_Wiener_Filter,SI_SDR_diff_Spectral_Subtraction,SI_SDR_pct_Spectral_Subtraction,STOI_diff_Wiener_Filter,STOI_pct_Wiener_Filter,STOI_diff_Spectral_Subtraction,STOI_pct_Spectral_Subtraction,DNSMOS_p808_mos_diff_Wiener_Filter,DNSMOS_p808_mos_pct_Wiener_Filter,DNSMOS_p808_mos_diff_Spectral_Subtraction,DNSMOS_p808_mos_pct_Spectral_Subtraction,DNSMOS_mos_sig_diff_Wiener_Filter,DNSMOS_mos_sig_pct_Wiener_Filter,DNSMOS_mos_sig_diff_Spectral_Subtraction,DNSMOS_mos_sig_pct_Spectral_Subtraction,DNSMOS_mos_bak_diff_Wiener_Filter,DNSMOS_mos_bak_pct_Wiener_Filter,DNSMOS_mos_bak_diff_Spectral_Subtraction,DNSMOS_mos_bak_pct_Spectral_Subtraction,DNSMOS_mos_ovr_diff_Wiener_Filter,DNSMOS_mos_ovr_pct_Wiener_Filter,DNSMOS_mos_ovr_diff_Spectral_Subtraction,DNSMOS_mos_ovr_pct_Spectral_Subtraction
p092_emo_adoration_freeform,BASELINE_p092_emo_adoration_freeform_Noise Recordings_Car Noise_60mph_SNR[5]dB.wav,16000,1.1700652837753296,5.006393432617188,0.8124449253082275,3.458475708961487,3.9227953874473633,2.614835505065249,2.750162641993513,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_adoration_freeform_Noise Recordings_Car Noise_60mph_SNR[5]dB_CLN-p092_emo_adoration_freeform.csv,WF_p092_emo_adoration_freeform_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR[5]dB.wav,16000,1.2137231826782229,7.015934467315674,0.7214569449424744,2.8075230916341147,2.5460816930176624,2.312299694957163,1.882003408741501,WF_EXP1p1b_data_ENH-WF_p092_emo_adoration_freeform_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR[5]dB_CLN-p092_emo_adoration_freeform.csv,SS_p092_emo_adoration_freeform_Noise Recordings_cafeteria_babble_SNR5dB.wav,16000,1.263644456863403,6.836631774902344,0.7349790334701538,2.880783756573995,2.678191898399007,2.345192993972739,1.8896887883870424,SS_EXP1p1b_data_ENH-SS_p092_emo_adoration_freeform_Noise Recordings_cafeteria_babble_SNR5dB_CLN-p092_emo_adoration_freeform.csv,Car,0.04365789890289329,3.731236154791878,0.09357917308807351,7.997773661494442,2.0095410346984854,40.13949486283101,1.8302383422851554,36.558020597441605,-0.09098798036575317,-11.199279795025356,-0.07746589183807373,-9.534909927424867,-0.6509526173273721,-18.82195140595163,-0.5776919523874917,-16.703657940710574,-1.376713694429701,-35.09522058772365,-1.2446034890483562,-31.727463864951748,-0.30253581010808617,-11.569974842472428,-0.2696425110925098,-10.31202576874071,-0.868159233252012,-31.56755967795085,-0.8604738536064707,-31.28810785469539
p092_emo_disappointment_sentences,BASELINE_p092_emo_disappointment_sentences_Noise Recordings_Train2_SNR[5]dB.wav,16000,1.131717085838318,5.001913070678711,0.6879149079322815,2.800613582134247,3.796276538742382,2.180783626463068,2.353097817024972,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_disappointment_sentences_Noise Recordings_Train2_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,WF_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB.wav,16000,1.2391856908798218,5.388339042663574,0.6865637898445129,2.8422035574913025,3.970369481896963,2.1753301766834454,2.462062515011582,WF_EXP1p1b_data_ENH-WF_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,SS_p092_emo_disappointment_sentences_Noise Recordings_Train1_SNR5dB.wav,16000,1.3461328744888306,6.051412582397461,0.6844474077224731,2.711819291114807,3.98428251898102,2.3438543388987583,2.5520766524777145,SS_EXP1p1b_data_ENH-SS_p092_emo_disappointment_sentences_Noise Recordings_Train1_SNR5dB_CLN-p092_emo_disappointment_sentences.csv,Train,0.10746860504150368,9.496066321371869,0.21441578865051247,18.9460591638664,0.3864259719848633,7.725563529884158,1.04949951171875,20.98196223902674,-0.0013511180877685547,-0.19640773476325926,-0.0034675002098083496,-0.5040594657602174,0.041589975357055664,1.4850308383265585,-0.0887942910194397,-3.170529900514614,0.17409294315458101,4.585886759773669,0.1880059802386378,4.952378424489587,-0.005453449779622588,-0.25006835677995876,0.16307071243569027,7.477619992047015,0.10896469798660968,4.630691388952714,0.19897883545274242,8.456037569416127
p092_emo_anger_sentences,BASELINE_p092_emo_anger_sentences_Noise Recordings_Construction_Trucks_Unloading_SNR[5]dB.wav,16000,1.1430963277816772,5.021116733551025,0.7581072449684143,2.3775084359305247,3.961755654347432,1.5820001554063126,2.001418054130281,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_anger_sentences_Noise Recordings_Construction_Trucks_Unloading_SNR[5]dB_CLN-p092_emo_anger_sentences.csv,WF_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[5]dB.wav,16000,1.1627147197723389,6.600242137908936,0.6809433102607727,2.0960895674569264,2.9893873999221605,1.7052527809806606,1.6601709500776916,WF_EXP1p1b_data_ENH-WF_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[5]dB_CLN-p092_emo_anger_sentences.csv,SS_p092_emo_anger_sentences_Noise Recordings_Construction_Jackhammer2_SNR5dB.wav,16000,1.1975650787353516,6.494291305541992,0.6909727454185486,2.169903073992048,3.183701234493832,1.7643769972944467,1.789638435209135,SS_EXP1p1b_data_ENH-SS_p092_emo_anger_sentences_Noise Recordings_Construction_Jackhammer2_SNR5dB_CLN-p092_emo_anger_sentences.csv,Construction,0.01961839199066162,1.7162501106738386,0.054468750953674316,4.765018452939816,1.579125404357911,31.44968516278897,1.4731745719909668,29.33958022021748,-0.0771639347076416,-10.178498519804617,-0.06713449954986572,-8.85554121734621,-0.2814188684735983,-11.836713772309066,-0.20760536193847656,-8.732055743777945,-0.9723682544252714,-24.54387244600114,-0.7780544198535999,-19.639131933838524,0.12325262557434802,7.790936375900196,0.1823768418881342,11.528244246050248,-0.3412471040525893,-17.05026610249495,-0.21177961892114583,-10.581478391488528
p092_emo_cuteness_sentences,BASELINE_p092_emo_cuteness_sentences_Noise Recordings_SSN_IEEE_SNR[5]dB.wav,16000,1.0841732025146484,4.946779727935791,0.6215542554855347,2.5228575468063354,4.13701924430932,2.2675343026385564,2.778494353005472,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_cuteness_sentences_Noise Recordings_SSN_IEEE_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,WF_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB.wav,16000,1.4072198867797852,13.179021835327148,0.7412726879119873,2.6644853353500366,3.259374056008025,2.479965558539892,2.395617382708271,WF_EXP1p1b_data_ENH-WF_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,SS_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR5dB.wav,16000,1.2296298742294312,8.606046676635742,0.7369495630264282,2.692409038543701,3.668733505721257,2.387939167509855,2.552468121294857,SS_EXP1p1b_data_ENH-SS_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR5dB_CLN-p092_emo_cuteness_sentences.csv,Babble/SSN,0.3230466842651367,29.79659370992173,0.14545667171478271,13.416368471145404,8.232242107391357,166.4161850769639,3.659266948699951,73.97270850842801,0.11971843242645264,19.261139533657143,0.11539530754089355,18.565604936732534,0.14162778854370117,5.613784604009315,0.16955149173736572,6.720612979198908,-0.8776451883012948,-21.214433302637893,-0.468285738588063,-11.319399570891864,0.2124312559013357,9.368381137791198,0.12040486487129876,5.309946788068115,-0.38287697029720125,-13.780016140146072,-0.2260262317106152,-8.134845819143907
p092_emo_anger_freeform,BASELINE_p092_emo_anger_freeform_Noise Recordings_Construction_Jackhammer2_SNR[5]dB.wav,16000,1.1010481119155884,4.987355709075928,0.7383337616920471,2.4740393502371654,3.4829620032696744,1.4436648963972931,1.761051607496293,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_anger_freeform_Noise Recordings_Construction_Jackhammer2_SNR[5]dB_CLN-p092_emo_anger_freeform.csv,WF_p092_emo_anger_freeform_NOIZEUS_NOISE_DATASET_Construction_Jackhammer1_SNR[5]dB.wav,16000,1.175871729850769,6.49956750869751,0.7891001105308533,2.36675272669111,3.6197674122382337,1.4430303141127852,1.700805604119627,WF_EXP1p1b_data_ENH-WF_p092_emo_anger_freeform_NOIZEUS_NOISE_DATASET_Construction_Jackhammer1_SNR[5]dB_CLN-p092_emo_anger_freeform.csv,SS_p092_emo_anger_freeform_Noise Recordings_Construction_Jackhammer1_SNR5dB.wav,16000,1.1789178848266602,6.600049018859863,0.7970600128173828,2.428472076143537,3.855124667080193,1.4981878284148722,1.9074769381070016,SS_EXP1p1b_data_ENH-SS_p092_emo_anger_freeform_Noise Recordings_Construction_Jackhammer1_SNR5dB_CLN-p092_emo_anger_freeform.csv,Construction,0.07482361793518066,6.795671971591101,0.07786977291107178,7.072331541951879,1.512211799621582,30.32091328215627,1.6126933097839355,32.33563843960792,0.05076634883880615,6.875799465334537,0.05872625112533569,7.953889443000972,-0.10728662354605545,-4.3364962459376715,-0.045567274093628374,-1.8418168688085022,0.1368054089685593,3.9278467247168214,0.37216266381051843,10.685234678447426,-0.0006345822845079674,-0.043956342368065164,0.05452293201757907,3.7767027620912996,-0.06024600337666608,-3.421024297085677,0.14642533061070861,8.31465301683482
p092_emo_contentment_sentences,BASELINE_p092_emo_contentment_sentences_Noise Recordings_Inside Train_3_SNR[5]dB.wav,16000,1.2456626892089844,5.044288635253906,0.7344706654548645,2.9548938274383545,3.4990890425649974,2.1860902376127003,2.298251437599736,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_contentment_sentences_Noise Recordings_Inside Train_3_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,WF_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB.wav,16000,1.468619704246521,8.372051239013672,0.7241946458816528,2.698387622833252,2.4349924832039127,3.0049664353047683,2.062035939653313,WF_EXP1p1b_data_ENH-WF_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,SS_p092_emo_contentment_sentences_Noise Recordings_Inside Train_2_SNR5dB.wav,16000,1.4419708251953125,7.5803375244140625,0.7327096462249756,3.053401470184326,2.6044182519213,3.2116406204864694,2.155022447691614,SS_EXP1p1b_data_ENH-SS_p092_emo_contentment_sentences_Noise Recordings_Inside Train_2_SNR5dB_CLN-p092_emo_contentment_sentences.csv,Train,0.22295701503753662,17.898666867763204,0.19630813598632812,15.759333380289887,3.3277626037597656,65.97089985102055,2.5360488891601562,50.27564979997429,-0.01027601957321167,-1.3991055131994463,-0.001761019229888916,-0.23976712926966257,-0.25650620460510254,-8.68072491211882,0.09850764274597168,3.333711750698317,-1.0640965593610847,-30.41067393303749,-0.8946707906436973,-25.568677440339194,0.818876197692068,37.4584810637238,1.025550382873769,46.91253660204402,-0.23621549794642283,-10.278052874542015,-0.14322898990812183,-6.232085296015667
p092_emo_desire_sentences,BASELINE_p092_emo_desire_sentences_Noise Recordings_Street Noise_downtown_SNR[5]dB.wav,16000,1.1648695468902588,4.988389015197754,0.6940234899520874,2.7610482374827066,4.235379992195427,2.275634220891924,2.7195838434630226,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_desire_sentences_Noise Recordings_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,WF_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB.wav,16000,1.4112284183502195,8.575942993164062,0.6638214588165283,2.7279860973358154,2.725325980137658,2.427380541331467,1.9522894265877584,WF_EXP1p1b_data_ENH-WF_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,SS_p092_emo_desire_sentences_Noise Recordings_Street Noise_SNR5dB.wav,16000,1.4439672231674194,8.370935440063477,0.6711223721504211,2.634874025980632,2.7219095254215007,2.673642798529501,2.0434566031570056,SS_EXP1p1b_data_ENH-SS_p092_emo_desire_sentences_Noise Recordings_Street Noise_SNR5dB_CLN-p092_emo_desire_sentences.csv,Street,0.24635887145996072,21.149052451207222,0.27909767627716064,23.959565002127587,3.5875539779663086,71.91808752357474,3.3825464248657227,67.80839294129568,-0.030202031135559082,-4.351730391379708,-0.02290111780166626,-3.299761194429782,-0.03306214014689113,-1.19744884200337,-0.12617421150207475,-4.569793811973017,-1.5100540120577692,-35.65333015786917,-1.5134704667739265,-35.73399481422711,0.15174632043954306,6.668308950814899,0.3980085776375768,17.490006697191397,-0.7672944168752642,-28.21367021721303,-0.676127240306017,-24.86142289494779
p092_emo_amusement_sentences,BASELINE_p092_emo_amusement_sentences_Noise Recordings_Construction_Jackhammer1_SNR[5]dB.wav,16000,1.1720117330551147,4.99483060836792,0.791400671005249,2.856146335601806,4.267014448978059,1.7596397835486808,2.382234010925183,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_amusement_sentences_Noise Recordings_Construction_Jackhammer1_SNR[5]dB_CLN-p092_emo_amusement_sentences.csv,WF_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[5]dB.wav,16000,1.1842374801635742,8.35684871673584,0.7379992008209229,2.478963931401571,2.1511441939973728,2.0519419154438245,1.5989197669191455,WF_EXP1p1b_data_ENH-WF_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[5]dB_CLN-p092_emo_amusement_sentences.csv,SS_p092_emo_amusement_sentences_Noise Recordings_Construction_Drilling_SNR5dB.wav,16000,1.1746680736541748,7.120265007019043,0.750415027141571,2.5739696820576987,2.7848297233461654,2.1885721606758537,1.8941798275505084,SS_EXP1p1b_data_ENH-SS_p092_emo_amusement_sentences_Noise Recordings_Construction_Drilling_SNR5dB_CLN-p092_emo_amusement_sentences.csv,Construction,0.012225747108459473,1.0431420406168022,0.0026563405990600586,0.22664795275860453,3.36201810836792,67.30995246836754,2.125434398651123,42.552682268951195,-0.05340147018432617,-6.74771606100546,-0.04098564386367798,-5.178874035021653,-0.3771824042002354,-13.20599016579313,-0.2821766535441075,-9.879628716035352,-2.115870254980686,-49.586667218514634,-1.4821847256318934,-34.73587313459587,0.29230213189514376,16.611475520612267,0.4289323771271729,24.376146819216675,-0.7833142440060374,-32.881498644284044,-0.48805418337467454,-20.487247732019828
p092_emo_cuteness_freeform,BASELINE_p092_emo_cuteness_freeform_Noise Recordings_PC Fan Noise_SNR[5]dB.wav,16000,1.0750921964645386,4.998791694641113,0.7057397365570068,2.6209930896759035,4.132907106196642,2.2863348348926222,2.778806901286951,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_cuteness_freeform_Noise Recordings_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,WF_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB.wav,16000,1.213104009628296,7.818082809448242,0.6428720951080322,2.633851909637451,2.8148259376117912,1.9190976785333127,1.8338489076093007,WF_EXP1p1b_data_ENH-WF_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,SS_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR5dB.wav,16000,1.1461687088012695,6.319056510925293,0.6359637975692749,2.585316801071167,3.191708079180528,1.9793312852896747,2.0750407809388944,SS_EXP1p1b_data_ENH-SS_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR5dB_CLN-p092_emo_cuteness_freeform.csv,Stationary,0.13801181316375732,12.837207229074105,0.07107651233673096,6.611201585358674,2.819291114807129,56.399451848123846,1.3202648162841797,26.411679000338257,-0.06286764144897461,-8.908048986398034,-0.06977593898773193,-9.886922242488144,0.012858819961547585,0.4906086937885682,-0.035676288604736595,-1.361174462659423,-1.3180811685848508,-31.892349252384506,-0.9411990270161139,-22.773292571829995,-0.36723715635930954,-16.0622648421729,-0.3070035496029475,-13.427759789058452,-0.9449579936776504,-34.00588911881611,-0.7037661203480567,-25.326197369889968
p092_emo_amazement_sentences,BASELINE_p092_emo_amazement_sentences_Noise Recordings_Construction_Crane_Moving_SNR[5]dB.wav,16000,1.1497732400894165,5.000584125518799,0.7011256217956543,2.775029182434082,4.08208619693873,2.1945147631804462,2.536547182234832,BASELINE_metrics_SNR[5]dB_ENH-BASELINE_p092_emo_amazement_sentences_Noise Recordings_Construction_Crane_Moving_SNR[5]dB_CLN-p092_emo_amazement_sentences.csv,WF_p092_emo_amazement_sentences_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_60mph_SNR[5]dB.wav,16000,1.3403682708740234,9.616936683654783,0.7170841693878174,2.9068493843078613,2.2619001227868343,2.6519072983718392,1.850503258076032,WF_EXP1p1b_data_ENH-WF_p092_emo_amazement_sentences_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_60mph_SNR[5]dB_CLN-p092_emo_amazement_sentences.csv,SS_p092_emo_amazement_sentences_Noise Recordings_Car Noise_Idle Noise_60mph_SNR5dB.wav,16000,1.234127402305603,6.461968421936035,0.7139328718185425,3.096962213516236,2.834917396784865,2.3603207936981123,2.072679344660892,SS_EXP1p1b_data_ENH-SS_p092_emo_amazement_sentences_Noise Recordings_Car Noise_Idle Noise_60mph_SNR5dB_CLN-p092_emo_amazement_sentences.csv,Construction,0.19059503078460693,16.57674958322952,0.08435416221618652,7.336591188156927,4.6163525581359846,92.31626630532985,1.4613842964172363,29.224271799759414,0.015958547592163086,2.2761324213614693,0.012807250022888184,1.8266698042053446,0.1318202018737793,4.750227590693474,0.32193303108215376,11.601068310199688,-1.8201860741518954,-44.589604097946385,-1.2471688001538648,-30.552240692250727,0.457392535191393,20.842536257468932,0.16580603051766607,7.555475738853916,-0.6860439241588001,-27.046369527980126,-0.46386783757394,-18.287372725519262
