Config_ID,Mode,Status,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,SNR_dB,Noise_Category,clean_file,enhanced_file,PESQ,STOI,SI_SDR,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr,sampling_rate,source_file,PESQ_normalized,Weighted_Score
mband_log_N8_F20_O75_FL0p5,hybrid,Success,log,8,20,75,0.5,1,-5,Stationary,p092_emo_contentment_sentences,GTCRN+SS_mband_log_N8_F20_O75_FL0p5_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR-5dB,1.7051893472671509,0.7552767395973206,9.326773643493652,3.3807122707366943,3.754940555780699,4.285963018388303,3.3888494081051497,16000,mband_log_N8_F20_O75_FL0p5_metrics.csv_ENH-GTCRN+SS_mband_log_N8_F20_O75_FL0p5_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR-5dB_CLN-p092_emo_contentment_sentences.csv,0.44103786945343015,0.5981573045253754
