SNR (dB),Baseline,GTCRN,GTCRN_SS DNSMOS,GTCRN_SS SI_SDR
-5,-4.999584078788757,4.57225541472435,4.178442025184632,4.512161016464233
0,-0.0005045989033533455,8.739078092575074,7.996120405197144,8.58962459564209
5,4.996240615844727,12.562763023376466,11.130247735977173,12.199079847335815
10,9.998193216323852,16.336598920822144,13.691118192672729,15.609277248382568
15,15.003002691268922,20.10073766708374,15.531648206710816,18.58152332305908
