Metric,Baseline,GTCRN,GTCRN_SS DNSMOS,GTCRN_SS SI_SDR
PESQ,1.300234533548355,1.8502903115749358,1.8049918878078461,1.8657011830806731
SI_SDR,4.999469569149078,12.462286623716356,10.505515313148498,11.898333206176757
STOI,0.7213247519731523,0.7596038085222244,0.755298192501068,0.7579992061853409
DNSMOS_p808_mos,2.7342793035507205,3.319199526309967,3.379835250377655,3.3446801400184634
