Config_ID,Mode,Status,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,SNR_dB,Noise_Category,clean_file,enhanced_file,PESQ,STOI,SI_SDR,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr,sampling_rate,source_file,PESQ_normalized,Weighted_Score
mband_log_N16_F20_O75_FL0p3,hybrid,Success,log,16,20,75,0.3,1,15,Stationary,p092_emo_contentment_sentences,GTCRN+SS_mband_log_N16_F20_O75_FL0p3_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR15dB,3.1827781200408936,0.882087230682373,17.72175407409668,3.661288261413574,4.3149100466410655,4.613160233852938,3.995388625064671,16000,mband_log_N16_F20_O75_FL0p3_metrics.csv_ENH-GTCRN+SS_mband_log_N16_F20_O75_FL0p3_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR15dB_CLN-p092_emo_contentment_sentences.csv,0.7365556240081788,0.8093214273452759
