SNR_dB,Best_Config,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,STOI_Score,PESQ,STOI,SI_SDR,DNSMOS
0,mband_linear_N8_F8_O75_FL0p7,linear,8,8,75,0.7,1,0.773216187953949,1.4644341468811035,0.773216187953949,9.205665588378906,2.602979882751608
