SNR_dB,Parameter,Best_Value,Score
0,Freq_spacing,log,0.7428602031719538
0,Nband,16,0.7433608203758428
0,FRMSZ_ms,8,0.7448402944906258
0,OVLP,75,0.745226999859751
0,Floor,0.8,0.7424378299418791
0,Noisefr,1,0.7421546058399687
