Test_ID,SNR_dB,Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Averaging,VAD,Floor,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,DNSMOS_mos_sig,DNSMOS_mos_bak,Status
0,0,1,linear,2,10,50,1,1,0.002,1.0489100217819214,0.5546764135360718,-0.19107070565223694,2.2867380366649326,3.7151486732114543,1.822400159170162,Success
0,0,2,linear,4,10,50,1,1,0.002,1.0486795902252197,0.5540091395378113,-0.14171338081359863,2.3007315139707396,3.737556396206518,1.8303567570612858,Success
0,0,3,linear,6,10,50,1,1,0.002,1.0486116409301758,0.5542382001876831,-0.18781939148902893,2.330544888123936,3.7762608182718305,1.8629627690662498,Success
0,0,4,linear,8,10,50,1,1,0.002,1.048192024230957,0.5539869666099548,-0.23908616602420807,2.3125744607229404,3.759101339291157,1.840468191701841,Success
0,0,5,linear,12,10,50,1,1,0.002,1.0515856742858887,0.5540393590927124,-0.2690736949443817,2.3068090964741494,3.743704600898222,1.8352238401910002,Success
0,0,6,log,2,10,50,1,1,0.002,1.0481997728347778,0.5548731088638306,-0.1883627325296402,2.2953599752253617,3.7219167612114865,1.8248259780205427,Success
0,0,7,log,4,10,50,1,1,0.002,1.0485140085220337,0.5549260973930359,-0.107962965965271,2.211694697054397,3.601200342079562,1.7554934935318824,Success
0,0,8,log,6,10,50,1,1,0.002,1.0476486682891846,0.554039716720581,-0.2827180027961731,2.2205452206147003,3.6431255839278096,1.7563823373720902,Success
0,0,9,log,8,10,50,1,1,0.002,1.0470365285873413,0.5542757511138916,-0.42457473278045654,2.1218031997513864,3.5608452594221482,1.6904228152753802,Success
0,0,10,log,12,10,50,1,1,0.002,1.0456490516662598,0.554713785648346,-0.41209790110588074,2.1510902337016584,3.53885676256827,1.7186134701737918,Success
0,0,11,mel,2,10,50,1,1,0.002,1.0488466024398804,0.5547389984130859,-0.18601173162460327,2.2609288356058257,3.6903089226790176,1.8008588437468944,Success
0,0,12,mel,4,10,50,1,1,0.002,1.0497170686721802,0.5522829294204712,-0.26647740602493286,2.2776232842452013,3.6876148571841507,1.7860180649054156,Success
0,0,13,mel,6,10,50,1,1,0.002,1.0490132570266724,0.5544012784957886,-0.10217049717903137,2.174631882865493,3.5929427283749713,1.7326454712653865,Success
0,0,14,mel,8,10,50,1,1,0.002,1.049189805984497,0.5544854402542114,-0.17555886507034302,2.2060505780180995,3.6262723443509115,1.779701243699324,Success
0,0,15,mel,12,10,50,1,1,0.002,1.0488251447677612,0.5528914928436279,-0.18454404175281525,2.108467879074182,3.6300222753536304,1.7000905384641654,Success
0,5,1,linear,2,10,50,1,1,0.002,1.0892044305801392,0.6353856325149536,4.683689117431641,2.5993660467412782,3.9781925508079423,2.124754792738869,Success
0,5,2,linear,4,10,50,1,1,0.002,1.089127540588379,0.6349945068359375,4.729216575622559,2.56807579345336,3.938306926194688,2.10452615610951,Success
0,5,3,linear,6,10,50,1,1,0.002,1.0893092155456543,0.6351495385169983,4.6835174560546875,2.567462540077971,3.9162585530210263,2.130202811370638,Success
0,5,4,linear,8,10,50,1,1,0.002,1.0881240367889404,0.6349799036979675,4.62897253036499,2.580365924478359,3.9444323071882135,2.1137610040612387,Success
0,5,5,linear,12,10,50,1,1,0.002,1.0910025835037231,0.6349790692329407,4.589308261871338,2.58648077920225,3.9494569280851675,2.1178529885845343,Success
0,5,6,log,2,10,50,1,1,0.002,1.0875800848007202,0.6356766819953918,4.681893348693848,2.6012986602948818,3.972086889472928,2.0978852152303507,Success
0,5,7,log,4,10,50,1,1,0.002,1.088644027709961,0.6356431245803833,4.716815948486328,2.606852718951858,4.012008788719998,2.1048525945519048,Success
0,5,8,log,6,10,50,1,1,0.002,1.0866732597351074,0.6348289251327515,4.52080774307251,2.604967804636712,3.982486413080368,2.1187056612957744,Success
0,5,9,log,8,10,50,1,1,0.002,1.0846943855285645,0.6340124011039734,4.328994274139404,2.648370006064087,4.055326295440086,2.178632336022205,Success
0,5,10,log,12,10,50,1,1,0.002,1.0824849605560303,0.6355203986167908,4.294374465942383,2.6342561981103203,4.074082096808019,2.1726795534057075,Success
0,5,11,mel,2,10,50,1,1,0.002,1.0891000032424927,0.6356350183486938,4.688830375671387,2.6074484915760867,3.992661874206971,2.1050357961186155,Success
0,5,12,mel,4,10,50,1,1,0.002,1.091009259223938,0.6318496465682983,4.574299335479736,2.5672247591693487,3.9041230978131587,2.0215737599224006,Success
0,5,13,mel,6,10,50,1,1,0.002,1.0903278589248657,0.635552167892456,4.71494722366333,2.5676725641566764,3.924531870953728,2.0999626991609435,Success
0,5,14,mel,8,10,50,1,1,0.002,1.0911149978637695,0.6358391642570496,4.623166561126709,2.55361258145241,3.9100602797110096,2.1130681982037998,Success
0,5,15,mel,12,10,50,1,1,0.002,1.0899230241775513,0.6335276961326599,4.640077114105225,2.6244291860204827,3.9429238400153324,2.2090004314034632,Success
0,10,1,linear,2,10,50,1,1,0.002,1.2137930393218994,0.7145376205444336,9.308157920837402,2.955092760972288,4.421345687748639,2.4322475090433606,Success
0,10,2,linear,4,10,50,1,1,0.002,1.213655948638916,0.714300274848938,9.342326164245605,2.9323118946993305,4.422206549825476,2.404424660922743,Success
0,10,3,linear,6,10,50,1,1,0.002,1.2148571014404297,0.7143692374229431,9.297045707702637,2.9158485668691605,4.379998858806716,2.422765778529052,Success
0,10,4,linear,8,10,50,1,1,0.002,1.210797905921936,0.7142782211303711,9.234217643737793,2.959243336704134,4.436999391641348,2.426723272116763,Success
0,10,5,linear,12,10,50,1,1,0.002,1.221082329750061,0.7143473625183105,9.166648864746094,2.941771476003078,4.436817158615611,2.4099384782776854,Success
0,10,6,log,2,10,50,1,1,0.002,1.2101281881332397,0.7147762775421143,9.292021751403809,2.947777172443133,4.474002421032432,2.4317462485168537,Success
0,10,7,log,4,10,50,1,1,0.002,1.2126065492630005,0.7145774960517883,9.205453872680664,3.0495706573069117,4.478882487713948,2.4940080433079386,Success
0,10,8,log,6,10,50,1,1,0.002,1.2068812847137451,0.7138823866844177,8.950196266174316,3.020178889738745,4.592289217075467,2.448498774319871,Success
0,10,9,log,8,10,50,1,1,0.002,1.2019625902175903,0.7121978998184204,8.63622760772705,2.9862982445448707,4.436336766032884,2.446088355107687,Success
0,10,10,log,12,10,50,1,1,0.002,1.1960126161575317,0.7143771052360535,8.480977058410645,3.0195612916203065,4.4975361084241685,2.4089086106437314,Success
0,10,11,mel,2,10,50,1,1,0.002,1.2134451866149902,0.7148855924606323,9.313298225402832,2.9924706193466157,4.489678668240271,2.4705837630410823,Success
0,10,12,mel,4,10,50,1,1,0.002,1.2175195217132568,0.7104735374450684,9.102295875549316,2.9582805864423096,4.452080015685086,2.4692944856731387,Success
0,10,13,mel,6,10,50,1,1,0.002,1.2181586027145386,0.7150182723999023,9.183173179626465,2.968705125786171,4.447059707451422,2.45311705296662,Success
0,10,14,mel,8,10,50,1,1,0.002,1.2194652557373047,0.7148569822311401,9.039523124694824,3.0377164634612543,4.499933215657075,2.501767280962647,Success
0,10,15,mel,12,10,50,1,1,0.002,1.2163012027740479,0.7124236226081848,9.116087913513184,3.104968393568775,4.601888712577027,2.48715889588723,Success
0,15,1,linear,2,10,50,1,1,0.002,1.4884040355682373,0.7835828065872192,13.234253883361816,2.963754544574578,4.236701614073781,2.5395089536259157,Success
0,15,2,linear,4,10,50,1,1,0.002,1.486398458480835,0.783308207988739,13.251296043395996,2.9246537803938275,4.179663987263269,2.52898018980084,Success
0,15,3,linear,6,10,50,1,1,0.002,1.4901275634765625,0.7832242250442505,13.204373359680176,2.926513651191922,4.178902504404685,2.5258848507382385,Success
0,15,4,linear,8,10,50,1,1,0.002,1.482133150100708,0.7832391262054443,13.126420021057129,2.9106042743110403,4.164394833039633,2.514002539960006,Success
0,15,5,linear,12,10,50,1,1,0.002,1.4988231658935547,0.7834069728851318,12.995136260986328,2.90916286751908,4.178872653407673,2.5064197580716367,Success
0,15,6,log,2,10,50,1,1,0.002,1.4812726974487305,0.7838444709777832,13.191995620727539,2.9130474386455147,4.179117152969021,2.500908305619366,Success
0,15,7,log,4,10,50,1,1,0.002,1.4859075546264648,0.7832934856414795,12.85305118560791,2.979609351264278,4.294572401524039,2.4791681034579875,Success
0,15,8,log,6,10,50,1,1,0.002,1.472089409828186,0.782314658164978,12.478565216064453,3.0222829598046244,4.282622754636883,2.5474177983347,Success
0,15,9,log,8,10,50,1,1,0.002,1.4685450792312622,0.7809374332427979,11.938478469848633,2.8606652479181878,4.042738738595353,2.4746858440911623,Success
0,15,10,log,12,10,50,1,1,0.002,1.4548254013061523,0.78227698802948,11.572283744812012,2.974789160613226,4.305981585997406,2.4605766421666697,Success
0,15,11,mel,2,10,50,1,1,0.002,1.4880530834197998,0.7838695049285889,13.23896598815918,2.966312088412642,4.244722274364563,2.5467064331767695,Success
0,15,12,mel,4,10,50,1,1,0.002,1.4918409585952759,0.7798468470573425,12.824142456054688,3.00016615737738,4.169621120822384,2.6599779442912124,Success
0,15,13,mel,6,10,50,1,1,0.002,1.4954882860183716,0.7838677167892456,12.782753944396973,2.8739667214040545,4.184621991826815,2.473873852533334,Success
0,15,14,mel,8,10,50,1,1,0.002,1.4958229064941406,0.7834123373031616,12.533918380737305,2.9972507911044652,4.314318753785657,2.5021087786037244,Success
0,15,15,mel,12,10,50,1,1,0.002,1.4871195554733276,0.7808875441551208,12.725878715515137,3.053222745842104,4.335269015563861,2.6046750077049245,Success
