Test_ID,SNR_dB,Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Averaging,Noisefr,VAD,Floor,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,DNSMOS_mos_sig,DNSMOS_mos_bak,Status
0,0,16,linear,32,10,75,1,1,1,0.002,1.223268985748291,0.7423022985458374,7.962655067443848,2.111141876901583,3.0563440083439084,2.211235122126984,Success
0,0,17,linear,32,20,50,1,1,1,0.002,1.195892572402954,0.7468500733375549,7.325023651123047,2.661418546901747,3.8789938377864597,2.2964189721438615,Success
0,0,18,linear,32,20,75,1,1,1,0.002,1.1979295015335083,0.7467767596244812,7.50814962387085,2.3858235800742125,3.4889250810402657,2.1908066104164488,Success
0,0,19,log,4,8,50,1,1,1,0.002,1.1740007400512695,0.7233864068984985,6.360159397125244,2.3182360995397184,3.3633494244581152,2.332375727492607,Success
0,0,20,log,4,8,75,1,1,1,0.002,1.1756501197814941,0.7264528870582581,6.459611892700195,2.1271855475013486,3.0464577072231918,2.2479735773658662,Success
0,0,21,log,4,10,50,1,1,1,0.002,1.2183067798614502,0.741050124168396,7.632882595062256,2.2782424396927174,3.2675772592616448,2.2938420825000696,Success
0,0,22,log,4,10,75,1,1,1,0.002,1.2195574045181274,0.7395883202552795,7.721353054046631,2.1505220866409656,3.017417921746761,2.324723046789622,Success
0,0,23,log,4,20,50,1,1,1,0.002,1.1909362077713013,0.7442525625228882,7.235101699829102,2.622944686011033,3.8400602422381382,2.247579501586947,Success
0,0,24,log,4,20,75,1,1,1,0.002,1.1922461986541748,0.7448299527168274,7.393589496612549,2.3220854536000757,3.4223124563075324,2.144262109940307,Success
0,0,25,log,8,8,50,1,1,1,0.002,1.1657358407974243,0.7277853488922119,6.296768665313721,2.321730996098178,3.462836870322445,2.212720212230564,Success
0,0,26,log,8,8,75,1,1,1,0.002,1.1681208610534668,0.7297576665878296,6.383659839630127,2.142104569164011,3.2456939141065275,2.094423123274923,Success
0,0,27,log,8,10,50,1,1,1,0.002,1.216187596321106,0.7427002787590027,7.67462682723999,2.3106152007756617,3.316321229332019,2.3024344455140784,Success
0,0,28,log,8,10,75,1,1,1,0.002,1.2156636714935303,0.7407670021057129,7.751538276672363,2.1668330838917997,3.0944795877625473,2.28275911306191,Success
0,0,29,log,8,20,50,1,1,1,0.002,1.1910616159439087,0.7454496026039124,7.226095199584961,2.5500286133857464,3.7853450460905487,2.2065242054203034,Success
0,0,30,log,8,20,75,1,1,1,0.002,1.192582130432129,0.7457420229911804,7.384128093719482,2.3142812513113786,3.44883982316182,2.104033156674204,Success
0,0,31,log,32,8,50,1,1,1,0.002,1.129692792892456,0.7273693084716797,5.697463035583496,2.1748755753893922,3.463479485522551,1.9305150712687225,Success
0,0,32,log,32,8,75,1,1,1,0.002,1.132851243019104,0.7294782400131226,5.7645344734191895,2.0517374728915536,3.2793866580049627,1.9556773770166689,Success
0,0,33,log,32,10,50,1,1,1,0.002,1.1685326099395752,0.7406425476074219,6.834156513214111,2.2466107513193276,3.3282221556821834,2.236538747411085,Success
0,0,34,log,32,10,75,1,1,1,0.002,1.1698905229568481,0.7393566966056824,6.914763450622559,2.1447707508913627,3.252170567834115,2.131667187221416,Success
0,0,35,log,32,20,50,1,1,1,0.002,1.1685506105422974,0.7443731427192688,6.4175615310668945,2.524013220628273,3.85110340457107,2.13502713410923,Success
0,0,36,log,32,20,75,1,1,1,0.002,1.1718167066574097,0.7450360059738159,6.536746025085449,2.3083111966116685,3.5360923646859534,2.061060453890558,Success
0,0,37,mel,4,8,50,1,1,1,0.002,1.2018101215362549,0.7308005094528198,7.277369499206543,2.3408648271363073,3.3806516603523575,2.3145784969087293,Success
0,0,38,mel,4,8,75,1,1,1,0.002,1.205434799194336,0.7317962646484375,7.378993511199951,2.158330118798152,3.0790609574338292,2.273100851776504,Success
0,0,39,mel,4,10,50,1,1,1,0.002,1.224677324295044,0.7434586882591248,7.843452453613281,2.3046778644703774,3.3222116340701797,2.287480995502425,Success
0,0,40,mel,4,10,75,1,1,1,0.002,1.2252416610717773,0.7415540218353271,7.920660972595215,2.1101098752496212,3.0771751471601703,2.205758374869789,Success
0,0,41,mel,4,20,50,1,1,1,0.002,1.1975841522216797,0.7465745210647583,7.381710052490234,2.7212037484818916,3.902478658920425,2.34827903406622,Success
0,0,42,mel,4,20,75,1,1,1,0.002,1.1993153095245361,0.7466464042663574,7.566049098968506,2.403005629030107,3.478260368874126,2.2193698350799704,Success
0,0,43,mel,8,8,50,1,1,1,0.002,1.2125232219696045,0.7302116751670837,6.894042491912842,2.4024976908172104,3.5019376158046955,2.3048971172273545,Success
0,0,44,mel,8,8,75,1,1,1,0.002,1.2188886404037476,0.731941282749176,7.038257122039795,2.219106371600048,3.2544884373486638,2.23366557766523,Success
0,0,45,mel,8,10,50,1,1,1,0.002,1.2271517515182495,0.7439797520637512,7.71425199508667,2.2582875449052144,3.2442832511344233,2.2852266873894513,Success
0,0,46,mel,8,10,75,1,1,1,0.002,1.2306567430496216,0.7428911924362183,7.8096795082092285,2.0752221292515762,2.982692920080602,2.2122820341396405,Success
0,0,47,mel,8,20,50,1,1,1,0.002,1.1981443166732788,0.7461508512496948,7.321732521057129,2.6583129471257494,3.841444432827115,2.3111663598734067,Success
0,0,48,mel,8,20,75,1,1,1,0.002,1.201542854309082,0.7464137673377991,7.521639823913574,2.359625288189016,3.432570781308155,2.187736669292693,Success
0,0,49,mel,32,8,50,1,1,1,0.002,1.1869738101959229,0.7304213047027588,7.285258769989014,2.216002233529168,3.474781979675377,2.006771854547522,Success
0,0,50,mel,32,8,75,1,1,1,0.002,1.1889898777008057,0.731158971786499,7.3604254722595215,2.171105113763695,3.3880733862754666,2.023863613090579,Success
0,0,51,mel,32,10,50,1,1,1,0.002,1.2030295133590698,0.7410130500793457,7.52397346496582,2.218403813194664,3.3837235662040763,2.0910487942408493,Success
0,0,52,mel,32,10,75,1,1,1,0.002,1.2071757316589355,0.7395846843719482,7.6272873878479,2.213404930348332,3.389148687017977,2.0699733535385567,Success
0,0,53,mel,32,20,50,1,1,1,0.002,1.1864943504333496,0.7434008121490479,6.788115978240967,2.537582095661199,3.8020787382266676,2.1467897152241,Success
0,0,54,mel,32,20,75,1,1,1,0.002,1.186781644821167,0.7440825700759888,6.939940929412842,2.2891431243222846,3.388800153088177,2.110513558791527,Success
0,5,1,linear,4,8,50,1,1,1,0.002,1.3858929872512817,0.7749764323234558,11.104512214660645,2.655536116896149,3.4045194232637863,2.8421024208404964,Success
0,5,2,linear,4,8,75,1,1,1,0.002,1.3750373125076294,0.77582186460495,11.20978832244873,2.5344806752629303,3.215598074722491,2.7737581664367843,Success
0,5,3,linear,4,10,50,1,1,1,0.002,1.4064865112304688,0.7798376083374023,11.450019836425781,2.7115346938353886,3.3611956089961255,3.022845688366737,Success
0,5,4,linear,4,10,75,1,1,1,0.002,1.3608288764953613,0.7791968584060669,11.41369915008545,2.3793333650487205,2.9452994916234703,2.889844786752036,Success
0,5,5,linear,4,20,50,1,1,1,0.002,1.3760994672775269,0.783068060874939,10.398208618164062,3.131029851117495,3.957169490476118,3.018966671568537,Success
0,5,6,linear,4,20,75,1,1,1,0.002,1.39487886428833,0.7854998707771301,10.918950080871582,2.7393281757850843,3.513879966812229,2.824915599755215,Success
0,5,7,linear,8,8,50,1,1,1,0.002,1.395293951034546,0.7754237651824951,11.107257843017578,2.673959277816446,3.3703297368646816,2.9235464207098945,Success
0,5,8,linear,8,8,75,1,1,1,0.002,1.3844796419143677,0.7763220071792603,11.218966484069824,2.562155902639387,3.2185864802931903,2.8344764606380837,Success
0,5,9,linear,8,10,50,1,1,1,0.002,1.4188165664672852,0.7804163098335266,11.46066665649414,2.697413638483362,3.3573131929136304,3.0035630106897844,Success
0,5,10,linear,8,10,75,1,1,1,0.002,1.3718760013580322,0.7798660397529602,11.432243347167969,2.36696997072865,2.934778959802825,2.886438721913302,Success
0,5,11,linear,8,20,50,1,1,1,0.002,1.3794389963150024,0.7833749055862427,10.373692512512207,3.101065536471481,3.9452134971370003,2.980757565121415,Success
0,5,12,linear,8,20,75,1,1,1,0.002,1.4009770154953003,0.7860231399536133,10.898567199707031,2.7035249771604413,3.5071780655338225,2.7666245036852657,Success
0,5,13,linear,32,8,50,1,1,1,0.002,1.4005380868911743,0.7763733267784119,11.074294090270996,2.5897882521375513,3.3018164026087993,2.8503244324695562,Success
0,5,14,linear,32,8,75,1,1,1,0.002,1.3891713619232178,0.7770733833312988,11.187448501586914,2.610693083969346,3.310574796841856,2.830546353027146,Success
0,5,15,linear,32,10,50,1,1,1,0.002,1.4333031177520752,0.781003475189209,11.47737979888916,2.7116162324507758,3.333798223349865,3.0783298312470904,Success
0,5,16,linear,32,10,75,1,1,1,0.002,1.384669303894043,0.7804620862007141,11.445499420166016,2.367011520987712,2.945515907345741,2.853516319012649,Success
0,5,17,linear,32,20,50,1,1,1,0.002,1.3885223865509033,0.7847608923912048,10.455238342285156,3.0420078666543153,3.9258274777467475,2.914682619887167,Success
0,5,18,linear,32,20,75,1,1,1,0.002,1.4075795412063599,0.7870497107505798,10.973339080810547,2.714560262971023,3.520032199020656,2.7663327275604206,Success
0,5,19,log,4,8,50,1,1,1,0.002,1.3511252403259277,0.7712581753730774,9.923673629760742,2.650537085625082,3.4549580477791957,2.7602544741020827,Success
0,5,20,log,4,8,75,1,1,1,0.002,1.3389015197753906,0.772257924079895,10.038890838623047,2.534093884144309,3.34250678047243,2.6066926371879497,Success
0,5,21,log,4,10,50,1,1,1,0.002,1.400912880897522,0.775472104549408,11.064558982849121,2.5691672137744974,3.150005526098998,3.0339746697729817,Success
0,5,22,log,4,10,75,1,1,1,0.002,1.3561729192733765,0.7753957509994507,11.074588775634766,2.2799748678862777,2.8196426164767106,2.8415547218880226,Success
0,5,23,log,4,20,50,1,1,1,0.002,1.3710277080535889,0.7804962396621704,10.235212326049805,3.0123943300284646,3.8696824289945644,2.925624342999625,Success
0,5,24,log,4,20,75,1,1,1,0.002,1.3916631937026978,0.7835169434547424,10.727529525756836,2.5688696351311564,3.320260265304237,2.7476580846070235,Success
0,5,25,log,8,8,50,1,1,1,0.002,1.3332490921020508,0.77420973777771,9.965179443359375,2.836164300199964,3.5613358484807933,3.012284031992543,Success
0,5,26,log,8,8,75,1,1,1,0.002,1.3192219734191895,0.7752405405044556,10.00064754486084,2.666538696777768,3.4256599503803478,2.7865690253364335,Success
0,5,27,log,8,10,50,1,1,1,0.002,1.4074031114578247,0.779903769493103,11.18204116821289,2.7487066656464947,3.334215101706543,3.139459944912384,Success
0,5,28,log,8,10,75,1,1,1,0.002,1.362109661102295,0.78040611743927,11.122684478759766,2.47778843340981,3.0781763081393847,2.8912289847441364,Success
0,5,29,log,8,20,50,1,1,1,0.002,1.3803842067718506,0.7826974987983704,10.447007179260254,3.0122253634224543,3.9747733734100614,2.8312028055438705,Success
0,5,30,log,8,20,75,1,1,1,0.002,1.402020812034607,0.785370945930481,10.947774887084961,2.602185686461849,3.3721389186683264,2.7209670572568245,Success
0,5,31,log,32,8,50,1,1,1,0.002,1.27431058883667,0.7729047536849976,9.333120346069336,2.4831837591236976,3.522335667108352,2.396343050523153,Success
0,5,32,log,32,8,75,1,1,1,0.002,1.2647771835327148,0.7743275761604309,9.309581756591797,2.376576965893427,3.4703057637412633,2.2693172994153215,Success
0,5,33,log,32,10,50,1,1,1,0.002,1.3353585004806519,0.7777532339096069,10.36941909790039,2.4694708904005287,3.2478634685751477,2.6184209515105246,Success
0,5,34,log,32,10,75,1,1,1,0.002,1.296062707901001,0.7783872485160828,10.192693710327148,2.255583363901671,3.0741792185975396,2.42232519607587,Success
0,5,35,log,32,20,50,1,1,1,0.002,1.3188374042510986,0.7797008752822876,9.606697082519531,2.674542765744639,3.736296765841066,2.4499240455432068,Success
0,5,36,log,32,20,75,1,1,1,0.002,1.339021921157837,0.7830759286880493,10.101882934570312,2.468537303068952,3.4137482154060983,2.447512099959294,Success
0,5,37,mel,4,8,50,1,1,1,0.002,1.3932117223739624,0.7737076282501221,10.90867805480957,2.6638783758646696,3.352957515917846,2.9292539756896163,Success
0,5,38,mel,4,8,75,1,1,1,0.002,1.3826031684875488,0.7745773196220398,11.033469200134277,2.6001667910911865,3.2684402287728154,2.8282390121950063,Success
0,5,39,mel,4,10,50,1,1,1,0.002,1.4117705821990967,0.7790298461914062,11.388052940368652,2.7234642177148736,3.3553656972248063,3.068480459087479,Success
0,5,40,mel,4,10,75,1,1,1,0.002,1.3665249347686768,0.7786057591438293,11.368617057800293,2.387090902904448,2.945944362072651,2.9167535787226817,Success
0,5,41,mel,4,20,50,1,1,1,0.002,1.378814458847046,0.7822766900062561,10.370182991027832,3.1026307554836143,3.950557647279434,2.985531137795845,Success
0,5,42,mel,4,20,75,1,1,1,0.002,1.3985707759857178,0.7850218415260315,10.89421272277832,2.7150973610702245,3.488521616191965,2.8174367854887734,Success
0,5,43,mel,8,8,50,1,1,1,0.002,1.4179327487945557,0.773242712020874,10.244489669799805,2.552816086483852,3.2295060944679554,2.8369399803428714,Success
0,5,44,mel,8,8,75,1,1,1,0.002,1.4100914001464844,0.7741085290908813,10.442413330078125,2.4781819550239668,3.0865240742808675,2.832255453384723,Success
0,5,45,mel,8,10,50,1,1,1,0.002,1.4364030361175537,0.7796995043754578,11.072141647338867,2.6434006450481298,3.238081925922167,3.0743839629443768,Success
0,5,46,mel,8,10,75,1,1,1,0.002,1.3914220333099365,0.7797723412513733,11.12520980834961,2.268662274503007,2.7392319698338663,2.944785479528949,Success
0,5,47,mel,8,20,50,1,1,1,0.002,1.3853846788406372,0.7821233868598938,10.213704109191895,2.9266920996483714,3.8725900642512356,2.775879597003971,Success
0,5,48,mel,8,20,75,1,1,1,0.002,1.4070076942443848,0.7850719690322876,10.730566024780273,2.5764955426819136,3.365953489114258,2.6969430078499568,Success
0,5,49,mel,32,8,50,1,1,1,0.002,1.3710689544677734,0.7742782235145569,10.501128196716309,2.577044234118881,3.470097211624592,2.6149213587707965,Success
0,5,50,mel,32,8,75,1,1,1,0.002,1.365384578704834,0.7755639553070068,10.579172134399414,2.450602209651767,3.400993492198467,2.445546668439507,Success
0,5,51,mel,32,10,50,1,1,1,0.002,1.4054336547851562,0.7787128686904907,10.800527572631836,2.43505157020595,3.0273245205622996,2.869832780092799,Success
0,5,52,mel,32,10,75,1,1,1,0.002,1.3622905015945435,0.7787962555885315,10.811485290527344,2.2487166829459992,2.9564968319211573,2.554559949543258,Success
0,5,53,mel,32,20,50,1,1,1,0.002,1.3690006732940674,0.7819697260856628,9.963387489318848,2.7841214495845246,3.762709411235933,2.5839951284707916,Success
0,5,54,mel,32,20,75,1,1,1,0.002,1.3925305604934692,0.7844349145889282,10.4689359664917,2.600805219916992,3.351742512439517,2.7451235620481165,Success
0,10,1,linear,4,8,50,1,1,1,0.002,1.6655972003936768,0.8120219111442566,12.87014102935791,2.787070051669922,3.5304254629675476,2.9893996327132535,Success
0,10,2,linear,4,8,75,1,1,1,0.002,1.5952526330947876,0.8155058026313782,14.172810554504395,2.636947699879405,3.2035688961004434,3.116391411210041,Success
0,10,3,linear,4,10,50,1,1,1,0.002,1.7374882698059082,0.8174901604652405,13.506049156188965,2.774978410377215,3.371981072173937,3.1685825967563166,Success
0,10,4,linear,4,10,75,1,1,1,0.002,1.7479400634765625,0.8180577754974365,13.87924575805664,2.5934356048656975,3.0440135710873912,3.217835017700146,Success
0,10,5,linear,4,20,50,1,1,1,0.002,1.6555306911468506,0.8322080373764038,14.27298641204834,3.2200821189932856,3.871247200826842,3.434785131633017,Success
0,10,6,linear,4,20,75,1,1,1,0.002,1.6839592456817627,0.8346637487411499,15.492247581481934,2.8523394332996395,3.3995814890244866,3.356951153062549,Success
0,10,7,linear,8,8,50,1,1,1,0.002,1.6694939136505127,0.8123446106910706,12.84755802154541,2.7607750650577456,3.504541278237901,2.977097068773309,Success
0,10,8,linear,8,8,75,1,1,1,0.002,1.612616777420044,0.8161447048187256,14.161584854125977,2.63165695145319,3.215344833222789,3.0854962176348835,Success
0,10,9,linear,8,10,50,1,1,1,0.002,1.74061918258667,0.8175551891326904,13.43205451965332,2.7687735650758634,3.394934689358696,3.129561626617457,Success
0,10,10,linear,8,10,75,1,1,1,0.002,1.751953363418579,0.8182833194732666,13.800629615783691,2.587942484768948,3.048573105529864,3.1978902633641897,Success
0,10,11,linear,8,20,50,1,1,1,0.002,1.670529842376709,0.8331922292709351,14.299221992492676,3.259533549783091,3.9069891047403034,3.4560115165334517,Success
0,10,12,linear,8,20,75,1,1,1,0.002,1.7004648447036743,0.8356042504310608,15.520757675170898,2.8437846849423543,3.388282492401698,3.3444059607024825,Success
0,10,13,linear,32,8,50,1,1,1,0.002,1.6715943813323975,0.8127634525299072,12.839876174926758,2.814392086717735,3.577811535986879,3.007706881577401,Success
0,10,14,linear,32,8,75,1,1,1,0.002,1.6408884525299072,0.817768931388855,14.177488327026367,2.653418459159048,3.2403220415313645,3.0980882625137367,Success
0,10,15,linear,32,10,50,1,1,1,0.002,1.7395756244659424,0.8181631565093994,13.608882904052734,2.773399782680967,3.418574401571103,3.129088922977853,Success
0,10,16,linear,32,10,75,1,1,1,0.002,1.7491979598999023,0.8186838626861572,13.973431587219238,2.5319922620150908,3.006516665316884,3.1213205602255414,Success
0,10,17,linear,32,20,50,1,1,1,0.002,1.6996433734893799,0.8351430296897888,14.32178020477295,3.160186682198284,3.7907676144876956,3.421925122507521,Success
0,10,18,linear,32,20,75,1,1,1,0.002,1.7358582019805908,0.8379372358322144,15.586009979248047,2.8461612773941174,3.411697749645248,3.3302260029924606,Success
0,10,19,log,4,8,50,1,1,1,0.002,1.608214259147644,0.8063511848449707,11.393437385559082,2.6275292467218585,3.4709452211562613,2.7463210074997195,Success
0,10,20,log,4,8,75,1,1,1,0.002,1.557992935180664,0.8123778104782104,12.447861671447754,2.5183481223285855,3.175890111274962,2.9103764113139183,Success
0,10,21,log,4,10,50,1,1,1,0.002,1.7148445844650269,0.8146564364433289,12.801029205322266,2.7612256747620765,3.4250185264712565,3.0793858808393972,Success
0,10,22,log,4,10,75,1,1,1,0.002,1.725243330001831,0.8160091042518616,13.174735069274902,2.5847072707057097,3.097430841905004,3.152937858855964,Success
0,10,23,log,4,20,50,1,1,1,0.002,1.6437156200408936,0.8308333158493042,14.057329177856445,3.153601805977008,3.77436627185971,3.460526696181295,Success
0,10,24,log,4,20,75,1,1,1,0.002,1.6710929870605469,0.8337994813919067,15.137948989868164,2.7918896517866263,3.3230558132421497,3.3233509223677697,Success
0,10,25,log,8,8,50,1,1,1,0.002,1.5961822271347046,0.8123614192008972,11.5637788772583,2.7896536950854682,3.606986540394824,2.906781617939876,Success
0,10,26,log,8,8,75,1,1,1,0.002,1.5425615310668945,0.8170191049575806,12.481011390686035,2.511909727841826,3.09257784486006,2.9994025145081893,Success
0,10,27,log,8,10,50,1,1,1,0.002,1.7143350839614868,0.81913161277771,13.327040672302246,2.703841808191548,3.4090211079239974,2.9906531151431226,Success
0,10,28,log,8,10,75,1,1,1,0.002,1.7229068279266357,0.8199653625488281,13.712163925170898,2.5929818982798514,3.147154410635074,3.09590795964912,Success
0,10,29,log,8,20,50,1,1,1,0.002,1.6656323671340942,0.8327624797821045,14.069259643554688,3.0704593690777244,3.712982523792699,3.3863390789791006,Success
0,10,30,log,8,20,75,1,1,1,0.002,1.7028172016143799,0.8368015885353088,15.246231079101562,2.710741904071759,3.244087051472092,3.264680698108781,Success
0,10,31,log,32,8,50,1,1,1,0.002,1.5132997035980225,0.8080785274505615,10.196824073791504,2.5058122276728803,3.335473826997615,2.6792578090845716,Success
0,10,32,log,32,8,75,1,1,1,0.002,1.473774790763855,0.8141553401947021,11.21965503692627,2.3538334446814937,3.0732661293414716,2.695040809734676,Success
0,10,33,log,32,10,50,1,1,1,0.002,1.6256428956985474,0.8144145011901855,12.022197723388672,2.5614813146151554,3.3057454096407652,2.807914451475394,Success
0,10,34,log,32,10,75,1,1,1,0.002,1.647882342338562,0.8165302872657776,12.415474891662598,2.584815651228769,3.3478792536306323,2.7807387129727377,Success
0,10,35,log,32,20,50,1,1,1,0.002,1.6278427839279175,0.8313937187194824,13.133832931518555,2.937719540178938,3.587101272522891,3.2915419455706956,Success
0,10,36,log,32,20,75,1,1,1,0.002,1.6568145751953125,0.8353158235549927,14.126859664916992,2.5905622449950125,3.1354821970293436,3.1592485296707347,Success
0,10,37,mel,4,8,50,1,1,1,0.002,1.6686745882034302,0.8106210231781006,12.542858123779297,2.744336923975117,3.479253065874962,2.971257405420065,Success
0,10,38,mel,4,8,75,1,1,1,0.002,1.6069048643112183,0.814068615436554,13.809027671813965,2.648890333606535,3.2308085834982063,3.086899254271516,Success
0,10,39,mel,4,10,50,1,1,1,0.002,1.7366493940353394,0.8164480328559875,13.348285675048828,2.8299546939117732,3.4473679805457493,3.1715886384513845,Success
0,10,40,mel,4,10,75,1,1,1,0.002,1.7472262382507324,0.8172472715377808,13.71986198425293,2.6118003483149725,3.078851889713689,3.211709836203919,Success
0,10,41,mel,4,20,50,1,1,1,0.002,1.6627469062805176,0.8321523070335388,14.258713722229004,3.2319415458650065,3.8509547952133607,3.4936654043659674,Success
0,10,42,mel,4,20,75,1,1,1,0.002,1.6914119720458984,0.8347547054290771,15.471406936645508,2.8662842283560392,3.4080570830660277,3.3839819981900767,Success
0,10,43,mel,8,8,50,1,1,1,0.002,1.674839973449707,0.8071269989013672,11.517363548278809,2.498103106916158,3.027775693945659,3.007387672370232,Success
0,10,44,mel,8,8,75,1,1,1,0.002,1.6490087509155273,0.8138288855552673,12.687722206115723,2.5674249178947304,3.086372357340878,3.099337219283618,Success
0,10,45,mel,8,10,50,1,1,1,0.002,1.7335238456726074,0.8148053884506226,12.640389442443848,2.6677633274786428,3.147610839837647,3.2571313210831057,Success
0,10,46,mel,8,10,75,1,1,1,0.002,1.7545925378799438,0.8167063593864441,13.005918502807617,2.462770261627303,2.9030487393273234,3.095597334388855,Success
0,10,47,mel,8,20,50,1,1,1,0.002,1.687605619430542,0.8336519002914429,14.014165878295898,3.1866076983798375,3.8089841544099334,3.4374361537275564,Success
0,10,48,mel,8,20,75,1,1,1,0.002,1.7205311059951782,0.8361119031906128,15.149474143981934,2.7933393957613926,3.331230558798425,3.309795699750283,Success
0,10,49,mel,32,8,50,1,1,1,0.002,1.6168932914733887,0.808770477771759,12.231986999511719,2.5220878569411873,3.134513496821726,2.9471677419405995,Success
0,10,50,mel,32,8,75,1,1,1,0.002,1.6001715660095215,0.8154867887496948,13.182750701904297,2.5224781449598774,3.0081561139252977,3.1351165294712646,Success
0,10,51,mel,32,10,50,1,1,1,0.002,1.703380823135376,0.8151445984840393,12.632599830627441,2.5642548610467863,3.2097934554415923,2.954969547574554,Success
0,10,52,mel,32,10,75,1,1,1,0.002,1.7259845733642578,0.8163380026817322,13.10707950592041,2.422594369705017,2.896448466292592,3.0102611255917386,Success
0,10,53,mel,32,20,50,1,1,1,0.002,1.670238971710205,0.830635130405426,13.295564651489258,2.9641735522552835,3.545564859165878,3.384821867941605,Success
0,10,54,mel,32,20,75,1,1,1,0.002,1.7106354236602783,0.8346371650695801,14.394760131835938,2.665119247561589,3.124969758860678,3.355243794180205,Success
0,15,1,linear,4,8,50,1,1,1,0.002,1.898618221282959,0.8532848954200745,17.264097213745117,3.0178890656157784,3.7640368675851463,3.1782717680416503,Success
0,15,2,linear,4,8,75,1,1,1,0.002,1.8955273628234863,0.8563758730888367,17.957908630371094,2.88437757733598,3.634600537307588,3.0476440515334873,Success
0,15,3,linear,4,10,50,1,1,1,0.002,1.987661361694336,0.8647506833076477,17.434675216674805,3.0437288520517636,3.7763863690886894,3.242567811500028,Success
0,15,4,linear,4,10,75,1,1,1,0.002,1.965148687362671,0.8653203248977661,18.214202880859375,3.0699372399248053,3.7703912277976204,3.3175913780051487,Success
0,15,5,linear,4,20,50,1,1,1,0.002,2.0373611450195312,0.8654438853263855,15.919336318969727,3.478889201513765,4.307186185367121,3.3835293293728697,Success
0,15,6,linear,4,20,75,1,1,1,0.002,2.1502254009246826,0.8681259751319885,17.971864700317383,3.0710341269756856,3.821733317867905,3.2256591209081953,Success
0,15,7,linear,8,8,50,1,1,1,0.002,1.9158706665039062,0.8537340760231018,17.229572296142578,3.0287865846712387,3.7919416687257885,3.164983640283595,Success
0,15,8,linear,8,8,75,1,1,1,0.002,1.9123599529266357,0.8565083742141724,17.92066192626953,2.887743315915993,3.6383904430217604,3.049219844782244,Success
0,15,9,linear,8,10,50,1,1,1,0.002,2.0063228607177734,0.8656190633773804,17.45498275756836,3.121382880293257,3.841426901513688,3.314621955107114,Success
0,15,10,linear,8,10,75,1,1,1,0.002,1.985071063041687,0.8660342693328857,18.2390193939209,3.0723433489870864,3.7688837126952524,3.3244745364225397,Success
0,15,11,linear,8,20,50,1,1,1,0.002,2.04201078414917,0.865653395652771,15.916461944580078,3.4756326496627965,4.308748666849913,3.376097211615686,Success
0,15,12,linear,8,20,75,1,1,1,0.002,2.1602678298950195,0.8685718178749084,17.96613311767578,3.103765762821405,3.87041357748425,3.2298563833165335,Success
