Test_ID,SNR_dB,Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Averaging,Noisefr,VAD,Floor,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,DNSMOS_mos_sig,DNSMOS_mos_bak,Status
0,0,1,linear,4,8,50,1,1,1,0.002,1.2516330480575562,0.6570801138877869,3.878726005554199,2.609079330719814,3.720884823459437,2.501772954240176,Success
0,0,2,linear,4,8,75,1,1,1,0.002,1.254227876663208,0.6614250540733337,3.9680492877960205,2.5380566048286064,3.669285584051011,2.439332717172946,Success
0,0,3,linear,4,20,50,1,1,1,0.002,1.2190860509872437,0.6713706254959106,4.981025218963623,2.4559680539316204,3.3878319809379507,2.5877028237901682,Success
0,0,4,linear,4,20,75,1,1,1,0.002,1.2381294965744019,0.6717666387557983,5.33860969543457,2.1048953110867274,2.7371303231889006,2.775854391851801,Success
0,0,5,linear,8,8,50,1,1,1,0.002,1.252091646194458,0.6578470468521118,3.8750572204589844,2.664956223313105,3.7980344668226875,2.514834339320955,Success
0,0,6,linear,8,8,75,1,1,1,0.002,1.2549595832824707,0.6620469093322754,3.9651570320129395,2.568758397853883,3.6989186376186987,2.4604034791822764,Success
0,0,7,linear,8,20,50,1,1,1,0.002,1.219835638999939,0.6710821390151978,4.980130672454834,2.4816266151337625,3.4272975034568094,2.581898405478181,Success
0,0,8,linear,8,20,75,1,1,1,0.002,1.2393276691436768,0.6718722581863403,5.341930866241455,2.10523035234079,2.7408265215980485,2.768090397774421,Success
0,0,9,linear,16,8,50,1,1,1,0.002,1.2548668384552002,0.6589304208755493,3.874088764190674,2.6245338065843975,3.743510489346963,2.510479308346945,Success
0,0,10,linear,16,8,75,1,1,1,0.002,1.257014513015747,0.6635136604309082,3.9608585834503174,2.5710227683496916,3.7145629247796683,2.443397007297673,Success
0,0,11,linear,16,20,50,1,1,1,0.002,1.2235803604125977,0.6709951758384705,4.977599620819092,2.4188048724861253,3.399738253458107,2.51186464566718,Success
0,0,12,linear,16,20,75,1,1,1,0.002,1.2430119514465332,0.6719537973403931,5.335323810577393,2.0920176114512254,2.7653673038291133,2.723453895742787,Success
0,0,13,log,4,8,50,1,1,1,0.002,1.224926233291626,0.6531810164451599,3.8054099082946777,2.561068773710694,3.671071829336927,2.4803028291179823,Success
0,0,14,log,4,8,75,1,1,1,0.002,1.2225804328918457,0.6565545201301575,3.8866896629333496,2.358316969500372,3.436097967593566,2.398202490814456,Success
0,0,15,log,4,20,50,1,1,1,0.002,1.2023491859436035,0.6656762957572937,4.9959282875061035,2.459557441423133,3.3713372326733038,2.64630415145509,Success
0,0,16,log,4,20,75,1,1,1,0.002,1.2199366092681885,0.6676750183105469,5.306422710418701,2.0514590850979073,2.7056841304781627,2.740170956019188,Success
0,0,17,log,8,8,50,1,1,1,0.002,1.2177332639694214,0.655872106552124,4.083822250366211,2.6053925557520414,3.7677770978107636,2.4958685894446666,Success
0,0,18,log,8,8,75,1,1,1,0.002,1.2135860919952393,0.6584623456001282,4.133995056152344,2.404342698106,3.561068891974916,2.3871103834906395,Success
0,0,19,log,8,20,50,1,1,1,0.002,1.210892677307129,0.6667577028274536,4.959776878356934,2.412751431068547,3.3640389276787905,2.592456458215266,Success
0,0,20,log,8,20,75,1,1,1,0.002,1.2272385358810425,0.6702485680580139,5.4183030128479,2.148484972570191,2.912529922927387,2.659480189806267,Success
0,0,21,log,16,8,50,1,1,1,0.002,1.2209415435791016,0.6575204730033875,4.202211380004883,2.584208115290924,3.7540916831466347,2.4738501566000344,Success
0,0,22,log,16,8,75,1,1,1,0.002,1.2176934480667114,0.6613723039627075,4.262044429779053,2.3780459311284656,3.519860765477523,2.365277685734916,Success
0,0,23,log,16,20,50,1,1,1,0.002,1.2030282020568848,0.6679866909980774,4.798763275146484,2.39015978540975,3.3065650612508444,2.6139180020488912,Success
0,0,24,log,16,20,75,1,1,1,0.002,1.213592529296875,0.6705663204193115,4.904868125915527,2.1707777787371443,2.898399198155478,2.695925018064436,Success
0,0,25,mel,4,8,50,1,1,1,0.002,1.254359245300293,0.6565344333648682,3.8844799995422363,2.609724097619952,3.7240866916150352,2.4875668911762117,Success
0,0,26,mel,4,8,75,1,1,1,0.002,1.2565312385559082,0.6605761051177979,3.9760780334472656,2.5333300808947947,3.6809072934108116,2.4301267149850685,Success
