Test_ID,SNR_dB,Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Averaging,Noisefr,VAD,Floor,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,DNSMOS_mos_sig,DNSMOS_mos_bak,Status,PESQ_normalized,Weighted_Score
0,15,141,linear,6,20,75,0,1,1,0.01,2.2106475830078125,0.9304466247558594,14.79079246520996,2.2608129618534,3.95656068771806,1.8749216134130908,Success,0.5421295166015625,0.7362880706787109
