Parameter,Value,PESQ_mean,PESQ_std,STOI_mean,STOI_std,SI_SDR_mean,SI_SDR_std,DNSMOS_mean,DNSMOS_std,Weighted_mean,Weighted_std,Count
Freq_spacing,mel,1.7413604776947587,0.2892835698327422,0.7608589390472129,0.04020812684680619,11.099793593088785,1.5030385363769252,3.5155676201382042,0.409951126496382,0.6045655172930824,0.04782271296012186,675
Freq_spacing,log,1.747769754551075,0.29033762806456515,0.7605890863030045,0.0406089333073605,11.073761397467718,1.5069492773060587,3.5179367156349906,0.41956756316690014,0.6050715186066098,0.04814303715879238,675
Freq_spacing,linear,1.7415607069156789,0.28910414602570483,0.7607485495673285,0.04016872399707758,11.101908439353661,1.5023037641145085,3.515457777183757,0.40989541442248595,0.6045303454752322,0.0477923345844431,675
Nband,8,1.7418485254711575,0.29272293398907073,0.760031299855974,0.04076469396359883,11.079919903366655,1.5031371663565176,3.524015926356562,0.4129932309742017,0.6042005024751028,0.04847848017014406,675
Nband,16,1.7440883346840188,0.28760098142458573,0.7615093095214278,0.04017887890750871,11.094745029873318,1.5095827846804264,3.5054708717323324,0.4164800831312632,0.6051634882291158,0.047721742272336484,675
Nband,4,1.7447540790063363,0.2884147087425437,0.7606559655401441,0.04002670349994618,11.100798496670194,1.499645662944387,3.519475314868057,0.4097667792802028,0.6048033906707057,0.04755052972159033,675
FRMSZ_ms,20,1.7519496781737716,0.28828726863236576,0.7613129335862618,0.04029698514082384,10.964494079307274,1.4484810334535203,3.568807605511786,0.42616134198084266,0.6058514346105082,0.0477522142793571,675
FRMSZ_ms,25,1.7194837118078161,0.2804535262163086,0.7589390964861269,0.041052010833741326,10.567390521720604,1.5788006199427094,3.598333418511357,0.3845992799321596,0.601417919423845,0.04731315976381805,675
FRMSZ_ms,8,1.759257549179925,0.2982066375940923,0.7619445448451572,0.039562581748497555,11.743578828882288,1.216400824845719,3.3818210889338083,0.3936660224099885,0.6068980273405711,0.0485107510122343,675
OVLP,75,1.803610649285493,0.31139899530059334,0.7636425617889122,0.040641068839701,11.958899202700014,1.2547814026012738,3.400079733903739,0.38576278137632786,0.6121823458230053,0.05034652518874021,675
OVLP,25,1.657022233362551,0.23582846740267369,0.7563546158649304,0.03989342557205874,10.011968942571569,1.32746190577871,3.581763634119039,0.4099931025733736,0.5938795312687203,0.04258736526987075,675
OVLP,50,1.7700580565134685,0.295279206803562,0.7621993972637036,0.04007904680646624,11.304595284638582,1.2184857753275946,3.5671187449341732,0.4180937298599236,0.6081055042831987,0.04853514757151706,675
Floor,0.7,1.7644555539260676,0.2898468563153609,0.763860575210901,0.03997823761291905,11.229537597703345,1.5199640236896155,3.502544597966385,0.41164001396110134,0.6083758429980572,0.04781633409147048,405
Floor,0.3,1.7423697074254354,0.29079822211120654,0.7601772842583833,0.041175549579786044,11.064977972007092,1.4866373923590535,3.5412322457244096,0.4095305327740992,0.6043256128717353,0.048491529339449335,405
Floor,0.5,1.7517894886158132,0.28720612824548736,0.7622405140488236,0.03953854572663171,11.168720125269006,1.4580381797677042,3.5284639372828943,0.414219602516275,0.6062992058859932,0.0472041562186211,405
Floor,0.8,1.7607224490907458,0.283507729005479,0.7634323380611561,0.03919455266716268,11.265698912114273,1.4640937231277233,3.5016678735471123,0.3888397009183503,0.6077884139396527,0.046812703719496564,405
Floor,0.001,1.6984810328777926,0.2923208305262204,0.7539502466166461,0.04100336502686514,10.730171109423225,1.5318845213326076,3.5076948670741177,0.43952608508772867,0.5968232265961023,0.04845232890071178,405
Noisefr,1,1.7435636463871709,0.2894478193049768,0.760732191639182,0.04030930702420478,11.091821143303388,1.5034097707734886,3.516320704318984,0.4129604514958274,0.604722460458308,0.04789658106573905,2025
