SNR_dB,Best_Config,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,PESQ_Score,PESQ,STOI,SI_SDR,DNSMOS
0,mband_log_N16_F8_O75_FL0p8,log,16,8,75,0.8,1,1.5900228023529053,1.5900228023529053,0.7362779974937439,9.497971534729004,2.7474628776493266
