Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,Objective_Score,Subjective_Score,Balanced_Score,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr
mband_mel_N4_F20_O50_FL0p001,mel,4,20,50,0.001,1,0.5363,0.5561,0.5462,1.6544,0.7248,8.1023,2.7804
mband_mel_N4_F20_O50_FL0p02,mel,4,20,50,0.02,1,0.5328,0.5538,0.5433,1.615,0.7294,8.07,2.769
mband_mel_N4_F20_O50_FL0p2,mel,4,20,50,0.2,1,0.5161,0.5768,0.5465,1.4993,0.7288,7.276,2.8839
mband_mel_N4_F20_O75_FL0p001,mel,4,20,75,0.001,1,0.5347,0.4962,0.5155,1.6344,0.7221,8.5988,2.481
mband_mel_N4_F20_O75_FL0p02,mel,4,20,75,0.02,1,0.5338,0.5154,0.5246,1.6218,0.7246,8.5437,2.5768
mband_mel_N4_F20_O75_FL0p2,mel,4,20,75,0.2,1,0.5196,0.548,0.5338,1.5105,0.7306,7.7574,2.7402
mband_mel_N4_F25_O25_FL0p001,mel,4,25,25,0.001,1,0.5092,0.5863,0.5478,1.4971,0.7148,6.5328,2.9317
mband_mel_N4_F25_O25_FL0p02,mel,4,25,25,0.02,1,0.5076,0.5846,0.5461,1.493,0.7135,6.3232,2.9231
mband_mel_N4_F25_O25_FL0p2,mel,4,25,25,0.2,1,0.4949,0.5847,0.5398,1.3926,0.7209,5.4667,2.9233
mband_mel_N4_F25_O50_FL0p001,mel,4,25,50,0.001,1,0.5341,0.5756,0.5548,1.6461,0.7229,7.8947,2.8781
mband_mel_N4_F25_O50_FL0p02,mel,4,25,50,0.02,1,0.5325,0.5778,0.5552,1.6281,0.724,7.9844,2.889
mband_mel_N4_F25_O50_FL0p2,mel,4,25,50,0.2,1,0.5135,0.5915,0.5525,1.4901,0.7289,6.7968,2.9577
mband_mel_N4_F25_O75_FL0p001,mel,4,25,75,0.001,1,0.5395,0.5295,0.5345,1.6718,0.7237,8.5461,2.6475
mband_mel_N4_F25_O75_FL0p02,mel,4,25,75,0.02,1,0.5382,0.5423,0.5403,1.6522,0.7267,8.5807,2.7117
mband_mel_N4_F25_O75_FL0p2,mel,4,25,75,0.2,1,0.5186,0.5689,0.5437,1.5016,0.7322,7.6246,2.8445
mband_mel_N4_F8_O25_FL0p001,mel,4,8,25,0.001,1,0.5088,0.5263,0.5176,1.4882,0.708,7.3558,2.6314
mband_mel_N4_F8_O25_FL0p02,mel,4,8,25,0.02,1,0.5098,0.5185,0.5142,1.4829,0.7147,7.2352,2.5926
mband_mel_N4_F8_O25_FL0p2,mel,4,8,25,0.2,1,0.5054,0.5613,0.5334,1.4334,0.7237,6.8994,2.8063
mband_mel_N4_F8_O50_FL0p001,mel,4,8,50,0.001,1,0.5233,0.4837,0.5035,1.5795,0.7111,8.1292,2.4185
mband_mel_N4_F8_O50_FL0p02,mel,4,8,50,0.02,1,0.5225,0.5048,0.5137,1.5645,0.7149,8.0871,2.5241
mband_mel_N4_F8_O50_FL0p2,mel,4,8,50,0.2,1,0.5129,0.5432,0.528,1.4723,0.7266,7.4707,2.7158
mband_mel_N4_F8_O75_FL0p001,mel,4,8,75,0.001,1,0.5209,0.4928,0.5068,1.5718,0.7119,7.6032,2.4639
mband_mel_N4_F8_O75_FL0p02,mel,4,8,75,0.02,1,0.5199,0.4977,0.5088,1.55,0.7152,7.8076,2.4887
mband_mel_N4_F8_O75_FL0p2,mel,4,8,75,0.2,1,0.511,0.5227,0.5169,1.461,0.7259,7.3804,2.6136
mband_mel_N8_F20_O25_FL0p001,mel,8,20,25,0.001,1,0.521,0.5646,0.5428,1.5727,0.7173,7.1172,2.8229
mband_mel_N8_F20_O25_FL0p02,mel,8,20,25,0.02,1,0.5189,0.5687,0.5438,1.5639,0.7164,6.8868,2.8437
mband_mel_N8_F20_O25_FL0p2,mel,8,20,25,0.2,1,0.5039,0.5944,0.5492,1.4361,0.7253,6.1977,2.972
mband_mel_N8_F20_O50_FL0p001,mel,8,20,50,0.001,1,0.539,0.5583,0.5487,1.6747,0.7232,8.3344,2.7917
mband_mel_N8_F20_O50_FL0p02,mel,8,20,50,0.02,1,0.5361,0.5551,0.5456,1.6506,0.7244,8.2139,2.7753
mband_mel_N8_F20_O50_FL0p2,mel,8,20,50,0.2,1,0.5163,0.58,0.5481,1.5007,0.7282,7.3279,2.9
mband_mel_N8_F20_O75_FL0p001,mel,8,20,75,0.001,1,0.5407,0.5238,0.5322,1.681,0.7217,8.7358,2.619
mband_mel_N8_F20_O75_FL0p02,mel,8,20,75,0.02,1,0.538,0.5099,0.5239,1.6524,0.7237,8.7668,2.5496
mband_mel_N8_F20_O75_FL0p2,mel,8,20,75,0.2,1,0.5203,0.5545,0.5374,1.5114,0.7317,7.8313,2.7724
mband_mel_N8_F25_O25_FL0p001,mel,8,25,25,0.001,1,0.5119,0.5743,0.5431,1.5214,0.7139,6.5671,2.8715
mband_mel_N8_F25_O25_FL0p02,mel,8,25,25,0.02,1,0.5113,0.5701,0.5407,1.5134,0.7144,6.6019,2.8503
mband_mel_N8_F25_O25_FL0p2,mel,8,25,25,0.2,1,0.4942,0.5828,0.5385,1.3889,0.7184,5.5915,2.9142
mband_mel_N8_F25_O50_FL0p001,mel,8,25,50,0.001,1,0.5389,0.5715,0.5552,1.69,0.7202,8.0204,2.8573
mband_mel_N8_F25_O50_FL0p02,mel,8,25,50,0.02,1,0.5366,0.5868,0.5617,1.6482,0.7263,8.2582,2.9338
mband_mel_N8_F25_O50_FL0p2,mel,8,25,50,0.2,1,0.513,0.5951,0.5541,1.4769,0.7287,7.1519,2.9755
mband_mel_N8_F25_O75_FL0p001,mel,8,25,75,0.001,1,0.5431,0.5251,0.5341,1.6959,0.7235,8.7644,2.6253
mband_mel_N8_F25_O75_FL0p02,mel,8,25,75,0.02,1,0.5387,0.5223,0.5305,1.6561,0.7257,8.6722,2.6116
mband_mel_N8_F25_O75_FL0p2,mel,8,25,75,0.2,1,0.5189,0.5657,0.5423,1.5135,0.7263,7.8224,2.8287
mband_mel_N8_F8_O25_FL0p001,mel,8,8,25,0.001,1,0.5124,0.4959,0.5042,1.5064,0.7118,7.4442,2.4794
mband_mel_N8_F8_O25_FL0p02,mel,8,8,25,0.02,1,0.5072,0.5028,0.505,1.4799,0.7079,7.1715,2.5139
mband_mel_N8_F8_O25_FL0p2,mel,8,8,25,0.2,1,0.5049,0.5601,0.5325,1.4259,0.7238,6.9903,2.8005
mband_mel_N8_F8_O50_FL0p001,mel,8,8,50,0.001,1,0.5218,0.4742,0.498,1.5716,0.712,7.8893,2.3708
mband_mel_N8_F8_O50_FL0p02,mel,8,8,50,0.02,1,0.5246,0.5039,0.5143,1.5864,0.7153,7.8957,2.5195
mband_mel_N8_F8_O50_FL0p2,mel,8,8,50,0.2,1,0.511,0.5521,0.5316,1.4687,0.7241,7.2641,2.7605
mband_mel_N8_F8_O75_FL0p001,mel,8,8,75,0.001,1,0.5197,0.4842,0.5019,1.5552,0.7119,7.8477,2.4209
mband_mel_N8_F8_O75_FL0p02,mel,8,8,75,0.02,1,0.5207,0.4856,0.5031,1.5438,0.7176,8.04,2.428
mband_mel_N8_F8_O75_FL0p2,mel,8,8,75,0.2,1,0.5122,0.529,0.5206,1.4749,0.7253,7.3013,2.6452
