Config_ID,Mode,Status,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,SNR_dB,Noise_Category,clean_file,enhanced_file,PESQ,STOI,SI_SDR,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr,sampling_rate,source_file
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,10,Babble,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR10dB,1.913877964019776,0.7646081447601318,13.259047508239746,3.333036422729492,4.0338767197827545,4.136146399877347,3.49857394834632,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR10dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,10,Street,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Street_Noise_downtown_SNR10dB,2.1568331718444824,0.8153895735740662,14.587488174438477,3.456820011138916,4.552925901492041,4.647614132716626,4.235413516656712,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Street_Noise_downtown_SNR10dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,10,Stationary,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR10dB,2.680386066436768,0.846841037273407,14.387582778930664,3.731590032577514,4.578598860592503,4.741933602868715,4.297890755884066,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR10dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,5,Babble,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR5dB,1.528963565826416,0.7210491299629211,9.84445858001709,3.4085967540740967,3.9216017691496328,3.373021148605936,3.1593273353756914,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR5dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,5,Street,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Street_Noise_downtown_SNR5dB,1.6979005336761477,0.7778670787811279,11.578017234802246,3.250744342803955,4.21753547211579,4.566010175431553,3.86778820074374,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Street_Noise_downtown_SNR5dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,5,Stationary,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR5dB,2.3355653285980225,0.8194336295127869,12.74000358581543,3.783455848693848,4.35374473938345,4.687971213730776,4.067032400482114,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR5dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,15,Street,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Street_Noise_downtown_SNR15dB,2.471677541732788,0.8298980593681335,16.199872970581055,3.569803237915039,4.497342579118633,4.702095982086799,4.209621946340285,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Street_Noise_downtown_SNR15dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,15,Babble,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR15dB,2.360894203186035,0.8130666613578796,15.73194694519043,3.5182347297668457,4.47515662889715,4.46701950292745,4.063724514463916,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR15dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,15,Stationary,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR15dB,3.0075907707214355,0.872742235660553,16.585857391357422,3.709884166717529,4.552951001165857,4.5504987318574885,4.18914281807244,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR15dB_CLN-p092_emo_contentment_sentences.csv
mband_linear_N8_F20_O50_FL0p6,hybrid,Success,linear,8,20,50,0.6,1,0,Babble,p092_emo_contentment_sentences,GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR0dB,1.275668740272522,0.6348355412483215,4.916649341583252,3.0834736824035645,3.0044161531676656,2.6677444925346405,2.1787008205746754,16000,mband_linear_N8_F20_O50_FL0p6_metrics.csv_ENH-GTCRN+SS_mband_linear_N8_F20_O50_FL0p6_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR0dB_CLN-p092_emo_contentment_sentences.csv
