Config_ID,Mode,Status,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,SNR_dB,Noise_Category,clean_file,enhanced_file,PESQ,STOI,SI_SDR,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr,sampling_rate,source_file,PESQ_normalized,Weighted_Score
mband_mel_N4_F8_O75_FL0p8,hybrid,Success,mel,4,8,75,0.8,1,10,Stationary,p092_emo_contentment_sentences,GTCRN+SS_mband_mel_N4_F8_O75_FL0p8_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR10dB,2.8241045475006104,0.859091579914093,15.488109588623049,3.7012338638305664,4.4215571363289605,4.652510287195206,4.10027225007433,16000,mband_mel_N4_F8_O75_FL0p8_metrics.csv_ENH-GTCRN+SS_mband_mel_N4_F8_O75_FL0p8_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR10dB_CLN-p092_emo_contentment_sentences.csv,0.6648209095001221,0.7619562447071075
