Parameter,Value,PESQ_mean,PESQ_std,STOI_mean,STOI_std,SI_SDR_mean,SI_SDR_std,DNSMOS_mean,DNSMOS_std,Weighted_mean,Weighted_std,Count
Freq_spacing,mel,2.0628727792810513,0.2992879974888138,0.8008218309614393,0.028265266249176118,13.681535790054886,1.689953097606865,3.82490625386326,0.29635266441273067,0.6566981934088247,0.042973244360494794,675
Freq_spacing,log,2.0644860076904297,0.3005525110816777,0.8013920844042742,0.027998479716969484,13.582571381462945,1.7046677979056897,3.818537273694661,0.30060905347901096,0.6571446429711801,0.043047801042301305,675
Freq_spacing,linear,2.063142221592091,0.2989188483611593,0.8006886547583121,0.02825049114091677,13.685176415620028,1.6900239836973638,3.82444616866904,0.2967696155896537,0.6566585495383651,0.0429335122363692,675
Nband,8,2.0653786108228895,0.29842245458038963,0.8013941902584499,0.0277337583911227,13.64562557361744,1.6946101441276018,3.820026975268619,0.28838662724181796,0.657234956211514,0.042660560517369724,675
Nband,16,2.060345967257464,0.2976491404770573,0.8007567457799558,0.028346624638576894,13.644690848456488,1.6848760207178568,3.8249024746858993,0.30214477474400864,0.6564129696157244,0.04283721839241206,675
Nband,4,2.0647764304832177,0.3026433380877401,0.8007516340856199,0.028429633915956744,13.65896716506393,1.7070924792660458,3.822960246272444,0.30301451883103536,0.6568534600911318,0.043450612233229914,675
FRMSZ_ms,20,2.0795559061898126,0.2981718245697092,0.8016943359375,0.028160400317961094,13.42491963563142,1.6161509560764513,3.878970380351319,0.28067577366884294,0.6588027585877313,0.04284048318679082,675
FRMSZ_ms,25,2.026750220546016,0.29314663327409707,0.799575372978493,0.028054860838826697,12.877767649050112,1.8598974514049138,3.9044969270420053,0.2751533319474059,0.652462708543848,0.042209376410988354,675
FRMSZ_ms,8,2.084194881827743,0.3039376042900478,0.8016328612080327,0.028252669966005464,14.646596302456325,0.9544628073474464,3.6844223888336374,0.28771367953699595,0.6592359187867907,0.04356042687109883,675
OVLP,75,2.1795695370214956,0.3081784596369921,0.8063043560805144,0.02854071878415966,15.107681395919235,0.7817500644585846,3.7373044437686596,0.2803575739830748,0.6711091317424067,0.044310671278151706,675
OVLP,25,1.8976921441819932,0.21916926909162293,0.7942245575233742,0.02654070166776403,11.914826706780328,1.3998776699210138,3.86725842272402,0.30852137832646065,0.6368814931798864,0.03433635244991974,675
OVLP,50,2.1132393273600827,0.2876580049341513,0.802373656520137,0.028039068208331356,13.926775484438295,0.9132433060330437,3.8633268297342815,0.28558321750511684,0.6625107609960769,0.0420211409749159,675
Floor,0.7,2.0876616413210645,0.2917932160501884,0.8027137754875937,0.028176970661447562,13.924737838462548,1.6983950733323236,3.812745340579125,0.2841149074781596,0.6601230518759035,0.042209368866011544,405
Floor,0.3,2.0616281244489882,0.3043717026398526,0.8007202323572136,0.028393987934848784,13.589062492935746,1.6274137481306492,3.8288647427645652,0.2927560501232821,0.6565229286235055,0.04351627847722669,405
Floor,0.5,2.0752178354027833,0.2973017226352568,0.8026311207700658,0.027825286212235976,13.773152212449062,1.6735779554372343,3.835986191272186,0.2953445909445349,0.6588373439253111,0.04267315435819922,405
Floor,0.8,2.0878403495859215,0.2872585486147444,0.8042160803889051,0.027085836062639104,13.978160530843853,1.696329768133496,3.8165073364756075,0.29844240835181945,0.6608920751530447,0.04124190861148142,405
Floor,0.001,2.0051537301805284,0.3094919201580009,0.794556407869598,0.02840576483526067,12.983692903871889,1.590556896380436,3.8190458826201183,0.3180615670888212,0.6477935769528518,0.044014699564450276,405
Noisefr,1,2.063500336187857,0.29944004675754093,0.8009675233746752,0.028159409784919223,13.64976119571262,1.6947252182999273,3.8226298987423206,0.2977835044166094,0.6568337953061234,0.04296420139562206,2025
