config,time_seconds,mode,Freq_spacing,Nband,FRMSZ,OVLP,Noisefr,FLOOR,AVRGING,VAD
mband_mel_N16_F25_O50_FL0p3,58.200674295425415,hybrid,mel,16,25,50,3,0.3,1,1
mband_mel_N16_F25_O50_FL0p5,56.894014835357666,hybrid,mel,16,25,50,3,0.5,1,1
mband_mel_N16_F25_O50_FL0p7,54.560287952423096,hybrid,mel,16,25,50,3,0.7,1,1
mband_mel_N16_F25_O50_FL0p8,55.73013091087341,hybrid,mel,16,25,50,3,0.8,1,1
mband_mel_N16_F25_O75_FL0p001,74.7750928401947,hybrid,mel,16,25,75,1,0.001,1,1
mband_mel_N16_F25_O75_FL0p3,74.52660298347473,hybrid,mel,16,25,75,1,0.3,1,1
mband_mel_N16_F25_O75_FL0p5,81.53628134727478,hybrid,mel,16,25,75,1,0.5,1,1
mband_mel_N16_F25_O75_FL0p7,71.88616561889648,hybrid,mel,16,25,75,1,0.7,1,1
mband_mel_N16_F25_O75_FL0p8,75.68940234184265,hybrid,mel,16,25,75,1,0.8,1,1
mband_mel_N16_F25_O75_FL0p001,76.28702402114868,hybrid,mel,16,25,75,3,0.001,1,1
mband_mel_N16_F25_O75_FL0p3,72.15296292304993,hybrid,mel,16,25,75,3,0.3,1,1
mband_mel_N16_F25_O75_FL0p5,72.65427899360657,hybrid,mel,16,25,75,3,0.5,1,1
mband_mel_N16_F25_O75_FL0p7,74.40403604507446,hybrid,mel,16,25,75,3,0.7,1,1
mband_mel_N16_F25_O75_FL0p8,74.4049711227417,hybrid,mel,16,25,75,3,0.8,1,1
