clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p101_emo_pain_freeform,WF_p101_emo_pain_freeform_fold10_102857-5-0-22_SNR-5dB.wav,16000,1.1972980499267578,7.0824174880981445,0.6898988485336304,2.222989184515817,3.9303702523856643,2.0554228324241532,2.420719846122917
