clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p104_sentences_07_slow,WF_p104_sentences_07_slow_fold10_28808-1-0-2_SNR-5dB.wav,16000,1.0750808715820312,-2.9064908027648926,0.5380303263664246,2.253099203109741,2.091178989996021,1.7311597639557121,1.4813232781506638
