clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p102_emo_serenity_sentences,WF_p102_emo_serenity_sentences_fold10_157207-6-1-0_SNR-5dB.wav,16000,1.5841965675354004,-5.008679389953613,0.6507964730262756,3.3794439315795897,4.059906798189125,2.2942611375338435,2.578585440303599
