clean_file,enhanced_file,sampling_rate,PESQ_Noisy,SI_SDR_Noisy,STOI_Noisy,DNSMOS_p808_mos_Noisy,DNSMOS_mos_sig_Noisy,DNSMOS_mos_bak_Noisy,DNSMOS_mos_ovr_Noisy,source_file,enhanced_file_mband_lin_avr1,sampling_rate_mband_lin_avr1,PESQ_mband_lin_avr1,SI_SDR_mband_lin_avr1,STOI_mband_lin_avr1,DNSMOS_p808_mos_mband_lin_avr1,DNSMOS_mos_sig_mband_lin_avr1,DNSMOS_mos_bak_mband_lin_avr1,DNSMOS_mos_ovr_mband_lin_avr1,source_file_mband_lin_avr1,enhanced_file_mband_py_lin_avr1,sampling_rate_mband_py_lin_avr1,PESQ_mband_py_lin_avr1,SI_SDR_mband_py_lin_avr1,STOI_mband_py_lin_avr1,DNSMOS_p808_mos_mband_py_lin_avr1,DNSMOS_mos_sig_mband_py_lin_avr1,DNSMOS_mos_bak_mband_py_lin_avr1,DNSMOS_mos_ovr_mband_py_lin_avr1,noise_category
p092_emo_adoration_freeform,BASELINE_p092_emo_adoration_freeform_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR[-5]dB,16000,1.0623515844345093,-4.822878360748291,0.5784885287284851,2.1722156206766763,3.2395194825491456,1.6131795246556722,1.7868237066518768,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_adoration_freeform_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR[-5]dB_CLN-p092_emo_adoration_freeform.csv,mband_N6_lin_AVR1_p092_emo_adoration_freeform_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR[-5]dB,16000,1.0736440420150757,-2.831938505172729,0.5684568285942078,2.3603541056315103,3.810181315452172,2.1685378153383,2.4213415574686765,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_adoration_freeform_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR[-5]dB_CLN-p092_emo_adoration_freeform.csv,mband_py_N6_lin_AVR1_p092_emo_adoration_freeform_NOIZEUS_NOISE_DATASET_cafeteria_babble_SNR[-5]dB,16000,1.0928860902786257,-2.7663347721099854,0.5792708396911621,2.484761635462443,3.637861750008976,2.227486338641935,2.3364306528126573,Babble
p092_emo_adoration_sentences,BASELINE_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[-5]dB,16000,1.0610411167144775,-4.987776756286621,0.633800745010376,3.045271158218384,3.960895385480284,2.229259190962567,2.6211030405741407,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[-5]dB_CLN-p092_emo_adoration_sentences.csv,mband_N6_lin_AVR1_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[-5]dB,16000,1.144257664680481,2.676975965499878,0.6459494829177856,3.1336820806775774,3.426239806773967,2.5207821252465554,2.43200091845484,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[-5]dB_CLN-p092_emo_adoration_sentences.csv,mband_py_N6_lin_AVR1_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[-5]dB,16000,1.1504850387573242,2.3600072860717773,0.6378512382507324,3.1658357552119663,3.787322734139237,2.487047591637674,2.595686990845665,Car
p092_emo_amazement_freeform,BASELINE_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[-5]dB,16000,1.0327340364456177,-5.046998977661133,0.6708028316497803,2.579436370304653,4.129017390883359,1.732625039232378,2.1509606455475643,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[-5]dB_CLN-p092_emo_amazement_freeform.csv,mband_N6_lin_AVR1_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[-5]dB,16000,1.082158446311951,3.544553518295288,0.6815779805183411,2.660992452076503,3.918157726745585,2.015398004193574,2.410903946814235,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[-5]dB_CLN-p092_emo_amazement_freeform.csv,mband_py_N6_lin_AVR1_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[-5]dB,16000,1.0855677127838137,3.690670967102051,0.6735594868659973,2.595668622425624,3.963418239651201,2.3814293917598914,2.7083441671105786,Car
p092_emo_amazement_sentences,BASELINE_p092_emo_amazement_sentences_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_60mph_SNR[-5]dB,16000,1.0646955966949463,-4.905918121337891,0.6575076580047607,2.9480626583099365,3.9186561755120985,1.7029851413560593,2.055925687735188,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_amazement_sentences_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_60mph_SNR[-5]dB_CLN-p092_emo_amazement_sentences.csv,mband_N6_lin_AVR1_p092_emo_amazement_sentences_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_60mph_SNR[-5]dB,16000,1.1462520360946655,3.61942720413208,0.6379644274711609,2.8616528511047363,3.6349022122480528,2.162355923539612,2.357979404929151,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_amazement_sentences_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_60mph_SNR[-5]dB_CLN-p092_emo_amazement_sentences.csv,mband_py_N6_lin_AVR1_p092_emo_amazement_sentences_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_60mph_SNR[-5]dB,16000,1.1461472511291504,3.090704679489136,0.6640718579292297,2.791682004928589,3.72034095384562,2.2506684267794914,2.5153343838324447,Car
p092_emo_amusement_freeform,BASELINE_p092_emo_amusement_freeform_NOIZEUS_NOISE_DATASET_Construction_Crane_Moving_SNR[-5]dB,16000,1.0236575603485107,-4.967431545257568,0.5661261081695557,2.262983083724976,3.4137080074916466,1.403160358228995,1.6772918232124567,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_amusement_freeform_NOIZEUS_NOISE_DATASET_Construction_Crane_Moving_SNR[-5]dB_CLN-p092_emo_amusement_freeform.csv,mband_N6_lin_AVR1_p092_emo_amusement_freeform_NOIZEUS_NOISE_DATASET_Construction_Crane_Moving_SNR[-5]dB,16000,1.0280293226242063,-3.017693519592285,0.5575065612792969,2.418018937110901,3.0982494486527927,1.4377662257554769,1.6644063051707376,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_amusement_freeform_NOIZEUS_NOISE_DATASET_Construction_Crane_Moving_SNR[-5]dB_CLN-p092_emo_amusement_freeform.csv,mband_py_N6_lin_AVR1_p092_emo_amusement_freeform_NOIZEUS_NOISE_DATASET_Construction_Crane_Moving_SNR[-5]dB,16000,1.031258463859558,-4.63465690612793,0.5735867023468018,2.326474547386169,3.9541899896082953,1.6907449534242849,2.136856764621341,Construction
p092_emo_amusement_sentences,BASELINE_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[-5]dB,16000,1.0377082824707031,-4.901577949523926,0.614096999168396,2.314373016357422,3.0838796052526902,1.5254016005120032,1.7205101064512884,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[-5]dB_CLN-p092_emo_amusement_sentences.csv,mband_N6_lin_AVR1_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[-5]dB,16000,1.052428960800171,-0.447982519865036,0.617860734462738,2.6145421663920083,3.553052027575752,1.902900752659644,2.152981069053741,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[-5]dB_CLN-p092_emo_amusement_sentences.csv,mband_py_N6_lin_AVR1_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[-5]dB,16000,1.0572739839553833,0.0594974383711814,0.6274386644363403,2.662269035975138,3.192155544181805,2.057152349600759,2.0120079849367465,Construction
p092_emo_anger_freeform,BASELINE_p092_emo_anger_freeform_NOIZEUS_NOISE_DATASET_Construction_Jackhammer1_SNR[-5]dB,16000,1.0559366941452026,-4.993921279907227,0.6112924814224243,2.1330856595720564,3.0772379532812417,1.4378563350569649,1.690410039009829,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_anger_freeform_NOIZEUS_NOISE_DATASET_Construction_Jackhammer1_SNR[-5]dB_CLN-p092_emo_anger_freeform.csv,mband_N6_lin_AVR1_p092_emo_anger_freeform_NOIZEUS_NOISE_DATASET_Construction_Jackhammer1_SNR[-5]dB,16000,1.0891327857971191,-3.467445373535156,0.6076242923736572,2.4156945773533414,3.4933502418780296,1.727831478409992,1.9460841935852329,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_anger_freeform_NOIZEUS_NOISE_DATASET_Construction_Jackhammer1_SNR[-5]dB_CLN-p092_emo_anger_freeform.csv,mband_py_N6_lin_AVR1_p092_emo_anger_freeform_NOIZEUS_NOISE_DATASET_Construction_Jackhammer1_SNR[-5]dB,16000,1.1001030206680298,-4.133966445922852,0.636205792427063,2.591022150857108,3.136239352931133,1.4102159980996676,1.5909337428318795,Construction
p092_emo_anger_sentences,BASELINE_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[-5]dB,16000,1.058164358139038,-4.993277072906494,0.5195652842521667,2.2886007853916714,3.44150198304578,1.5203498737416632,1.7658142353520745,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[-5]dB_CLN-p092_emo_anger_sentences.csv,mband_N6_lin_AVR1_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[-5]dB,16000,1.100346565246582,-2.205750703811645,0.5402736067771912,2.3722486155373708,3.133157118295793,1.6149869542189474,1.7497643772599685,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[-5]dB_CLN-p092_emo_anger_sentences.csv,mband_py_N6_lin_AVR1_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[-5]dB,16000,1.071448564529419,-2.577117681503296,0.5392201542854309,2.3761015960148404,3.1862872465663377,1.7719087145110657,1.6874064006144447,Construction
p092_emo_confusion_freeform,BASELINE_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[-5]dB,16000,1.0413227081298828,-5.083518505096436,0.5150018930435181,2.000926562717982,3.0502047576176983,1.4847319379981234,1.6757311607552168,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[-5]dB_CLN-p092_emo_confusion_freeform.csv,mband_N6_lin_AVR1_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[-5]dB,16000,1.0609548091888428,-1.4059982299804688,0.5392675399780273,2.118746995925904,3.927524072988272,2.0585615441037333,2.4443806072130285,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[-5]dB_CLN-p092_emo_confusion_freeform.csv,mband_py_N6_lin_AVR1_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[-5]dB,16000,1.0463991165161133,-2.857174634933472,0.5215892791748047,2.1744115012032643,4.033353862461097,2.03293360145842,2.47699014548531,Construction
p092_emo_confusion_sentences,BASELINE_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[-5]dB,16000,1.139370679855347,-5.046665191650391,0.4294307231903076,2.581122398376465,3.9408412302732128,1.939269093356793,2.353870253075136,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[-5]dB_CLN-p092_emo_confusion_sentences.csv,mband_N6_lin_AVR1_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[-5]dB,16000,1.2625375986099243,0.2295971661806106,0.4234597682952881,2.603899002075196,3.674552175991498,2.602707022385112,2.592976716588315,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[-5]dB_CLN-p092_emo_confusion_sentences.csv,mband_py_N6_lin_AVR1_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[-5]dB,16000,1.1746399402618408,1.0159446001052856,0.4484347403049469,2.657484769821167,4.052418052376558,2.774343276468843,2.8736374027028253,Flight
p092_emo_contentment_freeform,BASELINE_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[-5]dB,16000,1.0586082935333252,-5.005409240722656,0.5978156924247742,2.417461803981236,3.2830568839388485,1.7328021306694106,1.983821499559656,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[-5]dB_CLN-p092_emo_contentment_freeform.csv,mband_N6_lin_AVR1_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[-5]dB,16000,1.0660032033920288,-5.379002571105957,0.6109989881515503,2.718076399394444,3.611087326546234,2.0150892026866267,2.364654048637319,mband_N6_lin_AVR1_metrics.csv_ENH-mband_N6_lin_AVR1_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[-5]dB_CLN-p092_emo_contentment_freeform.csv,mband_py_N6_lin_AVR1_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[-5]dB,16000,1.0654081106185913,-5.248584747314453,0.598289430141449,2.640674318586077,3.6677412106642366,2.01435748501657,2.3386075175359915,Train
