Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,Weighted_Score
mband_log_N4_F20_O75_FL0p7,log,4,20,75,1.465792894363403,0.7259296178817749,9.025814056396484,3.3411173233037084,0.5595440983772277
mband_mel_N4_F25_O75_FL0p3,mel,4,25,75,1.488249659538269,0.7206360101699829,8.863441467285156,2.8776853430549125,0.5591429710388184
mband_linear_N4_F25_O75_FL0p3,linear,4,25,75,1.488490104675293,0.7204191088676453,8.863973617553711,2.860306518418972,0.559058564901352
mband_mel_N8_F8_O25_FL0p7,mel,8,8,25,1.422437310218811,0.7219905257225037,8.766737937927246,3.191456730509374,0.5532389938831329
mband_linear_N8_F8_O25_FL0p7,linear,8,8,25,1.422239065170288,0.7219793796539307,8.767227172851562,3.192376974801969,0.5532135963439941
