Config_ID,Noise_Category,Freq_spacing,Nband,FRMSZ_ms,OVLP,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,STOI
mband_linear_N4_F25_O75_FL0p7,Stationary,linear,4,25,75,2.0690574645996094,0.816299319267273,11.663695335388184,3.3563531074585105,0.816299319267273
mband_mel_N4_F25_O75_FL0p7,Stationary,mel,4,25,75,2.0694892406463623,0.8162807822227478,11.663410186767578,3.3618498045743896,0.8162807822227478
mband_log_N16_F25_O50_FL0p5,Stationary,log,16,25,50,1.9458348751068115,0.8156613707542419,10.935920715332031,3.8860042277244897,0.8156613707542419
mband_log_N8_F20_O50_FL0p8,Stationary,log,8,20,50,1.9947757720947263,0.8120092153549194,11.262202262878418,3.8508280853198302,0.8120092153549194
mband_linear_N8_F8_O75_FL0p8,Stationary,linear,8,8,75,2.0210039615631104,0.8094901442527771,11.836298942565918,3.685644551938061,0.8094901442527771
mband_mel_N8_F8_O75_FL0p8,Stationary,mel,8,8,75,2.021205425262451,0.8094766736030579,11.836130142211914,3.687568399231305,0.8094766736030579
mband_log_N16_F8_O25_FL0p8,Stationary,log,16,8,25,1.8938395977020264,0.8088183403015137,10.931812286376951,3.588670872639403,0.8088183403015137
mband_linear_N4_F25_O25_FL0p7,Stationary,linear,4,25,25,1.7818934917449951,0.8075124025344849,8.963164329528809,3.8915379847533145,0.8075124025344849
mband_mel_N4_F25_O25_FL0p7,Stationary,mel,4,25,25,1.7821335792541504,0.8075008392333984,8.963056564331055,3.885274247678434,0.8075008392333984
mband_linear_N8_F8_O50_FL0p8,Stationary,linear,8,8,50,1.9547885656356807,0.8061984777450562,11.39546012878418,3.5805096963544303,0.8061984777450562
