Config_ID,Mode,Status,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,SNR_dB,Noise_Category,clean_file,enhanced_file,PESQ,STOI,SI_SDR,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr,sampling_rate,source_file,PESQ_normalized,Weighted_Score
mband_log_N8_F25_O75_FL0p001,standalone,Success,log,8,25,75,0.001,1,15,Stationary,p092_emo_contentment_sentences,SS_mband_log_N8_F25_O75_FL0p001_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR15dB,2.842340469360352,0.8556930422782898,15.388039588928224,3.452927827835083,4.290742828982202,4.2849542094090936,3.842529880993126,16000,mband_log_N8_F25_O75_FL0p001_metrics.csv_ENH-SS_mband_log_N8_F25_O75_FL0p001_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR15dB_CLN-p092_emo_contentment_sentences.csv,0.6684680938720704,0.7620805680751801
