SNR_dB,Noise_Type,Participant,Method,Nband,Floor,PESQ,STOI,SI_SDR,Weighted_Score,GTCRN_PESQ,GTCRN_STOI,PESQ_improvement,STOI_improvement,Status
5,train,p092,GTCRN+SS,4,0.01,1.6494699716567993,0.8258039355278015,11.772957801818848,0.6278489649295806,1.6313539743423462,0.8369883894920349,0.018115997314453125,-0.011184453964233398,Success
5,train,p092,GTCRN+SS,4,0.002,1.6579527854919434,0.8282012939453125,11.6126708984375,0.6298959255218506,1.6313539743423462,0.8369883894920349,0.026598811149597168,-0.008787095546722412,Success
5,train,p092,GTCRN+SS,4,0.01,1.6588554382324219,0.8283504843711853,11.617926597595215,0.6300607860088349,1.6313539743423462,0.8369883894920349,0.027501463890075684,-0.00863790512084961,Success
5,train,p092,GTCRN+SS,4,0.002,1.6585161685943604,0.8282594680786133,11.612137794494629,0.6299813508987426,1.6313539743423462,0.8369883894920349,0.02716219425201416,-0.00872892141342163,Success
5,train,p092,GTCRN+SS,4,0.01,1.6593353748321533,0.8284080028533936,11.617454528808594,0.6301375389099121,1.6313539743423462,0.8369883894920349,0.02798140048980713,-0.008580386638641357,Success
5,train,p092,GTCRN+SS,6,0.002,1.648781180381775,0.8251129388809204,11.747779846191406,0.6274345874786377,1.6313539743423462,0.8369883894920349,0.01742720603942871,-0.011875450611114502,Success
5,train,p092,GTCRN+SS,6,0.01,1.6499351263046265,0.8254275321960449,11.750845909118652,0.6277072787284851,1.6313539743423462,0.8369883894920349,0.018581151962280273,-0.01156085729598999,Success
5,train,p092,GTCRN+SS,6,0.002,1.648701786994934,0.8251173496246338,11.747781753540039,0.6274288535118103,1.6313539743423462,0.8369883894920349,0.01734781265258789,-0.011871039867401123,Success
5,train,p092,GTCRN+SS,6,0.01,1.6498541831970215,0.8254308700561523,11.750848770141602,0.6277008533477784,1.6313539743423462,0.8369883894920349,0.018500208854675293,-0.011557519435882568,Success
5,train,p092,GTCRN+SS,6,0.002,1.6563925743103027,0.8277150988578796,11.607560157775879,0.6294968068599701,1.6313539743423462,0.8369883894920349,0.025038599967956543,-0.009273290634155273,Success
5,train,p092,GTCRN+SS,6,0.01,1.6574172973632812,0.8279053568840027,11.612787246704102,0.6296944081783294,1.6313539743423462,0.8369883894920349,0.02606332302093506,-0.009083032608032227,Success
5,train,p092,GTCRN+SS,6,0.002,1.6569318771362305,0.8277682065963745,11.607004165649414,0.6295772910118103,1.6313539743423462,0.8369883894920349,0.025577902793884277,-0.0092201828956604,Success
5,train,p092,GTCRN+SS,6,0.01,1.6578422784805298,0.8279549479484558,11.612323760986328,0.6297617018222809,1.6313539743423462,0.8369883894920349,0.026488304138183594,-0.009033441543579102,Success
5,train,p092,GTCRN+SS,8,0.002,1.6485458612442017,0.8257788419723511,11.769299507141113,0.6277440071105957,1.6313539743423462,0.8369883894920349,0.01719188690185547,-0.011209547519683838,Success
5,train,p092,GTCRN+SS,8,0.01,1.6495834589004517,0.826068103313446,11.772377014160156,0.6279923975467682,1.6313539743423462,0.8369883894920349,0.01822948455810547,-0.010920286178588867,Success
5,train,p092,GTCRN+SS,8,0.002,1.6484590768814087,0.8257831931114197,11.769302368164062,0.6277375042438507,1.6313539743423462,0.8369883894920349,0.0171051025390625,-0.011205196380615234,Success
5,train,p092,GTCRN+SS,8,0.01,1.6494998931884766,0.8260714411735535,11.772379875183105,0.6279857099056244,1.6313539743423462,0.8369883894920349,0.01814591884613037,-0.010916948318481445,Success
5,train,p092,GTCRN+SS,8,0.002,1.6578937768936157,0.828692615032196,11.611467361450195,0.6301356852054596,1.6313539743423462,0.8369883894920349,0.02653980255126953,-0.008295774459838867,Success
5,train,p092,GTCRN+SS,8,0.01,1.658782958984375,0.8288316130638123,11.616706848144531,0.6302941024303437,1.6313539743423462,0.8369883894920349,0.02742898464202881,-0.008156776428222656,Success
5,train,p092,GTCRN+SS,8,0.002,1.658329725265503,0.8287493586540222,11.610909461975098,0.6302076518535614,1.6313539743423462,0.8369883894920349,0.02697575092315674,-0.008239030838012695,Success
5,train,p092,GTCRN+SS,8,0.01,1.6592700481414795,0.8288881778717041,11.616239547729492,0.63037109375,1.6313539743423462,0.8369883894920349,0.0279160737991333,-0.00810021162033081,Success
5,train,p092,GTCRN+SS,4,0.002,1.7878148555755615,0.7485482692718506,12.442041397094727,0.6030556201934815,1.8284647464752197,0.7564243078231812,-0.0406498908996582,-0.007876038551330566,Success
5,train,p092,GTCRN+SS,4,0.01,1.789273977279663,0.7487341165542603,12.450979232788086,0.6032944560050965,1.8284647464752197,0.7564243078231812,-0.03919076919555664,-0.0076901912689208984,Success
5,train,p092,GTCRN+SS,4,0.002,1.7872686386108398,0.7485209107398987,12.442670822143555,0.6029873192310333,1.8284647464752197,0.7564243078231812,-0.04119610786437988,-0.00790339708328247,Success
5,train,p092,GTCRN+SS,4,0.01,1.788766622543335,0.7487078309059143,12.451608657836914,0.6032305777072906,1.8284647464752197,0.7564243078231812,-0.039698123931884766,-0.007716476917266846,Success
5,train,p092,GTCRN+SS,4,0.002,1.6281206607818604,0.7487061619758606,9.63806438446045,0.5871651470661163,1.8284647464752197,0.7564243078231812,-0.20034408569335938,-0.007718145847320557,Success
5,train,p092,GTCRN+SS,4,0.01,1.6374022960662842,0.7488695383071899,9.72551441192627,0.5881749987602234,1.8284647464752197,0.7564243078231812,-0.19106245040893555,-0.007554769515991211,Success
5,train,p092,GTCRN+SS,4,0.002,1.7790863513946533,0.7482823133468628,12.04511833190918,0.6020497918128968,1.8284647464752197,0.7564243078231812,-0.049378395080566406,-0.00814199447631836,Success
5,train,p092,GTCRN+SS,4,0.01,1.7810969352722168,0.7484457492828369,12.057428359985352,0.6023325681686401,1.8284647464752197,0.7564243078231812,-0.04736781120300293,-0.007978558540344238,Success
5,train,p092,GTCRN+SS,6,0.002,1.787247657775879,0.7483927607536316,12.332806587219238,0.6029211461544037,1.8284647464752197,0.7564243078231812,-0.04121708869934082,-0.00803154706954956,Success
5,train,p092,GTCRN+SS,6,0.01,1.788804054260254,0.7485854029655457,12.341547012329102,0.6031731069087982,1.8284647464752197,0.7564243078231812,-0.03966069221496582,-0.007838904857635498,Success
5,train,p092,GTCRN+SS,6,0.002,1.7866861820220947,0.7483663558959961,12.333420753479004,0.6028517961502076,1.8284647464752197,0.7564243078231812,-0.041778564453125,-0.008057951927185059,Success
5,train,p092,GTCRN+SS,6,0.01,1.7883224487304688,0.7485597133636475,12.342159271240234,0.6031121015548706,1.8284647464752197,0.7564243078231812,-0.04014229774475098,-0.007864594459533691,Success
5,train,p092,GTCRN+SS,6,0.002,1.6236627101898193,0.7486863136291504,9.622817039489746,0.5867094278335572,1.8284647464752197,0.7564243078231812,-0.2048020362854004,-0.007737994194030762,Success
5,train,p092,GTCRN+SS,6,0.01,1.6330244541168213,0.7488477230072021,9.710067749023438,0.5877263069152832,1.8284647464752197,0.7564243078231812,-0.19544029235839844,-0.007576584815979004,Success
5,train,p092,GTCRN+SS,6,0.002,1.774078607559204,0.7484216690063477,12.022534370422363,0.6016186952590943,1.8284647464752197,0.7564243078231812,-0.054386138916015625,-0.008002638816833496,Success
5,train,p092,GTCRN+SS,6,0.01,1.776315689086914,0.7486199140548706,12.034817695617676,0.6019415259361267,1.8284647464752197,0.7564243078231812,-0.052149057388305664,-0.007804393768310547,Success
5,train,p092,GTCRN+SS,8,0.002,1.788119912147522,0.7487384080886841,12.442618370056152,0.6031811952590942,1.8284647464752197,0.7564243078231812,-0.040344834327697754,-0.00768589973449707,Success
5,train,p092,GTCRN+SS,8,0.01,1.7895029783248901,0.7489251494407654,12.451559066772461,0.6034128725528717,1.8284647464752197,0.7564243078231812,-0.03896176815032959,-0.0074991583824157715,Success
5,train,p092,GTCRN+SS,8,0.002,1.7875510454177856,0.7487128376960754,12.443194389343262,0.6031115233898163,1.8284647464752197,0.7564243078231812,-0.04091370105743408,-0.007711470127105713,Success
5,train,p092,GTCRN+SS,8,0.01,1.7889961004257202,0.7489005923271179,12.452134132385254,0.6033499062061309,1.8284647464752197,0.7564243078231812,-0.03946864604949951,-0.007523715496063232,Success
5,train,p092,GTCRN+SS,8,0.002,1.6301486492156982,0.7486880421638489,9.639805793762207,0.5873588860034943,1.8284647464752197,0.7564243078231812,-0.19831609725952148,-0.007736265659332275,Success
5,train,p092,GTCRN+SS,8,0.01,1.6390843391418457,0.7488483190536499,9.72723388671875,0.5883325934410095,1.8284647464752197,0.7564243078231812,-0.18938040733337402,-0.00757598876953125,Success
5,train,p092,GTCRN+SS,8,0.002,1.7807296514511108,0.7489255666732788,12.042646408081055,0.6025357484817505,1.8284647464752197,0.7564243078231812,-0.04773509502410889,-0.007498741149902344,Success
5,train,p092,GTCRN+SS,8,0.01,1.7826993465423584,0.7490873336791992,12.055023193359375,0.6028136014938354,1.8284647464752197,0.7564243078231812,-0.04576539993286133,-0.007336974143981934,Success
5,street,p092,GTCRN+SS,4,0.002,1.436416506767273,0.7964981198310852,7.174656391143799,0.5918907105922699,1.5855134725570679,0.816127598285675,-0.14909696578979492,-0.019629478454589844,Success
5,street,p092,GTCRN+SS,4,0.01,1.4463917016983032,0.7976743578910828,7.272848129272461,0.5934763491153717,1.5855134725570679,0.816127598285675,-0.13912177085876465,-0.018453240394592285,Success
5,street,p092,GTCRN+SS,4,0.002,1.5542012453079224,0.801574170589447,10.818225860595703,0.6062072098255158,1.5855134725570679,0.816127598285675,-0.03131222724914551,-0.014553427696228027,Success
5,street,p092,GTCRN+SS,4,0.01,1.5562396049499512,0.8020647764205933,10.821948051452637,0.6066563487052917,1.5855134725570679,0.816127598285675,-0.0292738676071167,-0.014062821865081787,Success
5,street,p092,GTCRN+SS,4,0.002,1.4593011140823364,0.7921398282051086,7.961282730102539,0.592000025510788,1.5855134725570679,0.816127598285675,-0.12621235847473145,-0.023987770080566406,Success
5,street,p092,GTCRN+SS,4,0.01,1.47011399269104,0.7935246229171753,8.037165641784668,0.5937737107276917,1.5855134725570679,0.816127598285675,-0.11539947986602783,-0.022602975368499756,Success
5,street,p092,GTCRN+SS,4,0.002,1.5717685222625732,0.806374192237854,10.696033477783203,0.6103639483451844,1.5855134725570679,0.816127598285675,-0.013744950294494629,-0.009753406047821045,Success
5,street,p092,GTCRN+SS,4,0.01,1.573350191116333,0.806765079498291,10.701726913452148,0.6107175588607788,1.5855134725570679,0.816127598285675,-0.012163281440734863,-0.009362518787384033,Success
5,street,p092,GTCRN+SS,6,0.002,1.4384387731552124,0.79674232006073,7.144083023071289,0.5922150373458862,1.5855134725570679,0.816127598285675,-0.14707469940185547,-0.01938527822494507,Success
5,street,p092,GTCRN+SS,6,0.01,1.4480838775634766,0.7978973388671875,7.242812633514404,0.5937570571899414,1.5855134725570679,0.816127598285675,-0.1374295949935913,-0.01823025941848755,Success
5,street,p092,GTCRN+SS,6,0.002,1.552401065826416,0.8015922904014587,10.799651145935059,0.606036251783371,1.5855134725570679,0.816127598285675,-0.033112406730651855,-0.014535307884216309,Success
5,street,p092,GTCRN+SS,6,0.01,1.5543956756591797,0.8021131157875061,10.803365707397461,0.606496125459671,1.5855134725570679,0.816127598285675,-0.031117796897888184,-0.014014482498168945,Success
5,street,p092,GTCRN+SS,6,0.002,1.459751009941101,0.7922151684761047,7.933189868927002,0.5920826852321625,1.5855134725570679,0.816127598285675,-0.1257624626159668,-0.023912429809570312,Success
5,street,p092,GTCRN+SS,6,0.01,1.4704430103302002,0.7935861349105835,8.009742736816406,0.5938373684883118,1.5855134725570679,0.816127598285675,-0.11507046222686768,-0.022541463375091553,Success
5,street,p092,GTCRN+SS,6,0.002,1.569838523864746,0.8067235946655273,10.691579818725586,0.6103456497192383,1.5855134725570679,0.816127598285675,-0.015674948692321777,-0.009404003620147705,Success
5,street,p092,GTCRN+SS,6,0.01,1.5714794397354126,0.8071100115776062,10.697297096252441,0.6107029497623444,1.5855134725570679,0.816127598285675,-0.014034032821655273,-0.009017586708068848,Success
5,street,p092,GTCRN+SS,8,0.002,1.4393904209136963,0.7964298725128174,7.153172016143799,0.5921539783477783,1.5855134725570679,0.816127598285675,-0.14612305164337158,-0.019697725772857666,Success
5,street,p092,GTCRN+SS,8,0.01,1.448729395866394,0.7976105809211731,7.252007007598877,0.593678230047226,1.5855134725570679,0.816127598285675,-0.13678407669067383,-0.018517017364501953,Success
5,street,p092,GTCRN+SS,8,0.002,1.554213285446167,0.8015761375427246,10.817838668823242,0.606209397315979,1.5855134725570679,0.816127598285675,-0.03130018711090088,-0.01455146074295044,Success
5,street,p092,GTCRN+SS,8,0.01,1.5561778545379639,0.8020650148391724,10.82156753540039,0.6066502928733826,1.5855134725570679,0.816127598285675,-0.029335618019104004,-0.014062583446502686,Success
5,street,p092,GTCRN+SS,8,0.002,1.4631961584091187,0.7921770215034485,7.919921398162842,0.5924081265926361,1.5855134725570679,0.816127598285675,-0.12231731414794922,-0.023950576782226562,Success
5,street,p092,GTCRN+SS,8,0.01,1.4734622240066528,0.7935540080070496,7.996933460235596,0.59412322640419,1.5855134725570679,0.816127598285675,-0.11205124855041504,-0.02257359027862549,Success
5,street,p092,GTCRN+SS,8,0.002,1.5719656944274902,0.807273805141449,10.694936752319336,0.6108334720134735,1.5855134725570679,0.816127598285675,-0.013547778129577637,-0.008853793144226074,Success
5,street,p092,GTCRN+SS,8,0.01,1.5734597444534302,0.8076478242874146,10.700654029846191,0.6111698865890502,1.5855134725570679,0.816127598285675,-0.012053728103637695,-0.008479773998260498,Success
5,street,p092,GTCRN+SS,4,0.002,1.719693899154663,0.734556257724762,11.379843711853027,0.5892475187778473,1.7691627740859985,0.7462867498397827,-0.04946887493133545,-0.011730492115020752,Success
5,street,p092,GTCRN+SS,4,0.01,1.723022222518921,0.7349758744239807,11.390050888061523,0.5897901594638825,1.7691627740859985,0.7462867498397827,-0.04614055156707764,-0.011310875415802002,Success
5,street,p092,GTCRN+SS,4,0.002,1.7194890975952148,0.7347851395606995,11.385040283203125,0.5893414795398713,1.7691627740859985,0.7462867498397827,-0.04967367649078369,-0.011501610279083252,Success
5,street,p092,GTCRN+SS,4,0.01,1.7228813171386719,0.7352062463760376,11.394590377807617,0.589891254901886,1.7691627740859985,0.7462867498397827,-0.04628145694732666,-0.011080503463745117,Success
5,street,p092,GTCRN+SS,4,0.002,1.6272201538085938,0.7351663112640381,9.678264617919922,0.5803051710128784,1.7691627740859985,0.7462867498397827,-0.14194262027740479,-0.011120438575744629,Success
5,street,p092,GTCRN+SS,4,0.01,1.636573076248169,0.7356222867965698,9.735685348510742,0.5814684510231019,1.7691627740859985,0.7462867498397827,-0.1325896978378296,-0.01066446304321289,Success
5,street,p092,GTCRN+SS,4,0.002,1.7169711589813232,0.7384454607963562,11.255380630493164,0.5909198462963104,1.7691627740859985,0.7462867498397827,-0.05219161510467529,-0.007841289043426514,Success
5,street,p092,GTCRN+SS,4,0.01,1.7200100421905518,0.7387792468070984,11.265445709228516,0.5913906276226044,1.7691627740859985,0.7462867498397827,-0.04915273189544678,-0.007507503032684326,Success
5,street,p092,GTCRN+SS,6,0.002,1.7187519073486328,0.7356598973274231,11.290433883666992,0.5897051393985748,1.7691627740859985,0.7462867498397827,-0.05041086673736572,-0.01062685251235962,Success
5,street,p092,GTCRN+SS,6,0.01,1.7224066257476807,0.7360676527023315,11.300470352172852,0.5902744889259338,1.7691627740859985,0.7462867498397827,-0.04675614833831787,-0.010219097137451172,Success
5,street,p092,GTCRN+SS,6,0.002,1.7185794115066528,0.7358695864677429,11.295536994934082,0.5897927343845367,1.7691627740859985,0.7462867498397827,-0.0505833625793457,-0.010417163372039795,Success
5,street,p092,GTCRN+SS,6,0.01,1.7222633361816406,0.7362785935401917,11.304930686950684,0.5903656303882598,1.7691627740859985,0.7462867498397827,-0.04689943790435791,-0.010008156299591064,Success
5,street,p092,GTCRN+SS,6,0.002,1.6249253749847412,0.735741913318634,9.6622953414917,0.5803634941577911,1.7691627740859985,0.7462867498397827,-0.14423739910125732,-0.010544836521148682,Success
5,street,p092,GTCRN+SS,6,0.01,1.6342976093292236,0.7361846566200256,9.719599723815918,0.5815220892429351,1.7691627740859985,0.7462867498397827,-0.1348651647567749,-0.01010209321975708,Success
5,street,p092,GTCRN+SS,6,0.002,1.7134888172149658,0.7387595772743225,11.236587524414062,0.5907286703586578,1.7691627740859985,0.7462867498397827,-0.055673956871032715,-0.007527172565460205,Success
5,street,p092,GTCRN+SS,6,0.01,1.7166435718536377,0.7391478419303894,11.246631622314453,0.5912382781505585,1.7691627740859985,0.7462867498397827,-0.05251920223236084,-0.0071389079093933105,Success
5,street,p092,GTCRN+SS,8,0.002,1.7210166454315186,0.7349516153335571,11.379837036132812,0.5895774722099304,1.7691627740859985,0.7462867498397827,-0.04814612865447998,-0.011335134506225586,Success
5,street,p092,GTCRN+SS,8,0.01,1.7241957187652588,0.7353670001029968,11.39006519317627,0.5901030719280242,1.7691627740859985,0.7462867498397827,-0.044967055320739746,-0.010919749736785889,Success
5,street,p092,GTCRN+SS,8,0.002,1.720818281173706,0.7351845502853394,11.385030746459961,0.5896741032600403,1.7691627740859985,0.7462867498397827,-0.04834449291229248,-0.01110219955444336,Success
5,street,p092,GTCRN+SS,8,0.01,1.724037528038025,0.7356001734733582,11.394604682922363,0.5902038395404816,1.7691627740859985,0.7462867498397827,-0.04512524604797363,-0.01068657636642456,Success
5,street,p092,GTCRN+SS,8,0.002,1.628695011138916,0.7353290319442749,9.672321319580078,0.580534017086029,1.7691627740859985,0.7462867498397827,-0.14046776294708252,-0.010957717895507812,Success
