SNR_dB,Noise_Type,Participant,Method,Nband,Floor,PESQ,STOI,SI_SDR,Weighted_Score,GTCRN_PESQ,GTCRN_STOI,PESQ_improvement,STOI_improvement,Status
-5,babble,p092,GTCRN_only,,,1.116379737854004,0.5726820826530457,-1.0086005926132202,0.44797901511192323,,,,,
-5,babble,p092,GTCRN_only,,,1.1496745347976685,0.4868035316467285,-1.2973229885101318,0.4083692193031311,,,,,
-5,train,p092,GTCRN_only,,,1.1867127418518066,0.6909002661705017,3.8643062114715576,0.5141214072704315,,,,,
-5,train,p092,GTCRN_only,,,1.2386306524276733,0.6235478520393372,4.952815055847168,0.4856369912624359,,,,,
-5,street,p092,GTCRN_only,,,1.183606505393982,0.6538165807723999,3.490906238555908,0.49526894092559814,,,,,
-5,street,p092,GTCRN_only,,,1.2391993999481201,0.6147425174713135,3.7918901443481445,0.48129119873046877,,,,,
-5,stationary,p092,GTCRN_only,,,1.5066174268722534,0.7921565175056458,7.424314022064209,0.5967400014400482,,,,,
-5,stationary,p092,GTCRN_only,,,1.571500539779663,0.69966721534729,6.951870918273926,0.5569836616516113,,,,,
0,babble,p092,GTCRN_only,,,1.2644529342651367,0.6855354309082031,4.668193817138672,0.5192130088806153,,,,,
0,babble,p092,GTCRN_only,,,1.2806670665740967,0.6066904664039612,5.308001518249512,0.48141193985939024,,,,,
0,train,p092,GTCRN_only,,,1.3374677896499634,0.7688800692558289,7.7003021240234375,0.5681868135929108,,,,,
0,train,p092,GTCRN_only,,,1.4745560884475708,0.6993016004562378,8.809012413024902,0.547106409072876,,,,,
0,street,p092,GTCRN_only,,,1.330061435699463,0.7389159798622131,7.05630350112915,0.5524641335010528,,,,,
0,street,p092,GTCRN_only,,,1.4225032329559326,0.6781724691390991,7.641063690185547,0.5313365578651428,,,,,
0,stationary,p092,GTCRN_only,,,1.8592408895492554,0.8464831113815308,10.077834129333496,0.6591656446456909,,,,,
0,stationary,p092,GTCRN_only,,,1.9926860332489014,0.7537760734558105,9.283758163452148,0.6261566400527954,,,,,
5,babble,p092,GTCRN_only,,,1.4774110317230225,0.7699006795883179,10.272990226745605,0.5826914429664611,,,,,
5,babble,p092,GTCRN_only,,,1.5530774593353271,0.6803653240203857,10.641870498657227,0.5454904079437256,,,,,
5,train,p092,GTCRN_only,,,1.6044650077819824,0.8182365894317627,11.799272537231445,0.6195647954940796,,,,,
5,train,p092,GTCRN_only,,,1.7776718139648438,0.7554647922515869,12.733346939086914,0.6054995775222778,,,,,
5,street,p092,GTCRN_only,,,1.5858590602874756,0.8151915669441223,11.019065856933594,0.6161816895008088,,,,,
5,street,p092,GTCRN_only,,,1.739828109741211,0.7468494772911072,11.85340690612793,0.5974075496196747,,,,,
5,stationary,p092,GTCRN_only,,,2.1403424739837646,0.8814802169799805,12.1228609085083,0.7047743558883667,,,,,
5,stationary,p092,GTCRN_only,,,2.3411366939544678,0.8081467747688293,10.787320137023926,0.6881870567798615,,,,,
10,babble,p092,GTCRN_only,,,1.7796428203582764,0.8456678986549377,13.93322467803955,0.6507982313632965,,,,,
10,babble,p092,GTCRN_only,,,2.004335880279541,0.7532603144645691,14.739588737487793,0.6270637452602387,,,,,
10,train,p092,GTCRN_only,,,1.9613492488861084,0.874122679233551,15.522859573364258,0.6831962645053864,,,,,
10,train,p092,GTCRN_only,,,2.1751153469085693,0.7972100973129272,16.315799713134766,0.6661165833473206,,,,,
10,street,p092,GTCRN_only,,,1.8756403923034668,0.8645709156990051,14.766335487365723,0.6698494970798492,,,,,
10,street,p092,GTCRN_only,,,2.132537841796875,0.7893862724304199,15.662092208862305,0.6579469203948974,,,,,
10,stationary,p092,GTCRN_only,,,2.4364635944366455,0.9083215594291687,13.693504333496094,0.7478071391582489,,,,,
10,stationary,p092,GTCRN_only,,,2.5535171031951904,0.8382948637008667,13.533564567565918,0.7244991421699524,,,,,
15,babble,p092,GTCRN_only,,,2.146751642227173,0.8784531950950623,18.10845375061035,0.7039017617702484,,,,,
15,babble,p092,GTCRN_only,,,2.3616786003112793,0.7830808162689209,19.624662399291992,0.6777082681655884,,,,,
15,train,p092,GTCRN_only,,,2.291532039642334,0.9013810753822327,18.849288940429688,0.7298437416553497,,,,,
15,train,p092,GTCRN_only,,,2.5887153148651123,0.8127978444099426,20.0687255859375,0.7152704536914826,,,,,
15,street,p092,GTCRN_only,,,2.226623296737671,0.8966713547706604,17.907102584838867,0.7209980070590973,,,,,
15,street,p092,GTCRN_only,,,2.524752616882324,0.8260069489479065,19.428237915039062,0.7154787361621857,,,,,
15,stationary,p092,GTCRN_only,,,2.6085755825042725,0.9335060715675354,16.767370223999023,0.777610594034195,,,,,
15,stationary,p092,GTCRN_only,,,2.687422275543213,0.8723461031913757,20.88848114013672,0.7549152791500091,,,,,
-5,babble,p092,GTCRN+SS,4,0.01,1.1148736476898193,0.5609427094459534,-1.0731432437896729,0.44195871949195864,1.116379737854004,0.5726820826530457,-0.0015060901641845703,-0.011739373207092285,Success
-5,babble,p092,GTCRN+SS,4,0.01,1.078101634979248,0.5306451320648193,-1.5244605541229248,0.4231327295303345,1.116379737854004,0.5726820826530457,-0.03827810287475586,-0.04203695058822632,Success
-5,babble,p092,GTCRN+SS,6,0.01,1.1143490076065063,0.5607925057411194,-1.07576584815979,0.44183115363121034,1.116379737854004,0.5726820826530457,-0.0020307302474975586,-0.01188957691192627,Success
-5,babble,p092,GTCRN+SS,6,0.01,1.0782344341278076,0.5309403538703918,-1.5506649017333984,0.4232936203479767,1.116379737854004,0.5726820826530457,-0.03814530372619629,-0.04174172878265381,Success
-5,babble,p092,GTCRN+SS,8,0.01,1.1151760816574097,0.5610579252243042,-1.0759390592575073,0.44204657077789306,1.116379737854004,0.5726820826530457,-0.0012036561965942383,-0.011624157428741455,Success
