epoch,train_mse,val_mse,train_mae,val_mae,train_rel_err,val_rel_err,learning_rate
1,48.7890854338989,50.165649735175116,6.664367602327019,6.31998791994503,666.4367602327019,631.998791994503,0.0004
2,45.05190601291768,45.24786857254079,6.3740226162285945,5.9382206746251756,637.4022616228594,593.8220674625176,0.0006000000000000001
3,39.27421946145097,38.23149617213028,5.874497863335001,5.347447374163944,587.4497863335,534.7447374163944,0.0008
4,32.220925513240594,30.781769401814255,5.217150446499775,4.656452470863364,521.7150446499775,465.64524708633644,0.001
5,25.663028418156134,24.66536846932396,4.546301752559195,4.051225220589103,454.63017525591954,405.1225220589103,0.001
6,20.478088202250344,19.72876350665896,3.9643407212643367,3.5276100862745214,396.43407212643365,352.76100862745216,0.001
7,16.336938465020285,15.768556542177345,3.4545921518058456,3.0772841975776486,345.4592151805846,307.72841975776487,0.001
8,13.087661353883947,12.644907945336369,3.014554359444553,2.69720316499652,301.4554359444553,269.72031649965203,0.001
9,10.675424088179224,10.285708966888043,2.663245802226971,2.3938091469276777,266.3245802226971,239.38091469276776,0.001
10,8.867449825358515,8.584543980689606,2.377794991909627,2.170645613874701,237.7794991909627,217.06456138747006,0.001
11,7.575021991219208,7.369156176642327,2.166150915304149,2.013238963356552,216.6150915304149,201.3238963356552,0.001
12,6.716466929829185,6.525126016685737,2.025072502689239,1.9031000666854423,202.50725026892388,190.31000666854422,0.001
13,6.1285988187498495,5.940660185878759,1.9329402622189327,1.8347881529938779,193.29402622189326,183.47881529938778,0.001
14,5.724498668057597,5.526115976637609,1.873758977487648,1.792009524701261,187.3758977487648,179.2009524701261,0.001
15,5.437181858496002,5.197165702818114,1.8375612349871586,1.7614890695224306,183.75612349871585,176.14890695224307,0.001
16,5.215929578788969,4.946042482571102,1.8092805275926802,1.7367391721863092,180.928052759268,173.67391721863092,0.001
17,5.028001969457511,4.704163711470633,1.782927899960307,1.7122589518478761,178.2927899960307,171.22589518478762,0.001
18,4.891875544595696,4.559230422717139,1.7620799324201248,1.6931125992356058,176.2079932420125,169.31125992356058,0.001
19,4.774469475713693,4.400282592924634,1.7392168161890378,1.6716540284421337,173.9216816189038,167.16540284421336,0.001
20,4.6893881247425675,4.310276276423507,1.7211560703398001,1.6556148939668291,172.11560703398,165.5614893966829,0.001
21,4.627102982335102,4.224324952741439,1.7059589916814835,1.639736321558751,170.59589916814835,163.9736321558751,0.001
22,4.588662166094246,4.161696438577141,1.6935133563085425,1.6267901668278815,169.35133563085424,162.67901668278816,0.001
23,4.553732507292408,4.1436436774533165,1.6809786696275484,1.6172541301475705,168.09786696275484,161.72541301475704,0.001
24,4.541355304626442,4.0871268435262404,1.6741347530510515,1.6069901153300579,167.41347530510515,160.69901153300577,0.001
25,4.534674754946702,4.110896342290588,1.6685742358834208,1.6019600460568224,166.85742358834207,160.19600460568225,0.001
26,4.514847737643296,4.096677026441202,1.6631804934504455,1.5954340931074753,166.31804934504456,159.54340931074753,0.001
27,4.505996916793184,4.082626083039411,1.6602086874712272,1.5905608535073077,166.0208687471227,159.05608535073077,0.001
28,4.49813263211714,4.048348558429571,1.6584652981962842,1.5855700204516767,165.84652981962842,158.55700204516768,0.001
29,4.494630402739954,4.071598885774362,1.6577922981394182,1.5837011047149445,165.7792298139418,158.37011047149446,0.001
30,4.496886311733049,4.069057263589232,1.65688086033787,1.5808418834342892,165.688086033787,158.08418834342893,0.001
31,4.51029069687064,4.0817292486257415,1.6580154821837345,1.5798063974894718,165.80154821837345,157.98063974894717,0.001
32,4.495046501991628,4.052947651374848,1.6568952325874604,1.576272833958041,165.68952325874605,157.62728339580408,0.001
33,4.499359999144184,4.0305155938506365,1.6580941189207792,1.5750385173861372,165.80941189207792,157.50385173861372,0.001
34,4.503043948572985,4.064685109424581,1.6594985673628329,1.5751274497407783,165.9498567362833,157.51274497407783,0.001
35,4.4990919913245255,4.0453141680576366,1.658055090829219,1.5734551298025314,165.8055090829219,157.34551298025315,0.001
36,4.48896187349197,4.078281852712538,1.6560972187388987,1.5744060148130892,165.60972187388987,157.44060148130893,0.001
37,4.4967637794082815,4.071306745293313,1.6561166177358828,1.5734077836914466,165.61166177358828,157.34077836914466,0.001
38,4.492657336222473,4.050399347743385,1.6563957296548983,1.5721379402566265,165.63957296548983,157.21379402566265,0.001
39,4.4900886271029705,4.065050331104833,1.6563119528916457,1.5728924368239299,165.63119528916457,157.289243682393,0.001
40,4.490357531093722,4.073513051030399,1.6558925522407908,1.5731264256824107,165.58925522407907,157.31264256824107,0.001
41,4.489757831390805,4.054335595133474,1.6557989662401946,1.572035230298857,165.57989662401945,157.2035230298857,0.001
42,4.496674625443464,4.054492401767072,1.6578455391822358,1.5715723212653203,165.78455391822357,157.15723212653202,0.001
43,4.49589468440993,4.078714349645524,1.6565032808093454,1.5728131119283262,165.65032808093454,157.28131119283262,0.001
44,4.488146364442994,4.043383644777818,1.656508250917332,1.5717106502438867,165.6508250917332,157.17106502438867,0.001
45,4.487195623919716,4.057788520519505,1.6557120141301727,1.5715739570676985,165.57120141301726,157.15739570676985,0.001
46,4.485887955415018,4.055879562183714,1.6556646848254872,1.5719730698084886,165.56646848254871,157.19730698084885,0.001
47,4.49531703102156,4.045686531973623,1.6577623252730926,1.5711148495467306,165.77623252730928,157.11148495467307,0.001
48,4.497683540050349,4.063401304070871,1.657691274676657,1.5719099186209053,165.7691274676657,157.19099186209053,0.001
49,4.478901511041656,4.037733306890165,1.6547045796132571,1.571088308077159,165.4704579613257,157.1088308077159,0.001
50,4.498999118616958,4.051295629209772,1.6587689172788254,1.571689361773501,165.87689172788254,157.1689361773501,0.001
