Parameter,Value,PESQ_mean,PESQ_std,STOI_mean,STOI_std,SI_SDR_mean,SI_SDR_std,DNSMOS_mean,DNSMOS_std,Weighted_mean,Weighted_std,Count
Freq_spacing,mel,1.7885380232069228,0.48070950078690095,0.7407171665297614,0.09149274717074043,10.445315924190261,4.767508932022418,3.302795459720777,0.7548123731629635,0.599212385585573,0.09091664884565698,3375
Freq_spacing,log,1.7921624544638175,0.4829509105774565,0.7402986982486867,0.09197973182924712,10.374477527412896,4.724612408482319,3.311745976756971,0.7553035117392646,0.599365594570725,0.09137323288755407,3375
Freq_spacing,linear,1.7886671291987102,0.48074031944009077,0.7406324090604429,0.09142266620713532,10.448526300537365,4.768790754426952,3.3026376402768,0.7545110765141165,0.5991829174500926,0.09089471549588815,3375
Nband,8,1.7893478867919357,0.48358989126511104,0.7402824823149928,0.09152177279402031,10.416511238027502,4.7572998329236595,3.3025962508480156,0.7554841040352297,0.59907602983669,0.09129147884959554,3375
Nband,16,1.7887972357714619,0.4798922543430798,0.7411377042399513,0.09114725526191138,10.423405317948925,4.741496204015374,3.3065844004086653,0.7535293525274165,0.5994485756971218,0.09064096687475745,3375
Nband,4,1.791222484306053,0.4809198763977466,0.7402280872839468,0.09222156952100845,10.428403196164096,4.762584877052521,3.3079984254978685,0.7556375077062764,0.5992362920725788,0.09125121599394957,3375
FRMSZ_ms,20,1.8019355307331792,0.48825915721212004,0.7417079802089267,0.09128692568094565,10.276319665749869,4.633648229431675,3.357830698624261,0.7506487165072483,0.6010475431777813,0.09156559753200703,3375
FRMSZ_ms,25,1.7659831060126976,0.4676319930463476,0.738982223228172,0.09169418992873872,9.84693430029463,4.52732883862872,3.387076043523742,0.7524871814032229,0.5960894222153558,0.08966383615254353,3375
FRMSZ_ms,8,1.8014489701235736,0.48735589565208426,0.7409580704017922,0.09189288253327889,11.145065786096026,4.995354516942843,3.1722723346065465,0.7434415592082814,0.6006239322132534,0.09185749053580873,3375
OVLP,75,1.8701810316862884,0.5399092338626453,0.7445172026245682,0.09347003350001148,11.479894135344704,5.2293116226683605,3.196993699101274,0.7605378384283494,0.6092767044809131,0.09802862426541974,3375
OVLP,25,1.6753850500318739,0.3674086946980556,0.735673478047053,0.08862553333953985,9.186225471774737,3.9561049222029965,3.3698764015650284,0.7342208283625493,0.5853752440267139,0.07898646891192908,3375
OVLP,50,1.823801525151288,0.49823454173187076,0.7414575931672697,0.0925089644226636,10.602200145021081,4.703186671616339,3.3503089760882454,0.7577186087081975,0.6031089490987636,0.09338240442189066,3375
