SNR_dB,Noise_File,Participant,Method,FLOOR,FRMSZ,Nband,AVRGING,Noisefr,VAD,PESQ,STOI,SI_SDR,Weighted_Score,PESQ_improvement,STOI_improvement,SI_SDR_improvement,Status
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,8,8,1,3,1,1.1606470346450806,0.723758339881897,4.58954381942749,0.5279438734054566,-0.009814262390136719,-0.002655327320098877,0.04561138153076172,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,20,4,1,1,0,1.2287880182266235,0.7232787609100342,4.774628639221191,0.5345181822776794,0.05832672119140625,-0.00313490629196167,0.2306962013244629,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,20,4,1,1,1,1.170215129852295,0.7280623912811279,4.569272041320801,0.5310527086257935,-0.0002461671829223633,0.00164872407913208,0.025339603424072266,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,20,4,1,3,0,1.2241448163986206,0.724481999874115,4.814263343811035,0.5346554815769196,0.05368351936340332,-0.0019316673278808594,0.27033090591430664,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,20,4,1,3,1,1.1702114343643188,0.7280501127243042,4.568863391876221,0.531046199798584,-0.0002498626708984375,0.0016364455223083496,0.024930953979492188,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,20,8,1,1,0,1.2296749353408813,0.7234693765640259,4.772337913513184,0.5347021818161011,0.05921363830566406,-0.0029442906379699707,0.22840547561645508,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,20,8,1,1,1,1.1705269813537598,0.7282806038856506,4.568641662597656,0.5311930000782012,6.568431854248047e-05,0.0018669366836547852,0.024709224700927734,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,20,8,1,3,0,1.2247388362884521,0.7244540452957153,4.812089443206787,0.5347009062767029,0.05427753925323486,-0.0019596219062805176,0.2681570053100586,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.3,20,8,1,3,1,1.1705293655395508,0.7282747030258179,4.568233489990234,0.531190288066864,6.80685043334961e-05,0.0018610358238220215,0.02430105209350586,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,8,4,1,1,0,1.1980524063110352,0.7229616045951843,4.643104553222656,0.5312860429286956,0.02759110927581787,-0.0034520626068115234,0.09917211532592773,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,8,4,1,1,1,1.1980540752410889,0.7228378057479858,4.638185501098633,0.5312243103981018,0.027592778205871582,-0.0035758614540100098,0.0942530632019043,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,8,4,1,3,0,1.2025984525680542,0.7223185300827026,4.7186455726623535,0.5314191102981567,0.032137155532836914,-0.004095137119293213,0.174713134765625,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,8,4,1,3,1,1.1619107723236084,0.7244474291801453,4.568324089050293,0.5284147918224334,-0.008550524711608887,-0.001966238021850586,0.024391651153564453,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,8,8,1,1,0,1.1983776092529297,0.7228997349739075,4.645000457763672,0.5312876284122467,0.027916312217712402,-0.003513932228088379,0.10106801986694336,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,8,8,1,1,1,1.1985008716583252,0.7226953506469727,4.641232013702393,0.5311977624893188,0.02803957462310791,-0.0037183165550231934,0.09729957580566406,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,8,8,1,3,0,1.2028573751449585,0.7223445177078247,4.71507453918457,0.5314579963684082,0.03239607810974121,-0.004069149494171143,0.1711421012878418,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,8,8,1,3,1,1.1621334552764893,0.7247859239578247,4.568058967590332,0.5286063075065612,-0.008327841758728027,-0.0016277432441711426,0.024126529693603516,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,20,4,1,1,0,1.2171815633773804,0.7265024781227112,4.769845485687256,0.5349693953990936,0.046720266342163086,8.881092071533203e-05,0.22591304779052734,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,20,4,1,1,1,1.170712947845459,0.728760838508606,4.553277015686035,0.5314517140388488,0.0002516508102416992,0.0023471713066101074,0.00934457778930664,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,20,4,1,3,0,1.2149686813354492,0.7272927761077881,4.825194835662842,0.535143256187439,0.044507384300231934,0.0008791089057922363,0.2812623977661133,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,20,4,1,3,1,1.170723557472229,0.7287428975105286,4.5521016120910645,0.5314438045024872,0.00026226043701171875,0.002329230308532715,0.008169174194335938,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,20,8,1,1,0,1.217590093612671,0.7266748547554016,4.768228530883789,0.5350964367389679,0.04712879657745361,0.0002611875534057617,0.22429609298706055,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,20,8,1,1,1,1.1712826490402222,0.7288093566894531,4.55290412902832,0.5315329432487488,0.0008213520050048828,0.0023956894874572754,0.008971691131591797,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,20,8,1,3,0,1.2152787446975708,0.7272164225578308,4.823552131652832,0.5351360857486724,0.044817447662353516,0.0008027553558349609,0.2796196937561035,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.5,20,8,1,3,1,1.1712987422943115,0.7288004159927368,4.551731109619141,0.5315300822257996,0.0008374452590942383,0.002386748790740967,0.007798671722412109,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,8,4,1,1,0,1.1719069480895996,0.7246236801147461,4.47960090637207,0.529502534866333,0.0014456510543823242,-0.0017899870872497559,-0.0643315315246582,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,8,4,1,1,1,1.1720077991485596,0.7245717644691467,4.475249767303467,0.5294866621494293,0.0015465021133422852,-0.001841902732849121,-0.06868267059326172,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,8,4,1,3,0,1.1770260334014893,0.7244427800178528,4.524784564971924,0.5299239933490754,0.006564736366271973,-0.0019708871841430664,-0.019147872924804688,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,8,4,1,3,1,1.1635055541992188,0.7254349589347839,4.531590938568115,0.5290680348873138,-0.006955742835998535,-0.000978708267211914,-0.012341499328613281,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,8,8,1,1,0,1.1721423864364624,0.7245281934738159,4.483266830444336,0.5294783353805542,0.0016810894012451172,-0.0018854737281799316,-0.06066560745239258,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,8,8,1,1,1,1.172250747680664,0.7244135737419128,4.480888366699219,0.5294318616390228,0.0017894506454467773,-0.002000093460083008,-0.06304407119750977,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,8,8,1,3,0,1.1770838499069214,0.7244511246681213,4.523039817810059,0.5299339473247529,0.0066225528717041016,-0.0019625425338745117,-0.020892620086669922,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,8,8,1,3,1,1.1637754440307617,0.7257232069969177,4.531455993652344,0.529239147901535,-0.006685853004455566,-0.000690460205078125,-0.012476444244384766,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,20,4,1,1,0,1.1967898607254028,0.7293164134025574,4.6852569580078125,0.534337192773819,0.026328563690185547,0.0029027462005615234,0.14132452011108398,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,20,4,1,1,1,1.1726877689361572,0.7294612526893616,4.522439956665039,0.5319994032382965,0.0022264719009399414,0.0030475854873657227,-0.021492481231689453,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,20,4,1,3,0,1.2064050436019897,0.7297689914703369,4.743098258972168,0.5355250000953674,0.03594374656677246,0.0033553242683410645,0.19916582107543945,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,20,4,1,3,1,1.172620415687561,0.7294395565986633,4.51991605758667,0.5319818198680878,0.00215911865234375,0.0030258893966674805,-0.024016380310058594,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,20,8,1,1,0,1.1968973875045776,0.7294774055480957,4.684028148651123,0.5344284415245056,0.02643609046936035,0.0030637383460998535,0.14009571075439453,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,20,8,1,1,1,1.172687292098999,0.7293055057525635,4.522334098815918,0.5319214820861816,0.0022259950637817383,0.002891838550567627,-0.021598339080810547,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,20,8,1,3,0,1.206499457359314,0.7296613454818726,4.741738319396973,0.5354806184768677,0.03603816032409668,0.003247678279876709,0.19780588150024414,Success
-5,Car Noise_60mph,p092,GTCRN+SS,0.8,20,8,1,3,1,1.1727098226547241,0.7292957305908203,4.519814491271973,0.5319188475608826,0.002248525619506836,0.002882063388824463,-0.02411794662475586,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,8,4,1,1,0,1.3506503105163574,0.6266637444496155,4.065468788146973,0.4983969032764435,0.04256880283355713,-0.011798739433288574,-1.63995361328125,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,8,4,1,1,1,1.2914711236953735,0.6354442834854126,5.915359973907471,0.49686925411224364,-0.016610383987426758,-0.003018200397491455,0.20993757247924805,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,8,4,1,3,0,1.3524795770645142,0.6240838766098022,4.226400375366211,0.49728989601135254,0.04439806938171387,-0.014378607273101807,-1.4790220260620117,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,8,4,1,3,1,1.2913777828216553,0.6354346871376038,5.915067195892334,0.4968551218509674,-0.01670372486114502,-0.003027796745300293,0.20964479446411133,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,8,8,1,1,0,1.3543646335601807,0.6269648671150208,4.05548095703125,0.4989188969135284,0.04628312587738037,-0.0114976167678833,-1.6499414443969727,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,8,8,1,1,1,1.291669249534607,0.6353728175163269,5.914914131164551,0.49685333371162416,-0.01641225814819336,-0.0030896663665771484,0.20949172973632812,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,8,8,1,3,0,1.3575639724731445,0.6246084570884705,4.214384078979492,0.4980606257915497,0.04948246479034424,-0.013854026794433594,-1.4910383224487305,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,8,8,1,3,1,1.291582703590393,0.6353638172149658,5.914620876312256,0.4968401789665222,-0.016498804092407227,-0.0030986666679382324,0.2091984748840332,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,20,4,1,1,0,1.372740387916565,0.6267176866531372,4.710373401641846,0.5006328821182251,0.06465888023376465,-0.011744797229766846,-0.995048999786377,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,20,4,1,1,1,1.3032739162445068,0.6351644992828369,5.796234130859375,0.4979096412658691,-0.004807591438293457,-0.0032979846000671387,0.09081172943115234,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,20,4,1,3,0,1.3756392002105713,0.6274198293685913,4.916795253753662,0.5012738347053528,0.067557692527771,-0.011042654514312744,-0.7886271476745605,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,20,4,1,3,1,1.3037865161895752,0.6353089809417725,5.812268257141113,0.49803314208984373,-0.004294991493225098,-0.003153502941131592,0.10684585571289062,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,20,8,1,1,0,1.3760677576065063,0.6270349621772766,4.702419281005859,0.501124256849289,0.06798624992370605,-0.011427521705627441,-1.0030031204223633,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,20,8,1,1,1,1.303418755531311,0.6354729533195496,5.795168399810791,0.49807835221290586,-0.004662752151489258,-0.002989530563354492,0.08974599838256836,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,20,8,1,3,0,1.3804757595062256,0.6276807188987732,4.9107537269592285,0.5018879354000092,0.07239425182342529,-0.01078176498413086,-0.7946686744689941,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.002,20,8,1,3,1,1.303936243057251,0.6356207728385925,5.8111982345581055,0.49820401072502135,-0.004145264625549316,-0.0028417110443115234,0.10577583312988281,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,8,4,1,1,0,1.364168643951416,0.6315833330154419,4.753950119018555,0.5022085309028625,0.05608713626861572,-0.006879150867462158,-0.951472282409668,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,8,4,1,1,1,1.2988557815551758,0.6357218623161316,5.911157608032227,0.4977465093135834,-0.009225726127624512,-0.002740621566772461,0.2057352066040039,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,8,4,1,3,0,1.368478536605835,0.6305460333824158,4.820463180541992,0.5021208703517914,0.06039702892303467,-0.007916450500488281,-0.8849592208862305,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,8,4,1,3,1,1.2988487482070923,0.635718584060669,5.9111175537109375,0.4977441668510437,-0.009232759475708008,-0.0027438998222351074,0.20569515228271484,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,8,8,1,1,0,1.3662282228469849,0.6316729784011841,4.746105194091797,0.5024593114852905,0.05814671516418457,-0.006789505481719971,-0.9593172073364258,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,8,8,1,1,1,1.2989296913146973,0.6356384754180908,5.910909175872803,0.49771220684051515,-0.009151816368103027,-0.0028240084648132324,0.20548677444458008,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,8,8,1,3,0,1.3707810640335083,0.6307870745658875,4.814089298248291,0.5024716436862946,0.06269955635070801,-0.0076754093170166016,-0.8913331031799316,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,8,8,1,3,1,1.2989228963851929,0.6356353759765625,5.910869121551514,0.4977099776268005,-0.009158611297607422,-0.0028271079063415527,0.20544672012329102,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,20,4,1,1,0,1.3805091381072998,0.6320793032646179,5.11802864074707,0.504090565443039,0.07242763042449951,-0.006383180618286133,-0.5873937606811523,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,20,4,1,1,1,1.3097500801086426,0.6359182000160217,5.803492546081543,0.4989341080188751,0.0016685724258422852,-0.0025442838668823242,0.09807014465332031,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,20,4,1,3,0,1.3893976211547852,0.6320295333862305,5.271925926208496,0.5049545288085937,0.08131611347198486,-0.006432950496673584,-0.43349647521972656,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,20,4,1,3,1,1.309913158416748,0.6360307931900024,5.816174507141113,0.49900671243667605,0.001831650733947754,-0.0024316906929016113,0.11075210571289062,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,20,8,1,1,0,1.3823668956756592,0.6321480870246887,5.113281726837158,0.5043107330799103,0.07428538799285889,-0.006314396858215332,-0.5921406745910645,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,20,8,1,1,1,1.309814691543579,0.6360608339309692,5.802702903747559,0.49901188611984254,0.0017331838607788086,-0.0024016499519348145,0.09728050231933594,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,20,8,1,3,0,1.3921228647232056,0.6321608424186707,5.268509387969971,0.5052927076816559,0.08404135704040527,-0.0063016414642333984,-0.43691301345825195,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.1,20,8,1,3,1,1.3099753856658936,0.6361745595932007,5.81538200378418,0.4990848183631897,0.0018938779830932617,-0.002287924289703369,0.10995960235595703,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,8,4,1,1,0,1.350536823272705,0.63450026512146,5.358588695526123,0.5023038148880005,0.042455315589904785,-0.003962218761444092,-0.3468337059020996,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,8,4,1,1,1,1.3042166233062744,0.6359403729438782,5.879805564880371,0.49839184880256654,-0.003864884376525879,-0.002522110939025879,0.17438316345214844,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,8,4,1,3,0,1.358654499053955,0.6342240571975708,5.350615978240967,0.502977478504181,0.050572991371154785,-0.004238426685333252,-0.35480642318725586,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,8,4,1,3,1,1.3042157888412476,0.635939359664917,5.879611015319824,0.49839125871658324,-0.0038657188415527344,-0.0025231242179870605,0.17418861389160156,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,8,8,1,1,0,1.351680874824524,0.6344737410545349,5.352939605712891,0.5024049580097198,0.04359936714172363,-0.003988742828369141,-0.35248279571533203,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,8,8,1,1,1,1.3042469024658203,0.6358491778373718,5.879784107208252,0.49834927916526794,-0.0038346052169799805,-0.0026133060455322266,0.1743617057800293,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,8,8,1,3,0,1.3595037460327148,0.6342554092407227,5.3492631912231445,0.5030780792236328,0.05142223834991455,-0.0042070746421813965,-0.3561592102050781,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,8,8,1,3,1,1.3042516708374023,0.6358480453491211,5.879589080810547,0.4983491897583008,-0.0038298368453979492,-0.002614438533782959,0.17416667938232422,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,20,4,1,1,0,1.3677823543548584,0.6358203291893005,5.471583366394043,0.5046884000301362,0.059700846672058105,-0.0026421546936035156,-0.2338390350341797,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,20,4,1,1,1,1.3148131370544434,0.6368025541305542,5.791482448577881,0.49988259077072145,0.006731629371643066,-0.0016599297523498535,0.0860600471496582,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,20,4,1,3,0,1.3707565069198608,0.6357364654541016,5.5574421882629395,0.5049438834190368,0.06267499923706055,-0.0027260184288024902,-0.1479802131652832,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,20,4,1,3,1,1.314857006072998,0.6368495225906372,5.792026042938232,0.4999104619026184,0.006775498390197754,-0.0016129612922668457,0.08660364151000977,Success
-5,Car Noise_Idle Noise_40mph,p092,GTCRN+SS,0.3,20,8,1,1,0,1.3686399459838867,0.6357495784759521,5.469196319580078,0.5047387838363647,0.060558438301086426,-0.0027129054069519043,-0.23622608184814453,Success
