SNR_dB,Noise_File,Participant,Method,FLOOR,FRMSZ,Nband,AVRGING,Noisefr,VAD,PESQ,STOI,SI_SDR,Weighted_Score,PESQ_improvement,STOI_improvement,SI_SDR_improvement,Status
-5,Construction_Jackhammer1,p092,GTCRN+SS,0.8,8,4,1,3,1,1.3721065521240234,0.7468295693397522,6.025574684143066,0.5606254398822784,0.013527631759643555,-0.003087341785430908,-0.026418685913085938,Success
0,Construction_Jackhammer1,p092,GTCRN+SS,0.5,8,4,1,3,1,1.5853735208511353,0.8222318887710571,8.922718048095703,0.619653296470642,0.017138361930847168,-0.003212153911590576,-0.07424354553222656,Success
5,Water Cooler,p092,GTCRN+SS,0.5,8,8,1,3,0,1.9933058023452759,0.8382240533828735,11.307305335998535,0.6684426069259644,0.04687178134918213,-0.003582179546356201,-1.1466608047485352,Success
10,Water Cooler,p092,GTCRN+SS,0.8,8,8,1,1,1,2.3248701095581055,0.8893386125564575,15.51986312866211,0.7271563172340393,0.03353548049926758,-0.0010842680931091309,-0.4369344711303711,Success
15,Water Cooler,p092,GTCRN+SS,0.8,8,8,1,3,1,2.610102653503418,0.9197100400924683,18.236772537231445,0.770865285396576,0.0371394157409668,-0.0015403032302856445,-0.9721736907958984,Success
