clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p101_emo_amazement_freeform,WF_p101_emo_amazement_freeform_fold10_101382-2-0-10_SNR0dB.wav,16000,1.1632845401763916,-0.2753784656524658,0.5491751432418823,2.7062914848327635,4.079065212142639,1.7914731982525542,2.286258619028126
