clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p101_emo_anger_sentences,WF_p101_emo_anger_sentences_fold10_157207-6-0-0_SNR0dB.wav,16000,2.147313117980957,0.04600079730153084,0.9440758228302002,3.3944809777396068,4.28148563814641,2.6719006734043846,3.1096079381607815
