clean_file,enhanced_file,sampling_rate,PESQ_Baseline_Noisy,SI_SDR_Baseline_Noisy,STOI_Baseline_Noisy,DNSMOS_p808_mos_Baseline_Noisy,DNSMOS_mos_sig_Baseline_Noisy,DNSMOS_mos_bak_Baseline_Noisy,DNSMOS_mos_ovr_Baseline_Noisy,source_file,enhanced_file_SS_TD,sampling_rate_SS_TD,PESQ_SS_TD,SI_SDR_SS_TD,STOI_SS_TD,DNSMOS_p808_mos_SS_TD,DNSMOS_mos_sig_SS_TD,DNSMOS_mos_bak_SS_TD,DNSMOS_mos_ovr_SS_TD,source_file_SS_TD,enhanced_file_TD_baseline,sampling_rate_TD_baseline,PESQ_TD_baseline,SI_SDR_TD_baseline,STOI_TD_baseline,DNSMOS_p808_mos_TD_baseline,DNSMOS_mos_sig_TD_baseline,DNSMOS_mos_bak_TD_baseline,DNSMOS_mos_ovr_TD_baseline,source_file_TD_baseline,noise_category,PESQ_diff_SS_TD,PESQ_pct_SS_TD,PESQ_diff_TD_baseline,PESQ_pct_TD_baseline,SI_SDR_diff_SS_TD,SI_SDR_pct_SS_TD,SI_SDR_diff_TD_baseline,SI_SDR_pct_TD_baseline,STOI_diff_SS_TD,STOI_pct_SS_TD,STOI_diff_TD_baseline,STOI_pct_TD_baseline,DNSMOS_p808_mos_diff_SS_TD,DNSMOS_p808_mos_pct_SS_TD,DNSMOS_p808_mos_diff_TD_baseline,DNSMOS_p808_mos_pct_TD_baseline,DNSMOS_mos_sig_diff_SS_TD,DNSMOS_mos_sig_pct_SS_TD,DNSMOS_mos_sig_diff_TD_baseline,DNSMOS_mos_sig_pct_TD_baseline,DNSMOS_mos_bak_diff_SS_TD,DNSMOS_mos_bak_pct_SS_TD,DNSMOS_mos_bak_diff_TD_baseline,DNSMOS_mos_bak_pct_TD_baseline,DNSMOS_mos_ovr_diff_SS_TD,DNSMOS_mos_ovr_pct_SS_TD,DNSMOS_mos_ovr_diff_TD_baseline,DNSMOS_mos_ovr_pct_TD_baseline
p092_emo_confusion_sentences,BASELINE_p092_emo_confusion_sentences_Noise Recordings_Inside Train_1_SNR[10]dB.wav,16000,1.6501154899597168,10.003355026245115,0.5181522965431213,2.7214810848236084,4.149740153566925,2.9536527771444465,3.0445765292439364,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_confusion_sentences_Noise Recordings_Inside Train_1_SNR[10]dB_CLN-p092_emo_confusion_sentences.csv,WFTD_p092_emo_confusion_sentences_Noise Recordings_Inside Flight_SNR[10]dB.wav,16000,1.5673205852508545,9.995161056518556,0.5337998270988464,2.866204738616944,4.012648972611247,2.6831309123308387,2.8085852033746668,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_confusion_sentences_Noise Recordings_Inside Flight_SNR[10]dB_CLN-p092_emo_confusion_sentences.csv,TD_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[10]dB.wav,16000,1.5673205852508545,9.995161056518556,0.5337998270988464,2.866204738616944,4.012649442617212,2.6831309123308387,2.808585730196092,TD_EXP3p1a_data_ENH-TD_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[10]dB_CLN-p092_emo_confusion_sentences.csv,Train,-0.0827949047088623,-5.017521816662876,-0.0827949047088623,-5.017521816662876,-0.008193969726558947,-0.08191221550230889,-0.008193969726558947,-0.08191221550230889,0.015647530555725098,3.019870926003488,0.015647530555725098,3.019870926003488,0.1447236537933354,5.317826921538777,0.1447236537933354,5.317826921538777,-0.13709118095567785,-3.3036088015737706,-0.13709071094971303,-3.3035974754196644,-0.27052186481360785,-9.158891895043428,-0.27052186481360785,-9.158891895043428,-0.23599132586926963,-7.751203610831016,-0.23599079904784448,-7.751186307228361
p092_emo_amusement_sentences,BASELINE_p092_emo_amusement_sentences_Noise Recordings_Construction_Jackhammer1_SNR[10]dB.wav,16000,1.2757223844528198,9.988798141479492,0.8341472744941711,3.006846110026041,4.03054190677241,1.8633140462403592,2.4409005454207064,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_amusement_sentences_Noise Recordings_Construction_Jackhammer1_SNR[10]dB_CLN-p092_emo_amusement_sentences.csv,WFTD_p092_emo_amusement_sentences_Noise Recordings_Construction_Drilling_SNR[10]dB.wav,16000,1.188562035560608,9.819900512695312,0.8223103284835815,2.918914159138997,4.160672305868517,2.0583050760713952,2.5859653396904387,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_amusement_sentences_Noise Recordings_Construction_Drilling_SNR[10]dB_CLN-p092_emo_amusement_sentences.csv,TD_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[10]dB.wav,16000,1.188562035560608,9.819900512695312,0.8223103284835815,2.918914238611857,4.1606712215986255,2.0583047454697314,2.585964538892501,TD_EXP3p1a_data_ENH-TD_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[10]dB_CLN-p092_emo_amusement_sentences.csv,Construction,-0.08716034889221191,-6.832234814912066,-0.08716034889221191,-6.832234814912066,-0.1688976287841797,-1.6908703769156697,-0.1688976287841797,-1.6908703769156697,-0.0118369460105896,-1.4190474958714636,-0.0118369460105896,-1.4190474958714636,-0.08793195088704397,-2.9243914610010564,-0.08793187141418413,-2.9243888179372965,0.13013039909610669,3.2286080161442334,0.13012931482621504,3.2285811148015173,0.194991029831036,10.464743193691517,0.19499069922937218,10.464725451021435,0.1450647942697323,5.943085003683726,0.14506399347179455,5.943052196204567
p092_emo_adoration_sentences,BASELINE_p092_emo_adoration_sentences_Noise Recordings_Car Noise_Idle Noise_40mph_SNR[10]dB.wav,16000,1.3730535507202148,10.003267288208008,0.7743339538574219,3.466912405831473,3.9019027419883936,2.9461886207056347,2.891695578139418,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_adoration_sentences_Noise Recordings_Car Noise_Idle Noise_40mph_SNR[10]dB_CLN-p092_emo_adoration_sentences.csv,WFTD_p092_emo_adoration_sentences_Noise Recordings_Car Noise_60mph_SNR[10]dB.wav,16000,1.363511323928833,10.001262664794922,0.7820776700973511,3.5838584218706404,3.751352839462236,2.9889287369530217,2.8103819721301666,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_adoration_sentences_Noise Recordings_Car Noise_60mph_SNR[10]dB_CLN-p092_emo_adoration_sentences.csv,TD_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[10]dB.wav,16000,1.363513469696045,10.001263618469238,0.7820776700973511,3.583858251571656,3.751353505013396,2.9889287373121234,2.810382121384466,TD_EXP3p1a_data_ENH-TD_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[10]dB_CLN-p092_emo_adoration_sentences.csv,Car,-0.009542226791381836,-0.694963920844646,-0.009540081024169922,-0.6948076438217442,-0.0020046234130859375,-0.020039686587691362,-0.0020036697387695312,-0.020030152959438417,0.007743716239929199,1.0000486484356141,0.007743716239929199,1.0000486484356141,0.11694601603916732,3.373203656442541,0.11694584574018307,3.373198744320044,-0.15054990252615763,-3.85837147876828,-0.15054923697499767,-3.8583544216757795,0.04274011624738705,1.4506917835135236,0.04274011660648869,1.450691795702208,-0.08131360600925142,-2.8119697876901144,-0.08131345675495183,-2.8119646262097455
p092_emo_cuteness_sentences,BASELINE_p092_emo_cuteness_sentences_Noise Recordings_SSN_IEEE_SNR[10]dB.wav,16000,1.2241908311843872,10.005537033081056,0.689511239528656,2.574707627296448,4.330480627141272,2.2824433771065475,2.849095665536395,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_cuteness_sentences_Noise Recordings_SSN_IEEE_SNR[10]dB_CLN-p092_emo_cuteness_sentences.csv,WFTD_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR[10]dB.wav,16000,1.2662584781646729,7.7051873207092285,0.7718925476074219,2.8255544900894165,4.275387490738161,2.469972049585502,2.8648287991129258,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR[10]dB_CLN-p092_emo_cuteness_sentences.csv,TD_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[10]dB.wav,16000,1.2662584781646729,7.705185413360596,0.7718925476074219,2.8255540132522583,4.275388386152727,2.4699749652756062,2.8648303734130534,TD_EXP3p1a_data_ENH-TD_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[10]dB_CLN-p092_emo_cuteness_sentences.csv,Babble/SSN,0.042067646980285645,3.4363635071164347,0.042067646980285645,3.4363635071164347,-2.300349712371828,-22.9907670599413,-2.3003516197204608,-22.99078612287242,0.08238130807876587,11.947783205837375,0.08238130807876587,11.947783205837375,0.2508468627929683,9.742731956574351,0.2508463859558101,9.742713436523642,-0.05509313640311131,-1.2722175930730475,-0.055092240988544816,-1.2721969160479414,0.18752867247895466,8.216136897848685,0.18753158816905868,8.21626464209563,0.015733133576530722,0.5522149981428816,0.015734707876658316,0.5522702542771923
p092_emo_amazement_freeform,BASELINE_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_60mph_SNR[10]dB.wav,16000,1.247445821762085,9.989192962646484,0.8375338315963745,3.0656916754586354,4.076939934501051,2.5925410350928013,2.9031564213616674,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_60mph_SNR[10]dB_CLN-p092_emo_amazement_freeform.csv,WFTD_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_40mph_SNR[10]dB.wav,16000,1.2392901182174685,9.89703369140625,0.8265364170074463,3.0398198195866177,4.04762192300246,2.182309178439008,2.640912072792592,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_40mph_SNR[10]dB_CLN-p092_emo_amazement_freeform.csv,TD_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[10]dB.wav,16000,1.2392902374267578,9.897032737731934,0.8265364170074463,3.0398197855268205,4.047622895431685,2.1823110611716503,2.6409142249656057,TD_EXP3p1a_data_ENH-TD_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[10]dB_CLN-p092_emo_amazement_freeform.csv,Car,-0.008155703544616477,-0.6537922050270771,-0.008155584335327148,-0.6537826487571975,-0.09215927124023438,-0.9225897586006606,-0.09216022491455078,-0.9225993056613688,-0.010997414588928223,-1.3130710872857148,-0.010997414588928223,-1.3130710872857148,-0.02587185587201768,-0.8439157818487139,-0.025871889931814884,-0.8439168928474969,-0.029318011498591368,-0.719118063292718,-0.029317039069366224,-0.7190942113537451,-0.41023185665379325,-15.82354343097635,-0.410229973921151,-15.823470809844546,-0.2622443485690753,-9.033076779448033,-0.2622421963960617,-9.033002647272525
p092_emo_confusion_freeform,BASELINE_p092_emo_confusion_freeform_Noise Recordings_Inside Flight_SNR[10]dB.wav,16000,1.311644434928894,10.00519561767578,0.7143891453742981,2.790749856403896,4.384935224957698,2.2428883609870893,2.7705428897753874,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_confusion_freeform_Noise Recordings_Inside Flight_SNR[10]dB_CLN-p092_emo_confusion_freeform.csv,WFTD_p092_emo_confusion_freeform_Noise Recordings_Construction_Trucks_Unloading_SNR[10]dB.wav,16000,1.264873743057251,9.867304801940918,0.7232492566108704,2.666773864201137,4.428261573580554,2.1632782530586687,2.7370286091114013,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_confusion_freeform_Noise Recordings_Construction_Trucks_Unloading_SNR[10]dB_CLN-p092_emo_confusion_freeform.csv,TD_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[10]dB.wav,16000,1.264873743057251,9.867304801940918,0.7232492566108704,2.666773932320731,4.428262610934515,2.163278398360356,2.7370287967556863,TD_EXP3p1a_data_ENH-TD_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[10]dB_CLN-p092_emo_confusion_freeform.csv,Stationary,-0.046770691871643066,-3.5658056883517038,-0.046770691871643066,-3.5658056883517038,-0.1378908157348615,-1.378192101424337,-0.1378908157348615,-1.378192101424337,0.008860111236572266,1.2402359825792266,0.008860111236572266,1.2402359825792266,-0.12397599220275923,-4.442389987704315,-0.12397592408316527,-4.442387546797839,0.04332634862285545,0.9880727171579466,0.0433273859768164,0.9880963743822324,-0.0796101079284206,-3.5494458535325584,-0.07960996262673348,-3.5494393752035585,-0.033514280663986096,-1.209664747933325,-0.0335140930197011,-1.2096579750988132
p092_emo_contentment_freeform,BASELINE_p092_emo_contentment_freeform_Noise Recordings_Inside Train_2_SNR[10]dB.wav,16000,1.554340362548828,10.007892608642578,0.8298836350440979,3.1992684432438443,3.276232810016299,2.504080167449195,2.213257576128501,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_contentment_freeform_Noise Recordings_Inside Train_2_SNR[10]dB_CLN-p092_emo_contentment_freeform.csv,WFTD_p092_emo_contentment_freeform_Noise Recordings_Inside Train_1_SNR[10]dB.wav,16000,1.295820236206055,9.986881256103516,0.8147104382514954,3.061474663870676,3.977996260405178,2.6349853518814124,2.6915305678078023,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_contentment_freeform_Noise Recordings_Inside Train_1_SNR[10]dB_CLN-p092_emo_contentment_freeform.csv,TD_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[10]dB.wav,16000,1.295820236206055,9.9868803024292,0.8147104382514954,3.0614747319902693,3.977995316779748,2.634985309110998,2.6915300370674875,TD_EXP3p1a_data_ENH-TD_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[10]dB_CLN-p092_emo_contentment_freeform.csv,Train,-0.258520126342773,-16.632143935247765,-0.258520126342773,-16.632143935247765,-0.0210113525390625,-0.2099478217913489,-0.021012306213378906,-0.20995735101347088,-0.015173196792602539,-1.8283523318056845,-0.015173196792602539,-1.8283523318056845,-0.1377937793731685,-4.30704024428331,-0.13779371125357498,-4.307038115059247,0.7017634503888788,21.41982853731898,0.701762506763449,21.419799735170766,0.13090518443221733,5.227675460788666,0.130905141661803,5.227673752759712,0.4782729916793014,21.609459144647385,0.47827246093898657,21.60943516459551
p092_emo_anger_sentences,BASELINE_p092_emo_anger_sentences_Noise Recordings_Construction_Trucks_Unloading_SNR[10]dB.wav,16000,1.262770175933838,10.004844665527344,0.8208940625190735,2.4126828057425365,4.349568134459292,1.625261662134612,2.230594544518934,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_anger_sentences_Noise Recordings_Construction_Trucks_Unloading_SNR[10]dB_CLN-p092_emo_anger_sentences.csv,WFTD_p092_emo_anger_sentences_Noise Recordings_Construction_Jackhammer2_SNR[10]dB.wav,16000,1.239048719406128,5.051095962524414,0.7613775730133057,2.764897721154349,3.8686345899332593,1.7434318539310043,2.161289186414495,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_anger_sentences_Noise Recordings_Construction_Jackhammer2_SNR[10]dB_CLN-p092_emo_anger_sentences.csv,TD_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[10]dB.wav,16000,1.239048719406128,5.051095962524414,0.7613775134086609,2.764897516795567,3.868634188178422,1.743431506084026,2.161289096995771,TD_EXP3p1a_data_ENH-TD_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[10]dB_CLN-p092_emo_anger_sentences.csv,Construction,-0.02372145652770996,-1.878525243927905,-0.02372145652770996,-1.878525243927905,-4.95374870300293,-49.51349939566326,-4.95374870300293,-49.51349939566326,-0.05951648950576782,-7.250203433452773,-0.0595165491104126,-7.25021069439514,0.3522149154118126,14.598475795222225,0.3522147110530307,14.59846732503371,-0.480933544526033,-11.057041289130634,-0.4809339462808704,-11.057050525791032,0.11817019179639221,7.270841031295106,0.11816984394941388,7.270819628773503,-0.06930535810443894,-3.107035219589217,-0.06930544752316292,-3.107039228328689
p092_emo_disappointment_freeform,BASELINE_p092_emo_disappointment_freeform_Noise Recordings_Train1_SNR[10]dB.wav,16000,1.4244543313980105,10.001015663146973,0.83281010389328,2.864599738802229,4.178499192589705,2.2632101774271014,2.6873763998084206,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_disappointment_freeform_Noise Recordings_Train1_SNR[10]dB_CLN-p092_emo_disappointment_freeform.csv,WFTD_p092_emo_disappointment_freeform_Noise Recordings_Street Noise_downtown_SNR[10]dB.wav,16000,1.4096012115478516,10.001578330993652,0.811381995677948,2.86003920010158,4.363334141342457,2.215947821758979,2.782034761389048,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_disappointment_freeform_Noise Recordings_Street Noise_downtown_SNR[10]dB_CLN-p092_emo_disappointment_freeform.csv,TD_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[10]dB.wav,16000,1.4096012115478516,10.001577377319336,0.811381995677948,2.86003920010158,4.363334176733636,2.2159476402880367,2.7820345734940863,TD_EXP3p1a_data_ENH-TD_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[10]dB_CLN-p092_emo_disappointment_freeform.csv,Train,-0.014853119850158913,-1.0427234852507719,-0.014853119850158913,-1.0427234852507719,0.0005626678466796875,0.00562610704383834,0.0005617141723632812,0.005616571269187767,-0.02142810821533203,-2.572988501839541,-0.02142810821533203,-2.572988501839541,-0.004560538700648653,-0.15920334833778715,-0.004560538700648653,-0.15920334833778715,0.1848349487527523,4.423476952695001,0.18483498414393118,4.423477799678026,-0.047262355668122424,-2.088288402884966,-0.0472625371390647,-2.0882964211832262,0.09465836158062757,3.5223335885280393,0.09465817368566576,3.5223265967660433
p092_emo_cuteness_freeform,BASELINE_p092_emo_cuteness_freeform_Noise Recordings_PC Fan Noise_SNR[10]dB.wav,16000,1.22050940990448,10.000267028808594,0.737342894077301,2.682676696777344,4.154295132176695,2.420789340277228,2.881796135126073,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_cuteness_freeform_Noise Recordings_PC Fan Noise_SNR[10]dB_CLN-p092_emo_cuteness_freeform.csv,WFTD_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR[10]dB.wav,16000,1.2013835906982422,8.296860694885254,0.6780070066452026,2.6023000717163085,3.89788808818241,2.279918700220627,2.6148360142357108,WFTD_EXP3p1b_data_ENH-WFTD_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR[10]dB_CLN-p092_emo_cuteness_freeform.csv,TD_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[10]dB.wav,16000,1.2013835906982422,8.296860694885254,0.6780070066452026,2.6023000717163085,3.897888191120316,2.279918139702834,2.614834949047464,TD_EXP3p1a_data_ENH-TD_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[10]dB_CLN-p092_emo_cuteness_freeform.csv,Stationary,-0.019125819206237793,-1.5670357844872844,-0.019125819206237793,-1.5670357844872844,-1.7034063339233398,-17.03360849281521,-1.7034063339233398,-17.03360849281521,-0.05933588743209839,-8.047258325632928,-0.05933588743209839,-8.047258325632928,-0.0803766250610356,-2.9961353583005637,-0.0803766250610356,-2.9961353583005637,-0.25640704399428493,-6.17209504467578,-0.25640694105637873,-6.172092566808828,-0.14087064005660066,-5.819202758075108,-0.14087120057439373,-5.819225912415048,-0.26696012089036225,-9.26367127904706,-0.2669611860786092,-9.263708241698025
