SNR_dB,Parameter,Best_Value,Score
0,Freq_spacing,mel,0.623597936646254
0,Nband,16,0.6224734096937222
0,FRMSZ_ms,25,0.6415804162213935
0,OVLP,25,0.6384104064268178
0,Floor,0.7,0.621322405063273
0,Noisefr,1,0.620094946172186
