clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p104_nonverbal_yelling,WF_p104_nonverbal_yelling_fold10_197554-2-0-82_SNR15dB.wav,16000,2.649367332458496,16.660709381103516,0.9535317420959473,2.532241106033325,3.5983396965758505,2.375759565719441,2.403877713297176
