clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p101_emo_amazement_freeform,WF_p101_emo_amazement_freeform_fold10_100648-1-2-0_SNR15dB.wav,16000,1.6974687576293945,11.717162132263184,0.6412367820739746,2.7950626373291017,3.950442907923056,2.727481620675424,2.914422089639365
