config,time_seconds,mode,Freq_spacing,Nband,FRMSZ,OVLP,Noisefr,FLOOR,AVRGING,VAD
mband_log_N16_F8_O25_FL0p02,37.3181049823761,standalone,log,16,8,25,1,0.02,1,1
mband_log_N16_F8_O25_FL0p2,41.250123262405396,standalone,log,16,8,25,1,0.2,1,1
mband_log_N16_F8_O25_FL0p001,37.17253398895264,standalone,log,16,8,25,3,0.001,1,1
mband_log_N16_F8_O25_FL0p02,41.022621631622314,standalone,log,16,8,25,3,0.02,1,1
mband_log_N16_F8_O25_FL0p2,36.97250175476074,standalone,log,16,8,25,3,0.2,1,1
mband_log_N16_F8_O50_FL0p001,51.97879719734192,standalone,log,16,8,50,1,0.001,1,1
mband_log_N16_F8_O50_FL0p02,49.60332465171814,standalone,log,16,8,50,1,0.02,1,1
mband_log_N16_F8_O50_FL0p2,48.48787879943848,standalone,log,16,8,50,1,0.2,1,1
mband_log_N16_F8_O50_FL0p001,49.617143630981445,standalone,log,16,8,50,3,0.001,1,1
mband_log_N16_F8_O50_FL0p02,48.83493518829346,standalone,log,16,8,50,3,0.02,1,1
mband_log_N16_F8_O50_FL0p2,48.676411628723145,standalone,log,16,8,50,3,0.2,1,1
mband_log_N16_F8_O75_FL0p001,84.06239223480225,standalone,log,16,8,75,1,0.001,1,1
mband_log_N16_F8_O75_FL0p02,82.8605215549469,standalone,log,16,8,75,1,0.02,1,1
mband_log_N16_F8_O75_FL0p2,80.13347339630127,standalone,log,16,8,75,1,0.2,1,1
mband_log_N16_F8_O75_FL0p001,82.40777707099915,standalone,log,16,8,75,3,0.001,1,1
mband_log_N16_F8_O75_FL0p02,80.14708590507507,standalone,log,16,8,75,3,0.02,1,1
mband_log_N16_F8_O75_FL0p2,79.84157705307007,standalone,log,16,8,75,3,0.2,1,1
mband_log_N16_F20_O25_FL0p001,28.05814480781555,standalone,log,16,20,25,1,0.001,1,1
mband_log_N16_F20_O25_FL0p02,26.349448680877686,standalone,log,16,20,25,1,0.02,1,1
mband_log_N16_F20_O25_FL0p2,25.813656330108643,standalone,log,16,20,25,1,0.2,1,1
mband_log_N16_F20_O25_FL0p001,28.400433778762817,standalone,log,16,20,25,3,0.001,1,1
mband_log_N16_F20_O25_FL0p02,25.395320653915405,standalone,log,16,20,25,3,0.02,1,1
mband_log_N16_F20_O25_FL0p2,26.761796951293945,standalone,log,16,20,25,3,0.2,1,1
mband_log_N16_F20_O50_FL0p001,29.82659888267517,standalone,log,16,20,50,1,0.001,1,1
mband_log_N16_F20_O50_FL0p02,33.18410325050354,standalone,log,16,20,50,1,0.02,1,1
mband_log_N16_F20_O50_FL0p2,29.95401620864868,standalone,log,16,20,50,1,0.2,1,1
mband_log_N16_F20_O50_FL0p001,32.446078062057495,standalone,log,16,20,50,3,0.001,1,1
mband_log_N16_F20_O50_FL0p02,28.08461594581604,standalone,log,16,20,50,3,0.02,1,1
mband_log_N16_F20_O50_FL0p2,33.735206842422485,standalone,log,16,20,50,3,0.2,1,1
mband_log_N16_F20_O75_FL0p001,42.29456448554993,standalone,log,16,20,75,1,0.001,1,1
mband_log_N16_F20_O75_FL0p02,47.181997537612915,standalone,log,16,20,75,1,0.02,1,1
mband_log_N16_F20_O75_FL0p2,43.34615921974182,standalone,log,16,20,75,1,0.2,1,1
mband_log_N16_F20_O75_FL0p001,45.46845769882202,standalone,log,16,20,75,3,0.001,1,1
mband_log_N16_F20_O75_FL0p02,48.23618006706238,standalone,log,16,20,75,3,0.02,1,1
mband_log_N16_F20_O75_FL0p2,40.521636724472046,standalone,log,16,20,75,3,0.2,1,1
mband_log_N16_F25_O25_FL0p001,29.066606044769287,standalone,log,16,25,25,1,0.001,1,1
mband_log_N16_F25_O25_FL0p02,21.44143271446228,standalone,log,16,25,25,1,0.02,1,1
mband_log_N16_F25_O25_FL0p2,27.65893054008484,standalone,log,16,25,25,1,0.2,1,1
mband_log_N16_F25_O25_FL0p001,21.901981115341187,standalone,log,16,25,25,3,0.001,1,1
mband_log_N16_F25_O25_FL0p02,26.856400728225708,standalone,log,16,25,25,3,0.02,1,1
mband_log_N16_F25_O25_FL0p2,20.9615695476532,standalone,log,16,25,25,3,0.2,1,1
mband_log_N16_F25_O50_FL0p001,31.40518069267273,standalone,log,16,25,50,1,0.001,1,1
mband_log_N16_F25_O50_FL0p02,32.30499887466431,standalone,log,16,25,50,1,0.02,1,1
mband_log_N16_F25_O50_FL0p2,27.310380697250366,standalone,log,16,25,50,1,0.2,1,1
mband_log_N16_F25_O50_FL0p001,31.170881271362305,standalone,log,16,25,50,3,0.001,1,1
mband_log_N16_F25_O50_FL0p02,23.933685779571533,standalone,log,16,25,50,3,0.02,1,1
mband_log_N16_F25_O50_FL0p2,31.254932403564453,standalone,log,16,25,50,3,0.2,1,1
mband_log_N16_F25_O75_FL0p001,36.68272376060486,standalone,log,16,25,75,1,0.001,1,1
mband_log_N16_F25_O75_FL0p02,43.219598054885864,standalone,log,16,25,75,1,0.02,1,1
mband_log_N16_F25_O75_FL0p2,36.67526125907898,standalone,log,16,25,75,1,0.2,1,1
mband_log_N16_F25_O75_FL0p001,40.64354085922241,standalone,log,16,25,75,3,0.001,1,1
mband_log_N16_F25_O75_FL0p02,41.65387845039368,standalone,log,16,25,75,3,0.02,1,1
mband_log_N16_F25_O75_FL0p2,34.812196016311646,standalone,log,16,25,75,3,0.2,1,1
mband_mel_N4_F8_O25_FL0p001,32.376816272735596,standalone,mel,4,8,25,1,0.001,1,1
mband_mel_N4_F8_O25_FL0p02,25.204784154891968,standalone,mel,4,8,25,1,0.02,1,1
mband_mel_N4_F8_O25_FL0p2,31.976439476013184,standalone,mel,4,8,25,1,0.2,1,1
mband_mel_N4_F8_O25_FL0p001,24.569046020507812,standalone,mel,4,8,25,3,0.001,1,1
mband_mel_N4_F8_O25_FL0p02,30.829238414764404,standalone,mel,4,8,25,3,0.02,1,1
mband_mel_N4_F8_O25_FL0p2,25.899378776550293,standalone,mel,4,8,25,3,0.2,1,1
mband_mel_N4_F8_O50_FL0p001,36.279757261276245,standalone,mel,4,8,50,1,0.001,1,1
mband_mel_N4_F8_O50_FL0p02,33.359705448150635,standalone,mel,4,8,50,1,0.02,1,1
mband_mel_N4_F8_O50_FL0p2,31.51877450942993,standalone,mel,4,8,50,1,0.2,1,1
mband_mel_N4_F8_O50_FL0p001,34.99300241470337,standalone,mel,4,8,50,3,0.001,1,1
mband_mel_N4_F8_O50_FL0p02,29.914257049560547,standalone,mel,4,8,50,3,0.02,1,1
mband_mel_N4_F8_O50_FL0p2,34.519453048706055,standalone,mel,4,8,50,3,0.2,1,1
mband_mel_N4_F8_O75_FL0p001,48.13756012916565,standalone,mel,4,8,75,1,0.001,1,1
mband_mel_N4_F8_O75_FL0p02,48.64553380012512,standalone,mel,4,8,75,1,0.02,1,1
mband_mel_N4_F8_O75_FL0p2,51.06089520454407,standalone,mel,4,8,75,1,0.2,1,1
mband_mel_N4_F8_O75_FL0p001,48.26180386543274,standalone,mel,4,8,75,3,0.001,1,1
mband_mel_N4_F8_O75_FL0p02,46.72192192077637,standalone,mel,4,8,75,3,0.02,1,1
mband_mel_N4_F8_O75_FL0p2,49.99358654022217,standalone,mel,4,8,75,3,0.2,1,1
mband_mel_N4_F20_O25_FL0p001,20.420317888259888,standalone,mel,4,20,25,1,0.001,1,1
mband_mel_N4_F20_O25_FL0p02,25.583184719085693,standalone,mel,4,20,25,1,0.02,1,1
mband_mel_N4_F20_O25_FL0p2,20.752179384231567,standalone,mel,4,20,25,1,0.2,1,1
mband_mel_N4_F20_O25_FL0p001,24.398126125335693,standalone,mel,4,20,25,3,0.001,1,1
mband_mel_N4_F20_O25_FL0p02,19.76275944709778,standalone,mel,4,20,25,3,0.02,1,1
mband_mel_N4_F20_O25_FL0p2,25.3163058757782,standalone,mel,4,20,25,3,0.2,1,1
mband_mel_N4_F20_O50_FL0p001,23.28779125213623,standalone,mel,4,20,50,1,0.001,1,1
mband_mel_N4_F20_O50_FL0p02,24.842693090438843,standalone,mel,4,20,50,1,0.02,1,1
mband_mel_N4_F20_O50_FL0p2,28.72446370124817,standalone,mel,4,20,50,1,0.2,1,1
mband_mel_N4_F20_O50_FL0p001,19.659500122070312,standalone,mel,4,20,50,3,0.001,1,1
mband_mel_N4_F20_O50_FL0p02,27.80908465385437,standalone,mel,4,20,50,3,0.02,1,1
mband_mel_N4_F20_O50_FL0p2,21.333388090133667,standalone,mel,4,20,50,3,0.2,1,1
mband_mel_N4_F20_O75_FL0p001,36.17267084121704,standalone,mel,4,20,75,1,0.001,1,1
mband_mel_N4_F20_O75_FL0p02,28.60791540145874,standalone,mel,4,20,75,1,0.02,1,1
mband_mel_N4_F20_O75_FL0p2,35.905407428741455,standalone,mel,4,20,75,1,0.2,1,1
mband_mel_N4_F20_O75_FL0p001,27.7382333278656,standalone,mel,4,20,75,3,0.001,1,1
mband_mel_N4_F20_O75_FL0p02,35.167805910110474,standalone,mel,4,20,75,3,0.02,1,1
mband_mel_N4_F20_O75_FL0p2,30.799766778945923,standalone,mel,4,20,75,3,0.2,1,1
mband_mel_N4_F25_O25_FL0p001,20.994303464889526,standalone,mel,4,25,25,1,0.001,1,1
mband_mel_N4_F25_O25_FL0p02,24.59948182106018,standalone,mel,4,25,25,1,0.02,1,1
mband_mel_N4_F25_O25_FL0p2,20.182836294174194,standalone,mel,4,25,25,1,0.2,1,1
mband_mel_N4_F25_O25_FL0p001,22.22851586341858,standalone,mel,4,25,25,3,0.001,1,1
mband_mel_N4_F25_O25_FL0p02,20.65505814552307,standalone,mel,4,25,25,3,0.02,1,1
mband_mel_N4_F25_O25_FL0p2,20.46766424179077,standalone,mel,4,25,25,3,0.2,1,1
mband_mel_N4_F25_O50_FL0p001,23.687065362930298,standalone,mel,4,25,50,1,0.001,1,1
mband_mel_N4_F25_O50_FL0p02,23.789178609848022,standalone,mel,4,25,50,1,0.02,1,1
mband_mel_N4_F25_O50_FL0p2,22.857059478759766,standalone,mel,4,25,50,1,0.2,1,1
mband_mel_N4_F25_O50_FL0p001,23.70968222618103,standalone,mel,4,25,50,3,0.001,1,1
mband_mel_N4_F25_O50_FL0p02,23.16947031021118,standalone,mel,4,25,50,3,0.02,1,1
mband_mel_N4_F25_O50_FL0p2,21.806080102920532,standalone,mel,4,25,50,3,0.2,1,1
mband_mel_N4_F25_O75_FL0p001,29.442893266677856,standalone,mel,4,25,75,1,0.001,1,1
mband_mel_N4_F25_O75_FL0p02,31.79744839668274,standalone,mel,4,25,75,1,0.02,1,1
mband_mel_N4_F25_O75_FL0p2,27.569044589996338,standalone,mel,4,25,75,1,0.2,1,1
mband_mel_N4_F25_O75_FL0p001,29.696631908416748,standalone,mel,4,25,75,3,0.001,1,1
mband_mel_N4_F25_O75_FL0p02,27.053316593170166,standalone,mel,4,25,75,3,0.02,1,1
mband_mel_N4_F25_O75_FL0p2,30.492674350738525,standalone,mel,4,25,75,3,0.2,1,1
mband_mel_N8_F8_O25_FL0p001,29.251311540603638,standalone,mel,8,8,25,1,0.001,1,1
mband_mel_N8_F8_O25_FL0p02,33.69156551361084,standalone,mel,8,8,25,1,0.02,1,1
mband_mel_N8_F8_O25_FL0p2,31.82057523727417,standalone,mel,8,8,25,1,0.2,1,1
mband_mel_N8_F8_O25_FL0p001,31.228508472442627,standalone,mel,8,8,25,3,0.001,1,1
mband_mel_N8_F8_O25_FL0p02,33.70956206321716,standalone,mel,8,8,25,3,0.02,1,1
mband_mel_N8_F8_O25_FL0p2,28.160487413406372,standalone,mel,8,8,25,3,0.2,1,1
mband_mel_N8_F8_O50_FL0p001,40.97334861755371,standalone,mel,8,8,50,1,0.001,1,1
mband_mel_N8_F8_O50_FL0p02,36.84445786476135,standalone,mel,8,8,50,1,0.02,1,1
mband_mel_N8_F8_O50_FL0p2,37.87193751335144,standalone,mel,8,8,50,1,0.2,1,1
mband_mel_N8_F8_O50_FL0p001,38.896857500076294,standalone,mel,8,8,50,3,0.001,1,1
mband_mel_N8_F8_O50_FL0p02,35.77918028831482,standalone,mel,8,8,50,3,0.02,1,1
mband_mel_N8_F8_O50_FL0p2,39.7931010723114,standalone,mel,8,8,50,3,0.2,1,1
mband_mel_N8_F8_O75_FL0p001,59.409964084625244,standalone,mel,8,8,75,1,0.001,1,1
mband_mel_N8_F8_O75_FL0p02,57.28757953643799,standalone,mel,8,8,75,1,0.02,1,1
mband_mel_N8_F8_O75_FL0p2,62.51600122451782,standalone,mel,8,8,75,1,0.2,1,1
mband_mel_N8_F8_O75_FL0p001,54.88551068305969,standalone,mel,8,8,75,3,0.001,1,1
mband_mel_N8_F8_O75_FL0p02,64.50422143936157,standalone,mel,8,8,75,3,0.02,1,1
mband_mel_N8_F8_O75_FL0p2,59.31398010253906,standalone,mel,8,8,75,3,0.2,1,1
mband_mel_N8_F20_O25_FL0p001,19.91807246208191,standalone,mel,8,20,25,1,0.001,1,1
mband_mel_N8_F20_O25_FL0p02,27.793264627456665,standalone,mel,8,20,25,1,0.02,1,1
mband_mel_N8_F20_O25_FL0p2,20.85576105117798,standalone,mel,8,20,25,1,0.2,1,1
mband_mel_N8_F20_O25_FL0p001,26.99147057533264,standalone,mel,8,20,25,3,0.001,1,1
mband_mel_N8_F20_O25_FL0p02,20.341564893722534,standalone,mel,8,20,25,3,0.02,1,1
mband_mel_N8_F20_O25_FL0p2,25.134435176849365,standalone,mel,8,20,25,3,0.2,1,1
mband_mel_N8_F20_O50_FL0p001,24.420910358428955,standalone,mel,8,20,50,1,0.001,1,1
mband_mel_N8_F20_O50_FL0p02,29.455003261566162,standalone,mel,8,20,50,1,0.02,1,1
mband_mel_N8_F20_O50_FL0p2,23.46901249885559,standalone,mel,8,20,50,1,0.2,1,1
mband_mel_N8_F20_O50_FL0p001,28.961010456085205,standalone,mel,8,20,50,3,0.001,1,1
mband_mel_N8_F20_O50_FL0p02,25.885557174682617,standalone,mel,8,20,50,3,0.02,1,1
mband_mel_N8_F20_O50_FL0p2,28.252128839492798,standalone,mel,8,20,50,3,0.2,1,1
mband_mel_N8_F20_O75_FL0p001,35.42782664299011,standalone,mel,8,20,75,1,0.001,1,1
mband_mel_N8_F20_O75_FL0p02,36.80036544799805,standalone,mel,8,20,75,1,0.02,1,1
mband_mel_N8_F20_O75_FL0p2,36.57768940925598,standalone,mel,8,20,75,1,0.2,1,1
mband_mel_N8_F20_O75_FL0p001,35.788992166519165,standalone,mel,8,20,75,3,0.001,1,1
mband_mel_N8_F20_O75_FL0p02,34.0231511592865,standalone,mel,8,20,75,3,0.02,1,1
mband_mel_N8_F20_O75_FL0p2,37.642378091812134,standalone,mel,8,20,75,3,0.2,1,1
mband_mel_N8_F25_O25_FL0p001,21.115564346313477,standalone,mel,8,25,25,1,0.001,1,1
mband_mel_N8_F25_O25_FL0p02,24.412007331848145,standalone,mel,8,25,25,1,0.02,1,1
mband_mel_N8_F25_O25_FL0p2,26.69273614883423,standalone,mel,8,25,25,1,0.2,1,1
mband_mel_N8_F25_O25_FL0p001,18.8606538772583,standalone,mel,8,25,25,3,0.001,1,1
mband_mel_N8_F25_O25_FL0p02,25.819450855255127,standalone,mel,8,25,25,3,0.02,1,1
mband_mel_N8_F25_O25_FL0p2,17.79731297492981,standalone,mel,8,25,25,3,0.2,1,1
mband_mel_N8_F25_O50_FL0p001,29.38835120201111,standalone,mel,8,25,50,1,0.001,1,1
mband_mel_N8_F25_O50_FL0p02,21.383062839508057,standalone,mel,8,25,50,1,0.02,1,1
mband_mel_N8_F25_O50_FL0p2,29.099724531173706,standalone,mel,8,25,50,1,0.2,1,1
mband_mel_N8_F25_O50_FL0p001,20.486772298812866,standalone,mel,8,25,50,3,0.001,1,1
mband_mel_N8_F25_O50_FL0p02,27.609963178634644,standalone,mel,8,25,50,3,0.02,1,1
mband_mel_N8_F25_O50_FL0p2,25.94471502304077,standalone,mel,8,25,50,3,0.2,1,1
mband_mel_N8_F25_O75_FL0p001,36.2244131565094,standalone,mel,8,25,75,1,0.001,1,1
mband_mel_N8_F25_O75_FL0p02,31.711728811264038,standalone,mel,8,25,75,1,0.02,1,1
mband_mel_N8_F25_O75_FL0p2,31.800750970840454,standalone,mel,8,25,75,1,0.2,1,1
mband_mel_N8_F25_O75_FL0p001,35.196534395217896,standalone,mel,8,25,75,3,0.001,1,1
mband_mel_N8_F25_O75_FL0p02,29.28924012184143,standalone,mel,8,25,75,3,0.02,1,1
mband_mel_N8_F25_O75_FL0p2,34.3928701877594,standalone,mel,8,25,75,3,0.2,1,1
mband_mel_N16_F8_O25_FL0p001,35.69476819038391,standalone,mel,16,8,25,1,0.001,1,1
mband_mel_N16_F8_O25_FL0p02,41.647063970565796,standalone,mel,16,8,25,1,0.02,1,1
mband_mel_N16_F8_O25_FL0p2,34.26564908027649,standalone,mel,16,8,25,1,0.2,1,1
mband_mel_N16_F8_O25_FL0p001,41.49630904197693,standalone,mel,16,8,25,3,0.001,1,1
mband_mel_N16_F8_O25_FL0p02,36.59046387672424,standalone,mel,16,8,25,3,0.02,1,1
mband_mel_N16_F8_O25_FL0p2,35.97735381126404,standalone,mel,16,8,25,3,0.2,1,1
mband_mel_N16_F8_O50_FL0p001,49.99599099159241,standalone,mel,16,8,50,1,0.001,1,1
mband_mel_N16_F8_O50_FL0p02,46.876495361328125,standalone,mel,16,8,50,1,0.02,1,1
mband_mel_N16_F8_O50_FL0p2,52.702508211135864,standalone,mel,16,8,50,1,0.2,1,1
mband_mel_N16_F8_O50_FL0p001,45.09810209274292,standalone,mel,16,8,50,3,0.001,1,1
mband_mel_N16_F8_O50_FL0p02,49.74890112876892,standalone,mel,16,8,50,3,0.02,1,1
mband_mel_N16_F8_O50_FL0p2,50.57145953178406,standalone,mel,16,8,50,3,0.2,1,1
mband_mel_N16_F8_O75_FL0p001,77.33725905418396,standalone,mel,16,8,75,1,0.001,1,1
mband_mel_N16_F8_O75_FL0p02,82.58843040466309,standalone,mel,16,8,75,1,0.02,1,1
mband_mel_N16_F8_O75_FL0p2,77.34022974967957,standalone,mel,16,8,75,1,0.2,1,1
mband_mel_N16_F8_O75_FL0p001,79.32066941261292,standalone,mel,16,8,75,3,0.001,1,1
mband_mel_N16_F8_O75_FL0p02,78.51134300231934,standalone,mel,16,8,75,3,0.02,1,1
mband_mel_N16_F8_O75_FL0p2,80.3528516292572,standalone,mel,16,8,75,3,0.2,1,1
mband_mel_N16_F20_O25_FL0p001,23.75646185874939,standalone,mel,16,20,25,1,0.001,1,1
mband_mel_N16_F20_O25_FL0p02,29.749322652816772,standalone,mel,16,20,25,1,0.02,1,1
mband_mel_N16_F20_O25_FL0p2,26.757752180099487,standalone,mel,16,20,25,1,0.2,1,1
mband_mel_N16_F20_O25_FL0p001,26.261012077331543,standalone,mel,16,20,25,3,0.001,1,1
mband_mel_N16_F20_O25_FL0p02,25.653974533081055,standalone,mel,16,20,25,3,0.02,1,1
mband_mel_N16_F20_O25_FL0p2,29.38178038597107,standalone,mel,16,20,25,3,0.2,1,1
mband_mel_N16_F20_O50_FL0p001,28.80293297767639,standalone,mel,16,20,50,1,0.001,1,1
mband_mel_N16_F20_O50_FL0p02,34.025269508361816,standalone,mel,16,20,50,1,0.02,1,1
mband_mel_N16_F20_O50_FL0p2,29.205969095230103,standalone,mel,16,20,50,1,0.2,1,1
mband_mel_N16_F20_O50_FL0p001,32.96275496482849,standalone,mel,16,20,50,3,0.001,1,1
mband_mel_N16_F20_O50_FL0p02,27.136667490005493,standalone,mel,16,20,50,3,0.02,1,1
mband_mel_N16_F20_O50_FL0p2,34.00828218460083,standalone,mel,16,20,50,3,0.2,1,1
mband_mel_N16_F20_O75_FL0p001,45.12458658218384,standalone,mel,16,20,75,1,0.001,1,1
mband_mel_N16_F20_O75_FL0p02,41.146305084228516,standalone,mel,16,20,75,1,0.02,1,1
mband_mel_N16_F20_O75_FL0p2,48.96061635017395,standalone,mel,16,20,75,1,0.2,1,1
mband_mel_N16_F20_O75_FL0p001,40.61064529418945,standalone,mel,16,20,75,3,0.001,1,1
mband_mel_N16_F20_O75_FL0p02,47.66881513595581,standalone,mel,16,20,75,3,0.02,1,1
mband_mel_N16_F20_O75_FL0p2,40.802186250686646,standalone,mel,16,20,75,3,0.2,1,1
mband_mel_N16_F25_O25_FL0p001,28.89901351928711,standalone,mel,16,25,25,1,0.001,1,1
mband_mel_N16_F25_O25_FL0p02,21.987804412841797,standalone,mel,16,25,25,1,0.02,1,1
mband_mel_N16_F25_O25_FL0p2,25.449813842773438,standalone,mel,16,25,25,1,0.2,1,1
mband_mel_N16_F25_O25_FL0p001,27.857927083969116,standalone,mel,16,25,25,3,0.001,1,1
mband_mel_N16_F25_O25_FL0p02,20.281403064727783,standalone,mel,16,25,25,3,0.02,1,1
mband_mel_N16_F25_O25_FL0p2,27.831340074539185,standalone,mel,16,25,25,3,0.2,1,1
mband_mel_N16_F25_O50_FL0p001,25.89614963531494,standalone,mel,16,25,50,1,0.001,1,1
mband_mel_N16_F25_O50_FL0p02,32.44838762283325,standalone,mel,16,25,50,1,0.02,1,1
mband_mel_N16_F25_O50_FL0p2,25.24933886528015,standalone,mel,16,25,50,1,0.2,1,1
mband_mel_N16_F25_O50_FL0p001,30.9464910030365,standalone,mel,16,25,50,3,0.001,1,1
mband_mel_N16_F25_O50_FL0p02,25.027642965316772,standalone,mel,16,25,50,3,0.02,1,1
mband_mel_N16_F25_O50_FL0p2,29.471266746520996,standalone,mel,16,25,50,3,0.2,1,1
mband_mel_N16_F25_O75_FL0p001,38.913288831710815,standalone,mel,16,25,75,1,0.001,1,1
mband_mel_N16_F25_O75_FL0p02,41.54304003715515,standalone,mel,16,25,75,1,0.02,1,1
mband_mel_N16_F25_O75_FL0p2,39.71951985359192,standalone,mel,16,25,75,1,0.2,1,1
mband_mel_N16_F25_O75_FL0p001,36.18954348564148,standalone,mel,16,25,75,3,0.001,1,1
mband_mel_N16_F25_O75_FL0p02,40.193161964416504,standalone,mel,16,25,75,3,0.02,1,1
mband_mel_N16_F25_O75_FL0p2,36.29620432853699,standalone,mel,16,25,75,3,0.2,1,1
