clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p105_rainbow_02_fast,WF_p105_rainbow_02_fast_fold10_73524-0-0-63_SNR10dB.wav,16000,1.8706117868423462,9.959860801696777,0.8667735457420349,3.377714514732361,3.8790337372902157,3.0085407574442566,2.976622377068473
