clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p105_rainbow_07_slow,WF_p105_rainbow_07_slow_fold10_74922-4-0-5_SNR0dB.wav,16000,1.071898102760315,-1.8011655807495117,0.6247963905334473,2.2924993378775462,2.8821557112930596,2.855115577762011,2.3130739027398683
