clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p101_sentences_08_slow,WF_p101_sentences_08_slow_fold10_138017-9-1-6_SNR0dB.wav,16000,1.1719635725021362,0.13016769289970398,0.4919070899486542,2.5826115948813304,2.5693633077257934,2.6315611337280145,1.9026360877863966
