clean_file,enhanced_file,sampling_rate,PESQ,SI_SDR,STOI,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr
p101_vegetative_coughing,WF_p101_vegetative_coughing_fold10_147491-9-0-0_SNR0dB.wav,16000,1.4292373657226562,0.31031227111816406,0.6215305924415588,2.1764578819274902,3.4248124543093224,1.7129890087776625,1.82565926018703
