SNR_dB,Best_Config,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,DNSMOS_Score,PESQ,STOI,SI_SDR,DNSMOS
0,mband_log_N8_F25_O50_FL0p7,log,8,25,50,0.7,1,3.6361940528070607,1.428983211517334,0.7484870553016663,8.572806358337402,3.6361940528070607
