SNR_dB,Parameter,Best_Value,Score
0,Freq_spacing,mel,3.11798968323127
0,Nband,16,3.112367048468611
0,FRMSZ_ms,25,3.2079020811069667
0,OVLP,25,3.1920520321340886
0,Floor,0.7,3.106612025316365
0,Noisefr,1,3.1004747308609297
