SNR_dB,Best_Config,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,Objective_Score,PESQ,STOI,SI_SDR,DNSMOS
0,mband_linear_N8_F20_O75_FL0p5,linear,8,20,75,0.5,1,0.5430607473850251,1.5806541442871094,0.7592937350273132,9.67823886871338,3.139811503091729
