SNR_dB,Parameter,Best_Value,Score
0,Freq_spacing,log,0.5208279283792393
0,Nband,16,0.5216291336807203
0,FRMSZ_ms,20,0.5219806820816464
0,OVLP,75,0.5253927655965703
0,Floor,0.5,0.5222087729664006
0,Noisefr,1,0.5205062330750281
