Config_ID,Mode,Status,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,SNR_dB,Noise_Category,clean_file,enhanced_file,PESQ,STOI,SI_SDR,DNSMOS_p808_mos,DNSMOS_mos_sig,DNSMOS_mos_bak,DNSMOS_mos_ovr,sampling_rate,source_file,PESQ_normalized,Weighted_Score
mband_mel_N4_F25_O75_FL0p7,hybrid,Success,mel,4,25,75,0.7,1,0,Stationary,p092_emo_contentment_sentences,GTCRN+SS_mband_mel_N4_F25_O75_FL0p7_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR0dB,2.0694892406463623,0.8162807822227478,11.663410186767578,3.420562982559204,3.814116465937727,4.181505079927218,3.3618498045743896,16000,mband_mel_N4_F25_O75_FL0p7_metrics.csv_ENH-GTCRN+SS_mband_mel_N4_F25_O75_FL0p7_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_PC_Fan_Noise_SNR0dB_CLN-p092_emo_contentment_sentences.csv,0.5138978481292724,0.6650893151760101
