clean_file,enhanced_file,sampling_rate,PESQ_Baseline_Noisy,SI_SDR_Baseline_Noisy,STOI_Baseline_Noisy,DNSMOS_p808_mos_Baseline_Noisy,DNSMOS_mos_sig_Baseline_Noisy,DNSMOS_mos_bak_Baseline_Noisy,DNSMOS_mos_ovr_Baseline_Noisy,source_file,enhanced_file_Wiener_Filter,sampling_rate_Wiener_Filter,PESQ_Wiener_Filter,SI_SDR_Wiener_Filter,STOI_Wiener_Filter,DNSMOS_p808_mos_Wiener_Filter,DNSMOS_mos_sig_Wiener_Filter,DNSMOS_mos_bak_Wiener_Filter,DNSMOS_mos_ovr_Wiener_Filter,source_file_Wiener_Filter,enhanced_file_Spectral_Subtraction,sampling_rate_Spectral_Subtraction,PESQ_Spectral_Subtraction,SI_SDR_Spectral_Subtraction,STOI_Spectral_Subtraction,DNSMOS_p808_mos_Spectral_Subtraction,DNSMOS_mos_sig_Spectral_Subtraction,DNSMOS_mos_bak_Spectral_Subtraction,DNSMOS_mos_ovr_Spectral_Subtraction,source_file_Spectral_Subtraction,enhanced_file_GTCRN_baseline,sampling_rate_GTCRN_baseline,PESQ_GTCRN_baseline,SI_SDR_GTCRN_baseline,STOI_GTCRN_baseline,DNSMOS_p808_mos_GTCRN_baseline,DNSMOS_mos_sig_GTCRN_baseline,DNSMOS_mos_bak_GTCRN_baseline,DNSMOS_mos_ovr_GTCRN_baseline,source_file_GTCRN_baseline,noise_category,PESQ_diff_Wiener_Filter,PESQ_pct_Wiener_Filter,PESQ_diff_Spectral_Subtraction,PESQ_pct_Spectral_Subtraction,PESQ_diff_GTCRN_baseline,PESQ_pct_GTCRN_baseline,SI_SDR_diff_Wiener_Filter,SI_SDR_pct_Wiener_Filter,SI_SDR_diff_Spectral_Subtraction,SI_SDR_pct_Spectral_Subtraction,SI_SDR_diff_GTCRN_baseline,SI_SDR_pct_GTCRN_baseline,STOI_diff_Wiener_Filter,STOI_pct_Wiener_Filter,STOI_diff_Spectral_Subtraction,STOI_pct_Spectral_Subtraction,STOI_diff_GTCRN_baseline,STOI_pct_GTCRN_baseline,DNSMOS_p808_mos_diff_Wiener_Filter,DNSMOS_p808_mos_pct_Wiener_Filter,DNSMOS_p808_mos_diff_Spectral_Subtraction,DNSMOS_p808_mos_pct_Spectral_Subtraction,DNSMOS_p808_mos_diff_GTCRN_baseline,DNSMOS_p808_mos_pct_GTCRN_baseline,DNSMOS_mos_sig_diff_Wiener_Filter,DNSMOS_mos_sig_pct_Wiener_Filter,DNSMOS_mos_sig_diff_Spectral_Subtraction,DNSMOS_mos_sig_pct_Spectral_Subtraction,DNSMOS_mos_sig_diff_GTCRN_baseline,DNSMOS_mos_sig_pct_GTCRN_baseline,DNSMOS_mos_bak_diff_Wiener_Filter,DNSMOS_mos_bak_pct_Wiener_Filter,DNSMOS_mos_bak_diff_Spectral_Subtraction,DNSMOS_mos_bak_pct_Spectral_Subtraction,DNSMOS_mos_bak_diff_GTCRN_baseline,DNSMOS_mos_bak_pct_GTCRN_baseline,DNSMOS_mos_ovr_diff_Wiener_Filter,DNSMOS_mos_ovr_pct_Wiener_Filter,DNSMOS_mos_ovr_diff_Spectral_Subtraction,DNSMOS_mos_ovr_pct_Spectral_Subtraction,DNSMOS_mos_ovr_diff_GTCRN_baseline,DNSMOS_mos_ovr_pct_GTCRN_baseline
p092_emo_confusion_sentences,BASELINE_p092_emo_confusion_sentences_Noise Recordings_Inside Train_1_SNR[10]dB.wav,16000,1.6501154899597168,10.003355026245115,0.5181522965431213,2.7214810848236084,4.149740153566925,2.9536527771444465,3.0445765292439364,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_confusion_sentences_Noise Recordings_Inside Train_1_SNR[10]dB_CLN-p092_emo_confusion_sentences.csv,WF_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[5]dB.wav,16000,1.4768331050872805,8.093820571899414,0.4992282688617706,2.569020986557007,2.9753783540846537,2.424955841743148,2.166393632629125,WF_EXP1p1b_data_ENH-WF_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[5]dB_CLN-p092_emo_confusion_sentences.csv,SS_p092_emo_confusion_sentences_Noise Recordings_Inside Flight_SNR5dB.wav,16000,1.424809455871582,7.753500938415527,0.5052399039268494,2.637882709503174,3.754874685562709,2.6566175618870256,2.666285716510035,SS_EXP1p1b_data_ENH-SS_p092_emo_confusion_sentences_Noise Recordings_Inside Flight_SNR5dB_CLN-p092_emo_confusion_sentences.csv,GTCRN_p092_emo_confusion_sentences_Noise Recordings_Inside Flight_SNR[5]dB,16000,2.32027530670166,12.80548858642578,0.5808501243591309,3.163367986679077,3.719707233864788,4.501325821420874,3.4332292805318034,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_confusion_sentences_Noise Recordings_Inside Flight_SNR[5]dB_CLN-p092_emo_confusion_sentences.csv,Train,-0.1732823848724363,-10.50122769750295,-0.22530603408813477,-13.653955463058832,0.6701598167419434,40.61290381307211,-1.9095344543457013,-19.088940153936225,-2.249854087829588,-22.49099509041517,2.802133560180664,28.011937523249937,-0.018924027681350764,-3.6522134143963756,-0.012912392616271973,-2.492007215333723,0.06269782781600952,12.100270178150552,-0.15246009826660156,-5.602100235669402,-0.08359837532043457,-3.0717970367908314,0.44188690185546875,16.237000665544198,-1.1743617994822713,-28.299646629026736,-0.39486546800421607,-9.515426349401853,-0.43003291970213686,-10.362887886666842,-0.5286969354012987,-17.899765994580992,-0.29703521525742094,-10.05653804522652,1.5476730442764275,52.398611517657734,-0.8781828966148115,-28.844172192081235,-0.3782908127339013,-12.425071569077712,0.388652751287867,12.765412449145487
p092_emo_amusement_sentences,BASELINE_p092_emo_amusement_sentences_Noise Recordings_Construction_Jackhammer1_SNR[10]dB.wav,16000,1.2757223844528198,9.988798141479492,0.8341472744941711,3.006846110026041,4.03054190677241,1.8633140462403592,2.4409005454207064,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_amusement_sentences_Noise Recordings_Construction_Jackhammer1_SNR[10]dB_CLN-p092_emo_amusement_sentences.csv,WF_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[5]dB.wav,16000,1.1842375993728638,8.356847763061523,0.7379992008209229,2.4789642492930093,2.1511445732750545,2.051941693070219,1.59891995077735,WF_EXP1p1b_data_ENH-WF_p092_emo_amusement_sentences_NOIZEUS_NOISE_DATASET_Construction_Drilling_SNR[5]dB_CLN-p092_emo_amusement_sentences.csv,SS_p092_emo_amusement_sentences_Noise Recordings_Construction_Drilling_SNR5dB.wav,16000,1.1746680736541748,7.120265007019043,0.750415027141571,2.5739696820576987,2.7848297233461654,2.1885721606758537,1.8941798275505084,SS_EXP1p1b_data_ENH-SS_p092_emo_amusement_sentences_Noise Recordings_Construction_Drilling_SNR5dB_CLN-p092_emo_amusement_sentences.csv,GTCRN_p092_emo_amusement_sentences_Noise Recordings_Construction_Drilling_SNR[5]dB,16000,1.5135462284088137,10.352489471435549,0.8130022883415222,3.263567050298055,2.6972897421240383,3.700254708045493,2.4388495703405733,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_amusement_sentences_Noise Recordings_Construction_Drilling_SNR[5]dB_CLN-p092_emo_amusement_sentences.csv,Construction,-0.09148478507995605,-7.171214223006325,-0.10105431079864502,-7.9213402563277135,0.23782384395599387,18.642288232482553,-1.6319503784179688,-16.337805162376142,-2.868533134460449,-28.717500282126796,0.36369132995605646,3.640991887159993,-0.09614807367324829,-11.526510559127907,-0.0837322473526001,-10.038065208973503,-0.021144986152648926,-2.534922405095826,-0.5278818607330318,-17.55599859177562,-0.43287642796834236,-14.396361241267295,0.2567209402720141,8.537880918348387,-1.879397333497356,-46.62889946236399,-1.245712183426245,-30.90681631006264,-1.3332521646483722,-33.078732227250754,0.18862764682985955,10.123234309882266,0.32525811443549446,17.455893443822493,1.8369406618051338,98.58459799149588,-0.8419805946433565,-34.49467026515967,-0.546720717870198,-22.398320115741008,-0.0020509750801331883,-0.08402534400596351
p092_emo_adoration_sentences,BASELINE_p092_emo_adoration_sentences_Noise Recordings_Car Noise_Idle Noise_40mph_SNR[10]dB.wav,16000,1.3730535507202148,10.003267288208008,0.7743339538574219,3.466912405831473,3.9019027419883936,2.9461886207056347,2.891695578139418,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_adoration_sentences_Noise Recordings_Car Noise_Idle Noise_40mph_SNR[10]dB_CLN-p092_emo_adoration_sentences.csv,WF_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[5]dB.wav,16000,1.3618637323379517,8.80184268951416,0.7247006297111511,3.2929534571511403,2.593735455188392,2.82020535460856,2.0615808087335177,WF_EXP1p1b_data_ENH-WF_p092_emo_adoration_sentences_NOIZEUS_NOISE_DATASET_Car Noise_60mph_SNR[5]dB_CLN-p092_emo_adoration_sentences.csv,SS_p092_emo_adoration_sentences_Noise Recordings_Car Noise_60mph_SNR5dB.wav,16000,1.269314527511597,6.486203193664551,0.7376787662506104,3.497513430459158,3.296684950210468,2.7883737677085847,2.445932168797369,SS_EXP1p1b_data_ENH-SS_p092_emo_adoration_sentences_Noise Recordings_Car Noise_60mph_SNR5dB_CLN-p092_emo_adoration_sentences.csv,GTCRN_p092_emo_adoration_sentences_Noise Recordings_Car Noise_60mph_SNR[5]dB,16000,1.671088457107544,12.121084213256836,0.7656918168067932,3.669807604381016,3.827649406763445,3.440750541653021,3.073386834808641,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_adoration_sentences_Noise Recordings_Car Noise_60mph_SNR[5]dB_CLN-p092_emo_adoration_sentences.csv,Car,-0.011189818382263184,-0.8149586282628037,-0.10373902320861794,-7.555351585100463,0.2980349063873291,21.70599291127424,-1.2014245986938477,-12.010321868636899,-3.517064094543457,-35.159153436691845,2.117816925048828,21.171251992289964,-0.04963332414627075,-6.409808571484874,-0.03665518760681152,-4.733769896594364,-0.008642137050628662,-1.1160736278677945,-0.1739589486803328,-5.017690911017177,0.030601024627685103,0.8826592958106776,0.20289519854954285,5.852331261910908,-1.3081672868000016,-33.526394000619426,-0.6052177917779256,-15.510837450282244,-0.07425333522494881,-1.9030032303447322,-0.12598326609707478,-4.276143937685186,-0.15781485299705,-5.356576693288977,0.4945619209473864,16.78649891835286,-0.8301147694059003,-28.70685198267014,-0.44576340934204906,-15.415295189158993,0.18169125666922303,6.283208303210371
p092_emo_cuteness_sentences,BASELINE_p092_emo_cuteness_sentences_Noise Recordings_SSN_IEEE_SNR[10]dB.wav,16000,1.2241908311843872,10.005537033081056,0.689511239528656,2.574707627296448,4.330480627141272,2.2824433771065475,2.849095665536395,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_cuteness_sentences_Noise Recordings_SSN_IEEE_SNR[10]dB_CLN-p092_emo_cuteness_sentences.csv,WF_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB.wav,16000,1.407219171524048,13.179020881652832,0.7412726283073425,2.6644848585128784,3.259374957028187,2.479966614346223,2.395618457464343,WF_EXP1p1b_data_ENH-WF_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,SS_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR5dB.wav,16000,1.2296298742294312,8.606046676635742,0.7369495630264282,2.692409038543701,3.668733505721257,2.387939167509855,2.552468121294857,SS_EXP1p1b_data_ENH-SS_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR5dB_CLN-p092_emo_cuteness_sentences.csv,GTCRN_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR[5]dB,16000,1.929079532623291,16.717491149902344,0.7346469759941101,2.64971923828125,3.952849378090274,3.806204783669181,3.3685542029239226,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,Babble/SSN,0.18302834033966087,14.9509648068989,0.005439043045043945,0.4442969924698544,0.7048887014389038,57.57996902794428,3.1734838485717756,31.717276524781884,-1.3994903564453143,-13.987158828338892,6.711954116821287,67.08239742284418,0.05176138877868652,7.506968097296015,0.04743832349777222,6.8799927801322935,0.0451357364654541,6.546047965267181,0.08977723121643022,3.486890327454388,0.11770141124725297,4.5714476470807845,0.0750116109848018,2.9134030671889204,-1.0711056701130848,-24.73410603432639,-0.661747121420015,-15.28114725355235,-0.3776312490509981,-8.720308011175378,0.19752323723967535,8.654025734915512,0.10549579040330759,4.622055095055394,1.5237614065626333,66.760096738711,-0.45347720807205194,-15.916531464964917,-0.29662754424153803,-10.41128761766911,0.5194585373875276,18.232400676153844
p092_emo_amazement_freeform,BASELINE_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_60mph_SNR[10]dB.wav,16000,1.247445821762085,9.989192962646484,0.8375338315963745,3.0656916754586354,4.076939934501051,2.5925410350928013,2.9031564213616674,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_60mph_SNR[10]dB_CLN-p092_emo_amazement_freeform.csv,WF_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[5]dB.wav,16000,1.296311378479004,10.93637466430664,0.7667475938796997,2.804596866880144,2.748473570995168,2.696058228997992,2.2040426596035694,WF_EXP1p1b_data_ENH-WF_p092_emo_amazement_freeform_NOIZEUS_NOISE_DATASET_Car Noise_Idle Noise_40mph_SNR[5]dB_CLN-p092_emo_amazement_freeform.csv,SS_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_40mph_SNR5dB.wav,16000,1.421544075012207,10.543265342712402,0.775187611579895,3.092414208820888,3.321496071348087,2.7655071591503737,2.585086970446464,SS_EXP1p1b_data_ENH-SS_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_40mph_SNR5dB_CLN-p092_emo_amazement_freeform.csv,GTCRN_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_40mph_SNR[5]dB,16000,1.7623978853225708,13.804019927978516,0.7886979579925537,3.3158717155456543,3.5448432065682924,3.4250704435197545,2.968360774901689,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_amazement_freeform_Noise Recordings_Car Noise_Idle Noise_40mph_SNR[5]dB_CLN-p092_emo_amazement_freeform.csv,Car,0.048865556716918945,3.917248818701697,0.17409825325012207,13.95637792142338,0.5149520635604858,41.280515319942964,0.9471817016601562,9.482064318929874,0.554072380065918,5.546718159693302,3.8148269653320312,38.189541233182375,-0.0707862377166748,-8.451746669355826,-0.06234622001647949,-7.444024069767425,-0.0488358736038208,-5.8309135418133,-0.2610948085784912,-8.516668870147575,0.0267225333622525,0.8716640872978441,0.2501800400870189,8.160639313136123,-1.3284663635058829,-32.58488927599236,-0.7554438631529639,-18.52967851598769,-0.5320967279327586,-13.051375209869956,0.10351719390519065,3.9928854550024586,0.1729661240575724,6.671683175552165,0.8325294084269532,32.11248721458144,-0.699113761758098,-24.081160650317035,-0.31806945091520333,-10.955987372048636,0.06520435354002174,2.2459814104483886
p092_emo_confusion_freeform,BASELINE_p092_emo_confusion_freeform_Noise Recordings_Inside Flight_SNR[10]dB.wav,16000,1.311644434928894,10.00519561767578,0.7143891453742981,2.790749856403896,4.384935224957698,2.2428883609870893,2.7705428897753874,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_confusion_freeform_Noise Recordings_Inside Flight_SNR[10]dB_CLN-p092_emo_confusion_freeform.csv,WF_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[5]dB.wav,16000,1.3911689519882202,9.532323837280272,0.6642528772354126,2.4330592836652483,3.1641752621951538,2.0789752376908166,2.067522421166221,WF_EXP1p1b_data_ENH-WF_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[5]dB_CLN-p092_emo_confusion_freeform.csv,SS_p092_emo_confusion_freeform_Noise Recordings_Construction_Trucks_Unloading_SNR5dB.wav,16000,1.3402787446975708,8.53657054901123,0.6601584553718567,2.78781110899789,3.415309291491865,2.087454685475527,2.175888808469757,SS_EXP1p1b_data_ENH-SS_p092_emo_confusion_freeform_Noise Recordings_Construction_Trucks_Unloading_SNR5dB_CLN-p092_emo_confusion_freeform.csv,GTCRN_p092_emo_confusion_freeform_Noise Recordings_Construction_Trucks_Unloading_SNR[5]dB,16000,1.671668291091919,11.110675811767578,0.7057006359100342,3.192567620958601,4.013070948078712,3.938719814511276,3.4705247216511905,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_confusion_freeform_Noise Recordings_Construction_Trucks_Unloading_SNR[5]dB_CLN-p092_emo_confusion_freeform.csv,Stationary,0.07952451705932617,6.062963021196922,0.028634309768676758,2.1830847603320986,0.3600238561630249,27.4482814530862,-0.4728717803955078,-4.72626221880264,-1.468625068664549,-14.6786242346925,1.1054801940917987,11.04906127111389,-0.0501362681388855,-7.018061299436042,-0.054230690002441406,-7.591197368211369,-0.008688509464263916,-1.216215212748179,-0.3576905727386479,-12.817005863777442,-0.0029387474060063035,-0.10530314636630006,0.40181776455470475,14.398200671144314,-1.2207599627625445,-27.83986307971793,-0.9696259334658333,-22.11266264429681,-0.37186427687898593,-8.48049646805383,-0.16391312329627272,-7.308126706053929,-0.15543367551156217,-6.9300674173170265,1.6958314535241867,75.60926718518685,-0.7030204686091666,-25.37482712155962,-0.5946540813056305,-21.46344976286724,0.6999818318758031,25.265150539956156
p092_emo_contentment_freeform,BASELINE_p092_emo_contentment_freeform_Noise Recordings_Inside Train_2_SNR[10]dB.wav,16000,1.554340362548828,10.007892608642578,0.8298836350440979,3.1992684432438443,3.276232810016299,2.504080167449195,2.213257576128501,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_contentment_freeform_Noise Recordings_Inside Train_2_SNR[10]dB_CLN-p092_emo_contentment_freeform.csv,WF_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB.wav,16000,1.176439642906189,5.571460247039795,0.7564420104026794,2.921507699148996,3.714582280500662,2.313193365465474,2.496593110382183,WF_EXP1p1b_data_ENH-WF_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,SS_p092_emo_contentment_freeform_Noise Recordings_Inside Train_1_SNR5dB.wav,16000,1.1811503171920776,6.152174949645996,0.7610315084457397,3.0290581498827254,3.717483724413151,2.435580408798572,2.55577625460988,SS_EXP1p1b_data_ENH-SS_p092_emo_contentment_freeform_Noise Recordings_Inside Train_1_SNR5dB_CLN-p092_emo_contentment_freeform.csv,GTCRN_p092_emo_contentment_freeform_Noise Recordings_Inside Train_1_SNR[5]dB,16000,1.8839755058288568,12.171353340148926,0.8108487725257874,3.42116802079337,4.039569035555474,3.95603073716132,3.436057689819333,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_contentment_freeform_Noise Recordings_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,Train,-0.37790071964263894,-24.312610593406475,-0.37319004535675027,-24.00954477851867,0.32963514328002885,21.207397763221486,-4.436432361602783,-44.32933620582205,-3.855717658996582,-38.526768919031724,2.1634607315063477,21.61754543247231,-0.07344162464141846,-8.849629217898237,-0.06885212659835815,-8.296600112460288,-0.019034862518310547,-2.2936785007574083,-0.2777607440948482,-8.682008059730597,-0.17021029336111893,-5.3202879464699455,0.2218995775495256,6.9359474356748345,0.4383494704843627,13.37968013580152,0.4412509143968517,13.46824050622509,0.7633362255391751,23.29920581972859,-0.1908868019837211,-7.623030782523618,-0.06849975865062286,-2.7355257847196155,1.451950569712125,57.98339001227618,0.28333553425368185,12.801742432044497,0.3425186784813792,15.475771196975796,1.2228001136908322,55.24888412806395
p092_emo_anger_sentences,BASELINE_p092_emo_anger_sentences_Noise Recordings_Construction_Trucks_Unloading_SNR[10]dB.wav,16000,1.262770175933838,10.004844665527344,0.8208940625190735,2.4126828057425365,4.349568134459292,1.625261662134612,2.230594544518934,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_anger_sentences_Noise Recordings_Construction_Trucks_Unloading_SNR[10]dB_CLN-p092_emo_anger_sentences.csv,WF_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[5]dB.wav,16000,1.162714958190918,6.600242137908936,0.6809433102607727,2.0960894993373325,2.9893871962939413,1.7052532148381576,1.660170948653908,WF_EXP1p1b_data_ENH-WF_p092_emo_anger_sentences_NOIZEUS_NOISE_DATASET_Construction_Jackhammer2_SNR[5]dB_CLN-p092_emo_anger_sentences.csv,SS_p092_emo_anger_sentences_Noise Recordings_Construction_Jackhammer2_SNR5dB.wav,16000,1.1975650787353516,6.494291305541992,0.6909727454185486,2.169903073992048,3.183701234493832,1.7643769972944467,1.789638435209135,SS_EXP1p1b_data_ENH-SS_p092_emo_anger_sentences_Noise Recordings_Construction_Jackhammer2_SNR5dB_CLN-p092_emo_anger_sentences.csv,GTCRN_p092_emo_anger_sentences_Noise Recordings_Construction_Jackhammer2_SNR[5]dB,16000,1.4472360610961914,7.447290897369385,0.7350897192955017,2.995218651635306,2.9183655708701246,3.365984279320282,2.4764920210154537,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_anger_sentences_Noise Recordings_Construction_Jackhammer2_SNR[5]dB_CLN-p092_emo_anger_sentences.csv,Construction,-0.10005521774291992,-7.923470133346122,-0.06520509719848633,-5.163655148116415,0.18446588516235352,14.60803309089385,-3.4046025276184073,-34.029539102683856,-3.5105533599853516,-35.08853437856263,-2.557553768157959,-25.563153188877152,-0.13995075225830078,-17.04857650314032,-0.1299213171005249,-15.82680677477871,-0.08580434322357178,-10.452547672261682,-0.316593306405204,-13.12204429242277,-0.24277973175048828,-10.062646078988799,0.5825358458927696,24.14473400756409,-1.360180938165351,-31.271631944085847,-1.1658668999654602,-26.80419903596688,-1.4312025635891676,-32.904475096056515,0.07999155270354552,4.9217645728802175,0.13911533515983465,8.559565416507834,1.74072261718567,107.10414561181562,-0.5704235958650259,-25.57271545681322,-0.4409561093097989,-19.768546031519982,0.24589747649651983,11.023853577547051
p092_emo_disappointment_freeform,BASELINE_p092_emo_disappointment_freeform_Noise Recordings_Train1_SNR[10]dB.wav,16000,1.4244543313980105,10.001015663146973,0.83281010389328,2.864599738802229,4.178499192589705,2.2632101774271014,2.6873763998084206,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_disappointment_freeform_Noise Recordings_Train1_SNR[10]dB_CLN-p092_emo_disappointment_freeform.csv,WF_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB.wav,16000,1.332320213317871,8.607847213745117,0.7252718806266785,2.3844711780548096,3.181623990805274,2.062707889104254,2.15677227256889,WF_EXP1p1b_data_ENH-WF_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,SS_p092_emo_disappointment_freeform_Noise Recordings_Street Noise_downtown_SNR5dB.wav,16000,1.3344359397888184,7.689574241638184,0.7397231459617615,2.640085526875087,3.9281307194385966,2.0116086764093,2.4261203436280554,SS_EXP1p1b_data_ENH-SS_p092_emo_disappointment_freeform_Noise Recordings_Street Noise_downtown_SNR5dB_CLN-p092_emo_disappointment_freeform.csv,GTCRN_p092_emo_disappointment_freeform_Noise Recordings_Street Noise_downtown_SNR[5]dB,16000,1.6681946516036987,11.347623825073242,0.791511595249176,3.520215511322021,3.951039544896247,3.244257750605132,3.026796450087599,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_disappointment_freeform_Noise Recordings_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,Train,-0.09213411808013938,-6.468028918113202,-0.09001839160919212,-6.319500009582255,0.24374032020568825,17.11113616162568,-1.3931684494018555,-13.930269647867682,-2.311441421508789,-23.112066807637202,1.3466081619262695,13.464714057877384,-0.10753822326660156,-12.91269435419602,-0.09308695793151855,-11.177452998750736,-0.041298508644104004,-4.95893463000014,-0.4801285607474193,-16.76075558633454,-0.22451421192714172,-7.837542148943208,0.6556157725197922,22.88681953151067,-0.9968752017844307,-23.85725486204051,-0.250368473151108,-5.991827725972046,-0.2274596476934576,-5.443572852588853,-0.20050228832284755,-8.859198775377802,-0.25160150101780143,-11.11701880484786,0.9810475731780306,43.34761229703027,-0.5306041272395308,-19.744317441998703,-0.2612560561803652,-9.72160268278719,0.3394200502791782,12.630164137162737
p092_emo_cuteness_freeform,BASELINE_p092_emo_cuteness_freeform_Noise Recordings_PC Fan Noise_SNR[10]dB.wav,16000,1.22050940990448,10.000267028808594,0.737342894077301,2.682676696777344,4.154295132176695,2.420789340277228,2.881796135126073,BASELINE_metrics_SNR[10]dB_ENH-BASELINE_p092_emo_cuteness_freeform_Noise Recordings_PC Fan Noise_SNR[10]dB_CLN-p092_emo_cuteness_freeform.csv,WF_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB.wav,16000,1.21310555934906,7.818081378936768,0.6428720951080322,2.633851909637451,2.814827402510316,1.919096784250641,1.8338494584424232,WF_EXP1p1b_data_ENH-WF_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,SS_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR5dB.wav,16000,1.1461687088012695,6.319056510925293,0.6359637975692749,2.585316801071167,3.191708079180528,1.9793312852896747,2.0750407809388944,SS_EXP1p1b_data_ENH-SS_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR5dB_CLN-p092_emo_cuteness_freeform.csv,GTCRN_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR[5]dB,16000,1.1944262981414795,2.8974685668945312,0.5052617192268372,2.8148855209350585,2.717763505247313,3.718951860770671,2.356806328413679,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,Stationary,-0.007403850555419922,-0.6066197028337017,-0.07434070110321045,-6.090956816877678,-0.02608311176300049,-2.137067649895613,-2.182185649871826,-21.82127380784357,-3.681210517883301,-36.81112221582218,-7.1027984619140625,-71.02608801797437,-0.0944707989692688,-12.8123292064119,-0.10137909650802612,-13.749247103668136,-0.23208117485046387,-31.47533891146893,-0.04882478713989302,-1.8200026562479723,-0.0973598957061772,-3.6292071953036333,0.1322088241577144,4.928242911884787,-1.3394677296663788,-32.242960286852515,-0.9625870529961666,-23.170887536144,-1.4365316269293817,-34.57943119647094,-0.5016925560265868,-20.724337623245365,-0.4414580549875531,-18.236120245679764,1.298162520493443,53.625588104447694,-1.0479466766836498,-36.36435846069327,-0.8067553541871786,-27.994879455686572,-0.5249898067123939,-18.217451273298575
