Phase,Test_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Averaging,Noisefr,Floor,VAD,Noise_File,Noise_Category,Clean_File,SNR_dB,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,DNSMOS_mos_sig,DNSMOS_mos_bak,Status
4,P4_validation_cafeteri_0dB,linear,8,20,75,1,1,0.3,1,cafeteria_babble.wav,Babble,emo_contentment_sentences.wav,0,1.2497081756591797,0.6103136539459229,4.690145015716553,2.2739441353042653,2.7179761040565493,3.0999323608102425,Success
4,P4_validation_cafeteri_5dB,linear,8,20,75,1,1,0.3,1,cafeteria_babble.wav,Babble,emo_contentment_sentences.wav,5,1.5477690696716309,0.6930722594261169,10.03631591796875,2.542829743402896,3.250020264362479,3.003340021951965,Success
4,P4_validation_cafeteri_10dB,linear,8,20,75,1,1,0.3,1,cafeteria_babble.wav,Babble,emo_contentment_sentences.wav,10,1.8334847688674927,0.7736042737960815,13.733938217163086,3.359112536040437,3.7784137151698403,4.205027193781689,Success
4,P4_validation_Inside T_0dB,linear,8,20,75,1,1,0.3,1,Inside Train_1.wav,Train,emo_contentment_sentences.wav,0,1.3275845050811768,0.6845957636833191,8.148289680480957,2.44433660936719,2.9679990639537333,3.3726747289579233,Success
4,P4_validation_Inside T_5dB,linear,8,20,75,1,1,0.3,1,Inside Train_1.wav,Train,emo_contentment_sentences.wav,5,1.6328375339508057,0.7535524964332581,11.621286392211914,3.084967495097381,3.519894864671069,4.065305339701329,Success
4,P4_validation_Inside T_10dB,linear,8,20,75,1,1,0.3,1,Inside Train_1.wav,Train,emo_contentment_sentences.wav,10,2.2222418785095215,0.8158451318740845,14.72337818145752,3.797485530202446,4.157441121476203,4.482738087718809,Success
4,P4_validation_Construc_0dB,linear,8,20,75,1,1,0.3,1,Construction_Trucks_Unloading.wav,Construction,emo_contentment_sentences.wav,0,1.375568151473999,0.7155413627624512,8.8962984085083,3.153336334990864,3.586314969061721,4.203275988029593,Success
4,P4_validation_Construc_5dB,linear,8,20,75,1,1,0.3,1,Construction_Trucks_Unloading.wav,Construction,emo_contentment_sentences.wav,5,1.5708129405975342,0.7362882494926453,11.769217491149902,3.8450902192496494,4.196968707748978,4.572865383124238,Success
4,P4_validation_Construc_10dB,linear,8,20,75,1,1,0.3,1,Construction_Trucks_Unloading.wav,Construction,emo_contentment_sentences.wav,10,1.7923660278320312,0.7820990085601807,14.017354011535645,3.8526790866107463,4.229753179494578,4.455688998409663,Success
4,P4_validation_Car Nois_0dB,linear,8,20,75,1,1,0.3,1,Car Noise_60mph.wav,Car,emo_contentment_sentences.wav,0,1.6001262664794922,0.740351676940918,9.313291549682617,2.99385926639545,3.2857377945307795,4.247198924243445,Success
4,P4_validation_Car Nois_5dB,linear,8,20,75,1,1,0.3,1,Car Noise_60mph.wav,Car,emo_contentment_sentences.wav,5,1.8982877731323242,0.783245861530304,12.517671585083008,3.414984139497719,3.939940747409632,4.051071096391303,Success
4,P4_validation_Car Nois_10dB,linear,8,20,75,1,1,0.3,1,Car Noise_60mph.wav,Car,emo_contentment_sentences.wav,10,2.271444320678711,0.8260244131088257,15.211304664611816,3.5581319924902033,3.9794524409925467,4.287021555080212,Success
