Config_ID,Noise_Category,Freq_spacing,Nband,FRMSZ_ms,OVLP,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,SI_SDR
mband_linear_N4_F8_O75_FL0p8,Stationary,linear,4,8,75,2.403972625732422,0.8317500352859497,14.107333183288574,3.727483577712682,14.107333183288574
mband_mel_N4_F8_O75_FL0p8,Stationary,mel,4,8,75,2.404207706451416,0.8317362070083618,14.106849670410156,3.722625571451168,14.106849670410156
mband_linear_N4_F8_O75_FL0p3,Stationary,linear,4,8,75,2.4047982692718506,0.8168413043022156,14.029187202453612,3.739339615269423,14.029187202453612
mband_mel_N4_F8_O75_FL0p3,Stationary,mel,4,8,75,2.4046630859375,0.8169430494308472,14.02842140197754,3.740722685794719,14.02842140197754
mband_linear_N8_F8_O75_FL0p7,Stationary,linear,8,8,75,2.5032799243927,0.8312576413154602,14.000287055969238,3.822048685762665,14.000287055969238
mband_mel_N8_F8_O75_FL0p7,Stationary,mel,8,8,75,2.503443479537964,0.8313145637512207,14.000014305114746,3.83033800349924,14.000014305114746
mband_linear_N8_F20_O75_FL0p7,Stationary,linear,8,20,75,2.437005519866944,0.8376309275627136,13.99079132080078,3.6998904131040433,13.99079132080078
mband_mel_N8_F20_O75_FL0p7,Stationary,mel,8,20,75,2.4372122287750244,0.8377460241317749,13.990534782409668,3.692151918167069,13.990534782409668
mband_linear_N8_F25_O75_FL0p8,Stationary,linear,8,25,75,2.378848075866699,0.8247878551483154,13.938446998596191,3.847141146834528,13.938446998596191
mband_mel_N8_F25_O75_FL0p8,Stationary,mel,8,25,75,2.378974437713623,0.8248479962348938,13.938274383544922,3.849188500806191,13.938274383544922
