Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,Weighted_Score
mband_log_N8_F20_O75_FL0p5,log,8,20,75,1.885016918182373,0.7971742153167725,12.591922760009766,3.3543531366844537,0.6370887994766236
mband_mel_N16_F8_O75_FL0p7,mel,16,8,75,1.8842170238494875,0.7947593927383423,12.867451667785645,3.650570661890004,0.6358013987541199
mband_linear_N16_F8_O75_FL0p7,linear,16,8,75,1.88325309753418,0.7948070764541626,12.869754791259766,3.658961016529719,0.6357288479804992
mband_mel_N16_F25_O75_FL0p7,mel,16,25,75,1.8932329416275024,0.79188072681427,12.635892868041992,3.3042197240111566,0.6352636575698852
mband_linear_N16_F25_O75_FL0p7,linear,16,25,75,1.893053412437439,0.791741669178009,12.636618614196776,3.3078039479274137,0.6351761758327484
