Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,SI_SDR,PESQ,STOI,DNSMOS_mos_ovr
mband_log_N8_F25_O50_FL0p8,log,8,25,50,0.8,1,10.3091,1.8302,0.7447,3.3866
mband_log_N8_F25_O75_FL0p001,log,8,25,75,0.001,1,10.422,1.8499,0.7375,3.2431
mband_log_N8_F25_O75_FL0p3,log,8,25,75,0.3,1,11.143,1.8484,0.7387,3.3223
mband_log_N8_F25_O75_FL0p5,log,8,25,75,0.5,1,11.4226,1.8692,0.7437,3.2407
mband_log_N8_F25_O75_FL0p7,log,8,25,75,0.7,1,11.5227,1.8937,0.7481,3.3647
mband_log_N8_F25_O75_FL0p8,log,8,25,75,0.8,1,11.5311,1.8884,0.7469,3.2911
mband_log_N8_F8_O25_FL0p001,log,8,8,25,0.001,1,9.8442,1.6422,0.7288,3.1875
mband_log_N8_F8_O25_FL0p3,log,8,8,25,0.3,1,10.4921,1.7216,0.7359,3.2047
mband_log_N8_F8_O25_FL0p5,log,8,8,25,0.5,1,10.6381,1.7233,0.7406,3.1408
mband_log_N8_F8_O25_FL0p7,log,8,8,25,0.7,1,10.6614,1.7265,0.7429,3.1856
mband_log_N8_F8_O25_FL0p8,log,8,8,25,0.8,1,10.8195,1.7381,0.7491,3.1538
mband_log_N8_F8_O50_FL0p001,log,8,8,50,0.001,1,10.5087,1.7752,0.7287,3.2319
mband_log_N8_F8_O50_FL0p3,log,8,8,50,0.3,1,11.1039,1.8438,0.7389,3.2285
mband_log_N8_F8_O50_FL0p5,log,8,8,50,0.5,1,11.2575,1.8366,0.7429,3.2137
mband_log_N8_F8_O50_FL0p7,log,8,8,50,0.7,1,11.6022,1.8718,0.7444,3.2157
mband_log_N8_F8_O50_FL0p8,log,8,8,50,0.8,1,11.3264,1.8477,0.7447,3.2567
mband_log_N8_F8_O75_FL0p001,log,8,8,75,0.001,1,11.3509,1.8469,0.7357,3.1563
mband_log_N8_F8_O75_FL0p3,log,8,8,75,0.3,1,11.6027,1.8787,0.7438,3.1412
mband_log_N8_F8_O75_FL0p5,log,8,8,75,0.5,1,11.6269,1.8727,0.7432,3.2117
mband_log_N8_F8_O75_FL0p7,log,8,8,75,0.7,1,11.8029,1.8876,0.7479,3.1612
mband_log_N8_F8_O75_FL0p8,log,8,8,75,0.8,1,11.9336,1.8724,0.7486,3.1294
mband_mel_N16_F20_O25_FL0p001,mel,16,20,25,0.001,1,8.5817,1.6429,0.7311,3.4957
mband_mel_N16_F20_O25_FL0p3,mel,16,20,25,0.3,1,8.7791,1.6732,0.7405,3.4503
mband_mel_N16_F20_O25_FL0p5,mel,16,20,25,0.5,1,8.9782,1.687,0.741,3.5328
mband_mel_N16_F20_O25_FL0p7,mel,16,20,25,0.7,1,8.9377,1.6947,0.739,3.4413
mband_mel_N16_F20_O25_FL0p8,mel,16,20,25,0.8,1,9.0743,1.7099,0.7387,3.4695
mband_mel_N16_F20_O50_FL0p001,mel,16,20,50,0.001,1,10.2288,1.7889,0.7396,3.3672
mband_mel_N16_F20_O50_FL0p3,mel,16,20,50,0.3,1,10.6063,1.8361,0.7431,3.4235
mband_mel_N16_F20_O50_FL0p5,mel,16,20,50,0.5,1,10.6162,1.8379,0.7461,3.347
mband_mel_N16_F20_O50_FL0p7,mel,16,20,50,0.7,1,10.6886,1.8567,0.7466,3.3673
mband_mel_N16_F20_O50_FL0p8,mel,16,20,50,0.8,1,10.5497,1.8521,0.7426,3.3719
mband_mel_N16_F20_O75_FL0p001,mel,16,20,75,0.001,1,10.9431,1.8414,0.7392,3.128
mband_mel_N16_F20_O75_FL0p3,mel,16,20,75,0.3,1,11.3541,1.8912,0.7404,3.2137
mband_mel_N16_F20_O75_FL0p5,mel,16,20,75,0.5,1,11.4125,1.8859,0.7464,3.2222
mband_mel_N16_F20_O75_FL0p7,mel,16,20,75,0.7,1,11.5597,1.8762,0.7498,3.1764
mband_mel_N16_F20_O75_FL0p8,mel,16,20,75,0.8,1,11.8321,1.8795,0.7452,3.2418
mband_mel_N16_F25_O25_FL0p001,mel,16,25,25,0.001,1,7.7889,1.5933,0.7252,3.4895
mband_mel_N16_F25_O25_FL0p3,mel,16,25,25,0.3,1,8.2302,1.6392,0.7316,3.5107
mband_mel_N16_F25_O25_FL0p5,mel,16,25,25,0.5,1,8.2425,1.6351,0.7317,3.5229
mband_mel_N16_F25_O25_FL0p7,mel,16,25,25,0.7,1,8.2897,1.6487,0.7326,3.4436
mband_mel_N16_F25_O25_FL0p8,mel,16,25,25,0.8,1,8.3556,1.6435,0.7334,3.4276
mband_mel_N16_F25_O50_FL0p001,mel,16,25,50,0.001,1,9.6247,1.7685,0.7397,3.3706
mband_mel_N16_F25_O50_FL0p3,mel,16,25,50,0.3,1,10.0995,1.8057,0.7415,3.4295
mband_mel_N16_F25_O50_FL0p5,mel,16,25,50,0.5,1,10.1465,1.8152,0.7403,3.4589
mband_mel_N16_F25_O50_FL0p7,mel,16,25,50,0.7,1,10.2609,1.816,0.744,3.3969
mband_mel_N16_F25_O50_FL0p8,mel,16,25,50,0.8,1,10.4738,1.8173,0.7521,3.4771
mband_mel_N16_F25_O75_FL0p001,mel,16,25,75,0.001,1,10.6297,1.8295,0.7356,3.2023
mband_mel_N16_F25_O75_FL0p3,mel,16,25,75,0.3,1,11.1193,1.8663,0.7466,3.2277
mband_mel_N16_F25_O75_FL0p5,mel,16,25,75,0.5,1,11.3847,1.8614,0.7463,3.2495
mband_mel_N16_F25_O75_FL0p7,mel,16,25,75,0.7,1,11.7804,1.8979,0.7488,3.3449
mband_mel_N16_F25_O75_FL0p8,mel,16,25,75,0.8,1,11.5602,1.882,0.7506,3.2848
mband_mel_N16_F8_O25_FL0p001,mel,16,8,25,0.001,1,10.1768,1.641,0.73,3.1397
mband_mel_N16_F8_O25_FL0p3,mel,16,8,25,0.3,1,10.5352,1.7088,0.736,3.093
mband_mel_N16_F8_O25_FL0p5,mel,16,8,25,0.5,1,10.6795,1.7312,0.7427,3.2343
mband_mel_N16_F8_O25_FL0p7,mel,16,8,25,0.7,1,10.633,1.7331,0.7438,3.151
mband_mel_N16_F8_O25_FL0p8,mel,16,8,25,0.8,1,10.6718,1.7321,0.7431,3.1852
mband_mel_N16_F8_O50_FL0p001,mel,16,8,50,0.001,1,10.9134,1.7694,0.7353,3.2059
mband_mel_N16_F8_O50_FL0p3,mel,16,8,50,0.3,1,11.4254,1.8324,0.7446,3.2156
mband_mel_N16_F8_O50_FL0p5,mel,16,8,50,0.5,1,11.4655,1.8531,0.744,3.2366
mband_mel_N16_F8_O50_FL0p7,mel,16,8,50,0.7,1,11.3789,1.8613,0.7435,3.2852
mband_mel_N16_F8_O50_FL0p8,mel,16,8,50,0.8,1,11.3998,1.8487,0.7459,3.2025
mband_mel_N16_F8_O75_FL0p001,mel,16,8,75,0.001,1,11.4203,1.8236,0.7373,3.1541
mband_mel_N16_F8_O75_FL0p3,mel,16,8,75,0.3,1,11.7247,1.865,0.7435,3.1132
mband_mel_N16_F8_O75_FL0p5,mel,16,8,75,0.5,1,11.7724,1.8665,0.7442,3.1379
mband_mel_N16_F8_O75_FL0p7,mel,16,8,75,0.7,1,11.5651,1.8627,0.7458,3.1035
mband_mel_N16_F8_O75_FL0p8,mel,16,8,75,0.8,1,11.9423,1.8624,0.747,3.1649
mband_mel_N4_F20_O25_FL0p001,mel,4,20,25,0.001,1,8.4032,1.6324,0.7292,3.4855
mband_mel_N4_F20_O25_FL0p3,mel,4,20,25,0.3,1,8.9314,1.6871,0.7384,3.5546
mband_mel_N4_F20_O25_FL0p5,mel,4,20,25,0.5,1,9.0007,1.6899,0.734,3.5407
mband_mel_N4_F20_O25_FL0p7,mel,4,20,25,0.7,1,8.9041,1.7068,0.7329,3.4333
mband_mel_N4_F20_O25_FL0p8,mel,4,20,25,0.8,1,9.1189,1.7117,0.7401,3.4768
mband_mel_N4_F20_O50_FL0p001,mel,4,20,50,0.001,1,10.1417,1.7946,0.736,3.4328
mband_mel_N4_F20_O50_FL0p3,mel,4,20,50,0.3,1,10.4881,1.8312,0.7435,3.4986
mband_mel_N4_F20_O50_FL0p5,mel,4,20,50,0.5,1,10.6126,1.8569,0.7392,3.4038
mband_mel_N4_F20_O50_FL0p7,mel,4,20,50,0.7,1,10.8343,1.8747,0.7499,3.406
mband_mel_N4_F20_O50_FL0p8,mel,4,20,50,0.8,1,10.6048,1.8498,0.7452,3.4505
mband_mel_N4_F20_O75_FL0p001,mel,4,20,75,0.001,1,10.8715,1.85,0.7459,3.1269
mband_mel_N4_F20_O75_FL0p3,mel,4,20,75,0.3,1,11.5842,1.893,0.7505,3.2227
mband_mel_N4_F20_O75_FL0p5,mel,4,20,75,0.5,1,11.6276,1.8984,0.752,3.2346
mband_mel_N4_F20_O75_FL0p7,mel,4,20,75,0.7,1,11.9553,1.9032,0.7484,3.2556
mband_mel_N4_F20_O75_FL0p8,mel,4,20,75,0.8,1,11.6941,1.8985,0.7505,3.2241
mband_mel_N4_F25_O25_FL0p001,mel,4,25,25,0.001,1,7.9239,1.5941,0.7285,3.3928
mband_mel_N4_F25_O25_FL0p3,mel,4,25,25,0.3,1,8.1564,1.6238,0.7312,3.496
mband_mel_N4_F25_O25_FL0p5,mel,4,25,25,0.5,1,8.3295,1.6346,0.7344,3.516
mband_mel_N4_F25_O25_FL0p7,mel,4,25,25,0.7,1,8.4112,1.6476,0.7336,3.4997
mband_mel_N4_F25_O25_FL0p8,mel,4,25,25,0.8,1,8.408,1.6573,0.7334,3.498
mband_mel_N4_F25_O50_FL0p001,mel,4,25,50,0.001,1,9.7359,1.7627,0.734,3.431
mband_mel_N4_F25_O50_FL0p3,mel,4,25,50,0.3,1,9.9497,1.7849,0.7387,3.4506
mband_mel_N4_F25_O50_FL0p5,mel,4,25,50,0.5,1,10.187,1.8116,0.7395,3.4255
mband_mel_N4_F25_O50_FL0p7,mel,4,25,50,0.7,1,10.1451,1.8102,0.7451,3.4108
mband_mel_N4_F25_O50_FL0p8,mel,4,25,50,0.8,1,10.3396,1.8083,0.7438,3.4078
mband_mel_N4_F25_O75_FL0p001,mel,4,25,75,0.001,1,10.8463,1.8409,0.7354,3.1773
mband_mel_N4_F25_O75_FL0p3,mel,4,25,75,0.3,1,11.2709,1.8648,0.7457,3.2461
mband_mel_N4_F25_O75_FL0p5,mel,4,25,75,0.5,1,11.505,1.8624,0.7461,3.2873
mband_mel_N4_F25_O75_FL0p7,mel,4,25,75,0.7,1,11.4579,1.8744,0.7475,3.1778
mband_mel_N4_F25_O75_FL0p8,mel,4,25,75,0.8,1,11.5243,1.872,0.7489,3.2275
mband_mel_N4_F8_O25_FL0p001,mel,4,8,25,0.001,1,10.117,1.6497,0.7346,3.2058
mband_mel_N4_F8_O25_FL0p3,mel,4,8,25,0.3,1,10.3836,1.706,0.7352,3.1057
mband_mel_N4_F8_O25_FL0p5,mel,4,8,25,0.5,1,10.6732,1.7237,0.7442,3.1265
mband_mel_N4_F8_O25_FL0p7,mel,4,8,25,0.7,1,10.6157,1.7189,0.7376,3.0926
mband_mel_N4_F8_O25_FL0p8,mel,4,8,25,0.8,1,10.7435,1.7224,0.7441,3.1711
mband_mel_N4_F8_O50_FL0p001,mel,4,8,50,0.001,1,10.9874,1.8005,0.7312,3.239
mband_mel_N4_F8_O50_FL0p3,mel,4,8,50,0.3,1,11.2291,1.8478,0.7383,3.158
mband_mel_N4_F8_O50_FL0p5,mel,4,8,50,0.5,1,11.2105,1.8422,0.7401,3.1929
mband_mel_N4_F8_O50_FL0p7,mel,4,8,50,0.7,1,11.2768,1.844,0.7391,3.2081
mband_mel_N4_F8_O50_FL0p8,mel,4,8,50,0.8,1,11.6492,1.8651,0.7419,3.1501
mband_mel_N4_F8_O75_FL0p001,mel,4,8,75,0.001,1,11.3235,1.8315,0.7332,3.1514
mband_mel_N4_F8_O75_FL0p3,mel,4,8,75,0.3,1,11.7756,1.88,0.7441,3.0953
mband_mel_N4_F8_O75_FL0p5,mel,4,8,75,0.5,1,11.7169,1.8753,0.7443,3.1912
mband_mel_N4_F8_O75_FL0p7,mel,4,8,75,0.7,1,11.9613,1.8739,0.747,3.18
mband_mel_N4_F8_O75_FL0p8,mel,4,8,75,0.8,1,11.9327,1.885,0.7447,3.1467
mband_mel_N8_F20_O25_FL0p001,mel,8,20,25,0.001,1,8.6365,1.6368,0.7281,3.4733
mband_mel_N8_F20_O25_FL0p3,mel,8,20,25,0.3,1,8.9454,1.683,0.7379,3.4672
mband_mel_N8_F20_O25_FL0p5,mel,8,20,25,0.5,1,8.9456,1.6953,0.7398,3.3942
mband_mel_N8_F20_O25_FL0p7,mel,8,20,25,0.7,1,8.9665,1.6969,0.7357,3.3879
mband_mel_N8_F20_O25_FL0p8,mel,8,20,25,0.8,1,9.0373,1.7049,0.7409,3.4283
mband_mel_N8_F20_O50_FL0p001,mel,8,20,50,0.001,1,9.9584,1.7993,0.7391,3.3795
mband_mel_N8_F20_O50_FL0p3,mel,8,20,50,0.3,1,10.5928,1.8277,0.7457,3.393
mband_mel_N8_F20_O50_FL0p5,mel,8,20,50,0.5,1,10.6455,1.8434,0.7408,3.4515
mband_mel_N8_F20_O50_FL0p7,mel,8,20,50,0.7,1,10.6294,1.8527,0.7414,3.3835
mband_mel_N8_F20_O50_FL0p8,mel,8,20,50,0.8,1,10.6386,1.8491,0.746,3.3994
mband_mel_N8_F20_O75_FL0p001,mel,8,20,75,0.001,1,10.9501,1.842,0.7417,3.1292
mband_mel_N8_F20_O75_FL0p3,mel,8,20,75,0.3,1,11.5695,1.8772,0.7471,3.2251
mband_mel_N8_F20_O75_FL0p5,mel,8,20,75,0.5,1,11.7228,1.8877,0.7447,3.1559
mband_mel_N8_F20_O75_FL0p7,mel,8,20,75,0.7,1,11.7234,1.9012,0.7511,3.2124
mband_mel_N8_F20_O75_FL0p8,mel,8,20,75,0.8,1,11.7227,1.8994,0.7471,3.1689
mband_mel_N8_F25_O25_FL0p001,mel,8,25,25,0.001,1,8.028,1.5844,0.7247,3.5404
mband_mel_N8_F25_O25_FL0p3,mel,8,25,25,0.3,1,8.1068,1.6294,0.7317,3.5271
mband_mel_N8_F25_O25_FL0p5,mel,8,25,25,0.5,1,8.2099,1.6423,0.7299,3.4353
mband_mel_N8_F25_O25_FL0p7,mel,8,25,25,0.7,1,8.3324,1.6418,0.7332,3.4787
mband_mel_N8_F25_O25_FL0p8,mel,8,25,25,0.8,1,8.3839,1.6586,0.7368,3.4599
mband_mel_N8_F25_O50_FL0p001,mel,8,25,50,0.001,1,9.617,1.7389,0.733,3.4208
mband_mel_N8_F25_O50_FL0p3,mel,8,25,50,0.3,1,10.0768,1.8013,0.7421,3.4249
mband_mel_N8_F25_O50_FL0p5,mel,8,25,50,0.5,1,10.1954,1.813,0.7407,3.3851
mband_mel_N8_F25_O50_FL0p7,mel,8,25,50,0.7,1,10.2202,1.7992,0.7463,3.3626
mband_mel_N8_F25_O50_FL0p8,mel,8,25,50,0.8,1,10.5007,1.8307,0.7452,3.452
mband_mel_N8_F25_O75_FL0p001,mel,8,25,75,0.001,1,10.6913,1.831,0.7379,3.1757
mband_mel_N8_F25_O75_FL0p3,mel,8,25,75,0.3,1,11.28,1.8849,0.7494,3.2883
mband_mel_N8_F25_O75_FL0p5,mel,8,25,75,0.5,1,11.4834,1.863,0.7467,3.2865
mband_mel_N8_F25_O75_FL0p7,mel,8,25,75,0.7,1,11.5485,1.889,0.7425,3.2586
mband_mel_N8_F25_O75_FL0p8,mel,8,25,75,0.8,1,11.4794,1.8627,0.7449,3.2278
mband_mel_N8_F8_O25_FL0p001,mel,8,8,25,0.001,1,9.8892,1.6476,0.7262,3.1715
mband_mel_N8_F8_O25_FL0p3,mel,8,8,25,0.3,1,10.2075,1.698,0.7406,3.1841
mband_mel_N8_F8_O25_FL0p5,mel,8,8,25,0.5,1,10.5609,1.7217,0.7411,3.1217
mband_mel_N8_F8_O25_FL0p7,mel,8,8,25,0.7,1,10.6974,1.7308,0.7423,3.1814
mband_mel_N8_F8_O25_FL0p8,mel,8,8,25,0.8,1,10.9462,1.7329,0.7456,3.2174
mband_mel_N8_F8_O50_FL0p001,mel,8,8,50,0.001,1,10.8891,1.7713,0.7283,3.2065
mband_mel_N8_F8_O50_FL0p3,mel,8,8,50,0.3,1,11.0195,1.8206,0.7392,3.2578
mband_mel_N8_F8_O50_FL0p5,mel,8,8,50,0.5,1,11.262,1.8394,0.7413,3.1823
mband_mel_N8_F8_O50_FL0p7,mel,8,8,50,0.7,1,11.3367,1.8325,0.745,3.167
mband_mel_N8_F8_O50_FL0p8,mel,8,8,50,0.8,1,11.472,1.8418,0.7462,3.1964
mband_mel_N8_F8_O75_FL0p001,mel,8,8,75,0.001,1,11.5601,1.8349,0.7412,3.1575
mband_mel_N8_F8_O75_FL0p3,mel,8,8,75,0.3,1,11.9262,1.8598,0.7462,3.1605
mband_mel_N8_F8_O75_FL0p5,mel,8,8,75,0.5,1,11.6909,1.8681,0.7405,3.1042
mband_mel_N8_F8_O75_FL0p7,mel,8,8,75,0.7,1,11.7309,1.8581,0.7416,3.1199
mband_mel_N8_F8_O75_FL0p8,mel,8,8,75,0.8,1,11.6995,1.8706,0.7419,3.1639
