SNR_dB,PESQ_Winner,PESQ_Score,STOI_Winner,STOI_Score,SI_SDR_Winner,SI_SDR_Score
-5,LOG,1.2766221911818894,LINEAR,0.6133418844364308,LOG,3.830844609327959
0,LOG,1.4642167165544298,MEL,0.6994804999563429,LINEAR,7.908820604041771
5,LOG,1.747769754551075,MEL,0.7608589390472129,LINEAR,11.101908439353661
10,LOG,2.0644860076904297,LOG,0.8013920844042742,LINEAR,13.685176415620028
15,LOG,2.4077176023412634,MEL,0.8290911211790862,LINEAR,15.725264748467339
