clean_file,enhanced_file,sampling_rate,PESQ_Noisy,SI_SDR_Noisy,STOI_Noisy,DNSMOS_p808_mos_Noisy,DNSMOS_mos_sig_Noisy,DNSMOS_mos_bak_Noisy,DNSMOS_mos_ovr_Noisy,source_file,enhanced_file_mband_py_lin_avr1,sampling_rate_mband_py_lin_avr1,PESQ_mband_py_lin_avr1,SI_SDR_mband_py_lin_avr1,STOI_mband_py_lin_avr1,DNSMOS_p808_mos_mband_py_lin_avr1,DNSMOS_mos_sig_mband_py_lin_avr1,DNSMOS_mos_bak_mband_py_lin_avr1,DNSMOS_mos_ovr_mband_py_lin_avr1,source_file_mband_py_lin_avr1,enhanced_file_mband_py_lin_causal_ogw_avr1,sampling_rate_mband_py_lin_causal_ogw_avr1,PESQ_mband_py_lin_causal_ogw_avr1,SI_SDR_mband_py_lin_causal_ogw_avr1,STOI_mband_py_lin_causal_ogw_avr1,DNSMOS_p808_mos_mband_py_lin_causal_ogw_avr1,DNSMOS_mos_sig_mband_py_lin_causal_ogw_avr1,DNSMOS_mos_bak_mband_py_lin_causal_ogw_avr1,DNSMOS_mos_ovr_mband_py_lin_causal_ogw_avr1,source_file_mband_py_lin_causal_ogw_avr1,enhanced_file_mband_py_lin_deltas_avr1,sampling_rate_mband_py_lin_deltas_avr1,PESQ_mband_py_lin_deltas_avr1,SI_SDR_mband_py_lin_deltas_avr1,STOI_mband_py_lin_deltas_avr1,DNSMOS_p808_mos_mband_py_lin_deltas_avr1,DNSMOS_mos_sig_mband_py_lin_deltas_avr1,DNSMOS_mos_bak_mband_py_lin_deltas_avr1,DNSMOS_mos_ovr_mband_py_lin_deltas_avr1,source_file_mband_py_lin_deltas_avr1,noise_category
p092_emo_contentment_freeform,BASELINE_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB,16000,1.144642353057861,4.993890285491943,0.7538378834724426,2.917049748556954,3.951794630141464,2.3571005951877666,2.633090251017413,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB,16000,1.2167255878448486,6.007637977600098,0.7700136303901672,2.85783314704895,3.58527471697099,2.2549146518350254,2.2446117066275746,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,mband_py_N6_lin_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB,16000,1.209343671798706,5.651832103729248,0.7613927125930786,3.0484697818756104,3.981319465782613,2.37437478412687,2.615980296639639,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,mband_py_N6_lin_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB,16000,1.2105311155319214,5.652775287628174,0.7613959908485413,3.0565970284598216,3.9856232219576126,2.3700981703024264,2.616109296762859,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,Train
p092_emo_contentment_sentences,BASELINE_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB,16000,1.2281261682510376,4.944716453552246,0.7432219386100769,2.87857985496521,3.6920945206636895,2.241140155166131,2.360782563172789,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB,16000,1.6663343906402588,8.984923362731934,0.7488646507263184,3.061784505844116,3.4213959163564875,2.8614387683938745,2.5657622502623187,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,mband_py_N6_lin_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB,16000,1.5940651893615725,8.780834197998047,0.7436327934265137,3.0168392658233643,2.732003286501598,3.063416177634796,2.279264917252958,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,mband_py_N6_lin_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB,16000,1.59406578540802,8.780799865722656,0.7436284422874451,3.0112228393554688,2.732243403657345,3.065563472474508,2.280347103736724,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,Train
p092_emo_cuteness_freeform,BASELINE_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB,16000,1.1110844612121582,5.008038520812988,0.6462132930755615,2.6366936683654787,4.193130961490691,2.101252993051141,2.4852800088022136,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB,16000,1.296453833580017,9.33558750152588,0.6420121788978577,2.5832987308502195,3.620624822654423,2.167990434975549,2.422274698299163,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,mband_py_N6_lin_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB,16000,1.250758409500122,8.35800552368164,0.6375464797019958,2.646044635772705,3.547633294079385,2.1901770818468465,2.4286779397484635,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,mband_py_N6_lin_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB,16000,1.2509517669677734,8.357945442199707,0.6375561356544495,2.6538243293762207,3.52801115855476,2.187296855603859,2.41288438313031,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,Train
p092_emo_cuteness_sentences,BASELINE_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB,16000,1.1085968017578125,5.000204563140869,0.7359492182731628,2.659536838531494,4.170729586244379,2.418429816895064,2.810385284406732,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB,16000,1.618884563446045,13.3457612991333,0.7432720065116882,2.8659671545028687,4.186894137054798,2.736526815726684,2.951814460328709,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,mband_py_N6_lin_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB,16000,1.5499954223632812,12.924535751342772,0.7422904372215271,2.785041570663452,4.250337691722969,2.662738663721524,3.004346263045674,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,mband_py_N6_lin_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB,16000,1.5496983528137207,12.924259185791016,0.7422914505004883,2.790493965148926,4.249984363953711,2.6638298101248705,3.00489535509374,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,Stationary
p092_emo_desire_freeform,BASELINE_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB,16000,1.089728593826294,5.002087593078613,0.702524721622467,2.5243990421295166,3.914153375592317,2.0925459594136924,2.4183726965319354,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB_CLN-p092_emo_desire_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB,16000,1.2997593879699707,7.568628311157227,0.7137542963027954,2.7317028443018594,3.998131060587336,2.828940362237096,2.883473555487362,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB_CLN-p092_emo_desire_freeform.csv,mband_py_N6_lin_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB,16000,1.3050403594970703,7.98032808303833,0.7079803347587585,2.702596386273702,3.357194031556753,2.5973799120439502,2.3635606393531714,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB_CLN-p092_emo_desire_freeform.csv,mband_py_N6_lin_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB,16000,1.3044781684875488,7.979264259338379,0.7079817652702332,2.696741779645284,3.36211775603554,2.6024748926747887,2.3723963454494936,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB_CLN-p092_emo_desire_freeform.csv,Stationary
p092_emo_desire_sentences,BASELINE_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB,16000,1.2084531784057615,4.996852874755859,0.6806891560554504,2.6312081813812256,3.811826219224997,2.48911054911319,2.5077782842719087,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB,16000,1.5536119937896729,8.755410194396973,0.7006737589836121,2.801068147023519,3.139553265443935,3.047891771962039,2.3911659501551257,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,mband_py_N6_lin_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB,16000,1.5350956916809082,8.484025001525879,0.6939072012901306,2.8610430558522544,3.333267794894265,2.777670154957798,2.4612010208287054,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,mband_py_N6_lin_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB,16000,1.5347477197647097,8.484116554260254,0.6939075589179993,2.868358929951986,3.3193204222447714,2.78041746889657,2.4516463621461813,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,Street
p092_emo_disappointment_freeform,BASELINE_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB,16000,1.2262486219406128,5.009315490722656,0.7373664975166321,2.562143564224243,4.172790446837565,2.0656821754377512,2.4758848009649195,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB,16000,1.4640284776687622,9.380298614501951,0.7536265850067139,2.721261637551444,4.216307603522918,2.826432046956475,3.0037734287269373,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,mband_py_N6_lin_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB,16000,1.4113399982452393,8.662745475769043,0.7469611167907715,2.5010574885777066,3.8375431590951607,2.4350692735093205,2.6887167596530737,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,mband_py_N6_lin_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB,16000,1.4113953113555908,8.662470817565918,0.7469584941864014,2.5036679676600864,3.834505922082422,2.43249364888692,2.68588923119571,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,Street
p092_emo_disappointment_sentences,BASELINE_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB,16000,1.163309931755066,4.996565818786621,0.6903466582298279,2.761068642139435,4.232750839077994,2.066483073987045,2.5095589654384485,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB,16000,1.307098627090454,4.956308841705322,0.6946914792060852,2.82345312833786,4.134825573470031,2.48797702705037,2.741342846334636,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,mband_py_N6_lin_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB,16000,1.2834467887878418,4.792022228240967,0.6902962923049927,2.940645396709442,4.220286346816885,2.374007727591355,2.748926980882662,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,mband_py_N6_lin_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB,16000,1.2862284183502195,4.794870853424072,0.6903066635131836,2.943158984184265,4.221262277054738,2.372965871031589,2.747930112204292,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,Train
p092_emo_disgust_freeform,BASELINE_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[5]dB,16000,1.2137963771820068,4.983411312103272,0.7829350233078003,2.585458585194179,4.054625100320766,1.8002444961310022,2.204110242633543,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[5]dB_CLN-p092_emo_disgust_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[5]dB,16000,1.2349166870117188,4.494801044464111,0.784468412399292,2.7554051194872176,4.009675009992275,1.8762651589999984,2.25432672749988,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[5]dB_CLN-p092_emo_disgust_freeform.csv,mband_py_N6_lin_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[5]dB,16000,1.230081558227539,4.578100681304932,0.7807854413986206,2.8058211462838307,3.82472090347216,1.744737480752023,2.0664116928588894,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[5]dB_CLN-p092_emo_disgust_freeform.csv,mband_py_N6_lin_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[5]dB,16000,1.2304927110671997,4.578478813171387,0.7807849049568176,2.829983370644705,3.8409427040074746,1.7446945146070942,2.070691657626979,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[5]dB_CLN-p092_emo_disgust_freeform.csv,Train
p092_emo_disgust_sentences,BASELINE_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[5]dB,16000,1.467659831047058,5.029955387115479,0.7061495184898376,2.937587261199951,4.515652095539831,2.535336182887235,3.077178217212429,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[5]dB_CLN-p092_emo_disgust_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[5]dB,16000,1.868203401565552,9.500696182250977,0.71712327003479,2.9269497871398924,4.078759258520529,2.581716682677433,2.8474393140081937,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[5]dB_CLN-p092_emo_disgust_sentences.csv,mband_py_N6_lin_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[5]dB,16000,1.8434629440307613,9.398877143859863,0.7115961909294128,2.889245414733886,4.083964670890592,2.5097983772849286,2.855035893328701,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[5]dB_CLN-p092_emo_disgust_sentences.csv,mband_py_N6_lin_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[5]dB,16000,1.8414310216903689,9.39845848083496,0.7115979790687561,2.8944342613220213,4.079464153967252,2.5317731558655434,2.862044104796682,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[5]dB_CLN-p092_emo_disgust_sentences.csv,Stationary
